"STATE","ST_CASE","DAY_WEEK","HOUR","BODY_TYP","FATAL_COUNT"
"8","80275","1","11","80","1"
"8","80276","7","21","16","1"
"8","80277","6","21","31","1"
"8","80278","7","22","4","1"
"8","80279","7","11","10","1"
"8","80280","4","18","80","1"
"8","80281","7","14","31","1"
"8","80282","5","15","14","1"
"8","80283","4","11","14","1"
"8","80285","7","10","80","1"
"8","80286","7","16","80","1"
"8","80287","1","15","80","1"
"8","80288","1","18","4","1"
"8","80290","2","19","14","1"
"8","80291","3","5","4","1"
"8","80292","3","17","3","1"
"8","80293","3","17","14","1"
"8","80294","2","6","14","1"
"8","80295","1","1","14","1"
"8","80296","3","1","4","1"
"8","80297","3","20","4","1"
"8","80298","1","15","4","1"
"8","80299","3","8","30","1"
"8","80300","4","17","66","1"
"8","80302","1","18","80","1"
"8","80303","4","13","20","1"
"8","80306","7","19","20","1"
"8","80307","1","21","80","1"
"8","80308","7","8","31","1"
"8","80309","3","18","14","1"
"8","80310","4","6","4","1"
"8","80311","6","8","16","1"
"8","80312","6","17","2","1"
"8","80313","1","1","99","1"
"8","80314","1","1","31","1"
"8","80315","1","20","3","1"
"8","80316","3","12","1","1"
"8","80317","3","20","80","1"
"8","80318","5","18","4","1"
"8","80319","6","1","31","1"
"8","80320","7","3","31","1"
"8","80321","7","20","14","1"
"8","80322","1","15","4","1"
"8","80323","5","22","80","1"
"8","80324","4","5","80","1"
"8","80325","7","9","4","1"
"8","80326","7","6","14","1"
"8","80327","3","5","80","1"
"8","80328","3","19","80","1"
"8","80329","3","20","14","1"
"8","80330","3","22","80","1"
"8","80331","4","13","63","1"
"8","80332","5","9","4","1"
"8","80333","5","16","31","1"
"8","80334","5","17","4","1"
"8","80336","5","0","80","1"
"8","80337","5","11","31","1"
"8","80338","5","23","5","1"
"8","80339","7","5","66","1"
"8","80340","7","11","80","1"
"8","80342","1","2","4","1"
"8","80343","1","14","30","1"
"8","80345","1","23","80","1"
"8","80346","3","20","4","1"
"8","80347","1","17","15","1"
"8","80348","7","14","14","1"
"8","80349","5","14","4","1"
"8","80350","5","15","2","1"
"8","80351","7","0","14","1"
"8","80352","7","2","66","1"
"8","80353","7","11","4","1"
"8","80354","7","18","80","1"
"8","80355","1","22","80","1"
"8","80356","2","7","31","1"
"8","80357","2","10","80","1"
"8","80358","2","18","6","1"
"8","80359","4","16","6","1"
"8","80360","3","4","66","1"
"8","80361","7","18","4","1"
"8","80362","4","17","31","1"
"8","80363","5","20","80","1"
"8","80364","7","8","30","1"
"8","80366","7","19","14","1"
"8","80367","7","19","4","1"
"8","80368","2","7","30","1"
"8","80369","2","15","14","1"
"8","80370","6","22","80","1"
"8","80372","4","17","4","1"
"8","80373","5","14","80","1"
"8","80374","5","19","80","1"
"8","80375","6","1","31","1"
"8","80376","6","17","80","1"
"8","80377","1","11","80","1"
"8","80378","3","13","52","1"
"8","80379","3","16","6","1"
"8","80380","2","7","2","1"
"8","80381","2","8","31","1"
"8","80382","3","8","4","1"
"8","80383","4","7","14","1"
"8","80384","4","20","99","1"
"8","80385","4","19","4","1"
"8","80386","7","14","80","1"
"8","80387","5","20","4","1"
"8","80388","4","10","14","1"
"8","80389","2","16","14","1"
"8","80390","4","19","31","1"
"8","80391","7","0","4","1"
"8","80393","7","15","14","1"
"8","80394","3","17","4","1"
"8","80395","7","0","40","1"
"8","80396","4","13","20","1"
"8","80398","2","5","30","1"
"8","80399","2","18","14","1"
"8","80401","4","15","2","1"
"8","80402","6","20","2","1"
"8","80403","7","21","80","1"
"8","80404","6","14","2","1"
"8","80405","6","23","99","1"
"8","80406","7","14","90","1"
"8","80407","7","17","20","1"
"8","80408","1","16","14","1"
"8","80409","1","16","4","1"
"8","80410","1","17","5","1"
"8","80411","1","18","14","1"
"8","80412","6","17","30","1"
"8","80413","7","21","14","1"
"8","80414","2","6","15","1"
"8","80415","3","5","4","1"
"8","80416","3","16","31","1"
"8","80417","7","19","14","1"
"8","80418","4","17","66","1"
"8","80419","4","17","31","1"
"8","80420","6","11","88","1"
"8","80422","4","17","4","1"
"8","80423","5","10","30","1"
"8","80424","6","21","31","1"
"8","80426","2","17","4","1"
"8","80427","3","8","15","1"
"8","80428","3","9","80","1"
"8","80429","3","13","80","1"
"8","80430","3","13","80","1"
"8","80431","3","22","31","1"
"8","80432","6","5","66","1"
"8","80433","6","10","20","1"
"8","80434","4","13","4","1"
"8","80435","4","13","14","1"
"8","80436","1","19","80","1"
"8","80437","5","2","4","1"
"8","80438","7","0","14","1"
"8","80439","6","13","21","1"
"8","80440","5","16","30","1"
"8","80441","2","11","4","1"
"8","80442","7","22","80","1"
"8","80443","7","1","3","1"
"8","80444","2","22","14","1"
"8","80445","6","17","80","1"
"8","80446","1","19","4","1"
"8","80447","7","15","31","1"
"8","80448","1","1","4","1"
"8","80449","1","10","4","1"
"8","80450","2","1","2","1"
"8","80451","3","18","15","1"
"8","80452","6","6","14","1"
"8","80453","6","23","16","1"
"8","80455","1","0","14","1"
"8","80456","1","9","31","1"
"8","80457","2","20","14","1"
"8","80458","3","21","30","1"
"8","80459","4","6","31","1"
"8","80460","4","6","4","1"
"8","80461","7","22","31","1"
"8","80462","7","17","4","1"
"8","80463","1","19","4","1"
"8","80464","1","20","31","1"
"8","80465","3","15","4","1"
"8","80466","5","1","14","1"
"8","80467","1","0","4","1"
"8","80468","2","5","14","1"
"8","80469","2","14","99","1"
"8","80470","1","15","14","1"
"8","80471","3","6","6","1"
"8","80472","6","18","15","1"
"8","80473","5","18","15","1"
"8","80474","5","1","21","1"
"8","80475","5","16","4","1"
"8","80476","7","20","31","1"
"8","80477","3","12","31","1"
"8","80478","5","7","31","1"
"8","80479","4","17","4","1"
"8","80480","1","21","2","1"
"8","80481","3","1","80","1"
"8","80482","5","8","2","1"
"8","80483","5","23","4","1"
"8","80484","7","3","4","1"
"8","80485","1","16","14","1"
"8","80486","4","14","14","1"
"8","80487","5","1","4","1"
"8","80488","6","6","4","1"
"8","80489","6","17","15","1"
"8","80490","6","12","15","1"
"8","80491","5","14","31","1"
"8","80492","7","19","31","1"
"8","80493","2","12","5","1"
"8","80494","5","18","4","1"
"8","80495","7","7","31","1"
"8","80496","7","20","31","1"
"8","80497","2","9","14","1"
"8","80499","4","1","4","1"
"8","80501","5","1","4","1"
"8","80502","7","15","20","1"
"8","80503","4","16","31","1"
"8","80504","4","17","14","1"
"8","80505","4","14","31","1"
"8","80506","4","4","80","1"
"8","80507","5","20","20","1"
"8","80510","3","5","4","1"
"8","80511","7","10","14","1"
"8","80512","7","18","4","1"
"8","80513","3","21","14","1"
"9","90001","1","21","4","1"
"9","90002","3","6","3","1"
"9","90003","1","18","30","1"
"9","90004","6","9","4","1"
"9","90005","2","15","31","1"
"9","90006","4","11","2","1"
"9","90007","3","4","61","1"
"9","90008","1","4","31","1"
"9","90009","5","20","4","1"
"9","90010","6","12","4","1"
"9","90011","7","20","4","1"
"9","90012","1","21","15","1"
"9","90013","3","22","4","1"
"9","90015","6","22","4","1"
"9","90016","3","5","4","1"
"9","90017","7","13","6","1"
"9","90018","5","17","4","1"
"9","90019","1","5","63","1"
"9","90020","1","0","80","1"
"9","90021","5","21","80","1"
"9","90022","5","6","80","1"
"9","90023","1","3","4","1"
"9","90024","4","22","6","1"
"9","90025","2","14","4","1"
"9","90026","7","0","4","1"
"9","90027","4","3","88","1"
"9","90028","3","16","4","1"
"9","90029","1","0","14","1"
"9","90030","7","1","4","1"
"9","90032","4","13","4","1"
"9","90033","7","14","2","1"
"9","90034","5","11","64","1"
"9","90035","2","16","4","1"
"9","90036","7","15","2","1"
"9","90037","1","0","15","1"
"9","90038","7","15","5","1"
"9","90039","1","2","4","1"
"9","90040","7","22","80","1"
"9","90041","4","13","80","1"
"9","90042","7","3","14","1"
"9","90043","7","2","5","1"
"9","90044","1","7","4","1"
"9","90045","7","9","15","1"
"9","90046","2","23","66","1"
"9","90047","5","23","30","1"
"9","90048","2","15","4","1"
"9","90049","5","9","63","1"
"9","90050","1","7","4","1"
"9","90051","4","12","31","1"
"9","90052","6","14","61","1"
"9","90053","4","18","4","1"
"9","90054","3","16","4","1"
"9","90055","6","0","80","1"
"9","90056","7","17","80","1"
"9","90057","7","7","4","1"
"9","90058","1","1","2","1"
"9","90059","3","6","14","1"
"9","90060","4","17","67","1"
"9","90061","2","1","80","1"
"9","90062","6","20","31","1"
"9","90063","6","22","80","1"
"9","90064","6","22","14","1"
"9","90065","7","18","4","1"
"9","90066","6","11","4","1"
"9","90067","5","5","4","1"
"9","90068","2","3","66","1"
"9","90069","7","23","2","1"
"9","90070","6","22","80","1"
"9","90071","7","15","15","1"
"9","90073","1","11","6","1"
"9","90074","6","16","4","1"
"9","90075","5","14","4","1"
"9","90076","1","9","80","1"
"9","90077","1","12","80","1"
"9","90078","5","16","4","1"
"9","90079","1","0","4","1"
"9","90080","3","17","4","1"
"9","90081","3","19","80","1"
"9","90082","1","19","80","1"
"9","90085","4","4","4","1"
"9","90086","7","17","1","1"
"9","90087","5","11","4","1"
"9","90089","1","1","20","1"
"9","90090","2","22","80","1"
"9","90091","2","10","3","1"
"9","90092","7","8","3","1"
"9","90093","1","18","80","1"
"9","90094","1","13","97","1"
"9","90095","4","6","61","1"
"9","90096","7","2","14","1"
"9","90097","1","19","80","1"
"9","90098","5","23","4","1"
"9","90099","1","2","4","1"
"9","90101","3","15","4","1"
"9","90102","1","7","4","1"
"9","90103","1","2","9","1"
"9","90104","6","0","4","1"
"9","90105","6","23","80","1"
"9","90107","2","19","80","1"
"9","90108","3","4","66","1"
"9","90109","1","15","20","1"
"9","90110","4","4","2","1"
"9","90111","2","13","80","1"
"9","90112","5","3","31","1"
"9","90113","1","14","4","1"
"9","90114","3","16","4","1"
"9","90116","1","1","2","1"
"9","90117","6","21","4","1"
"9","90118","7","21","14","1"
"9","90119","2","7","14","1"
"9","90120","7","3","6","1"
"9","90121","1","15","14","1"
"9","90122","6","16","4","1"
"9","90123","7","15","6","1"
"9","90125","4","15","66","1"
"9","90126","6","21","80","1"
"9","90127","3","20","20","1"
"9","90128","4","21","4","1"
"9","90129","2","1","4","1"
"9","90130","3","0","31","1"
"9","90131","7","14","80","1"
"9","90132","7","18","14","1"
"9","90133","1","20","31","1"
"9","90134","1","15","14","1"
"9","90135","4","18","66","1"
"9","90136","5","18","4","1"
"9","90137","5","23","4","1"
"9","90138","6","11","4","1"
"9","90139","2","23","80","1"
"9","90140","3","15","15","1"
"9","90141","3","0","4","1"
"9","90142","5","15","66","1"
"9","90143","2","14","31","1"
"9","90144","6","9","63","1"
"9","90145","7","9","4","1"
"9","90146","1","22","14","1"
"9","90147","3","10","4","1"
"9","90148","4","22","4","1"
"9","90149","7","21","4","1"
"9","90150","7","22","30","1"
"9","90151","3","11","6","1"
"9","90152","6","14","80","1"
"9","90153","6","8","80","1"
"9","90154","3","17","14","1"
"9","90156","7","16","4","1"
"9","90157","7","22","30","1"
"9","90158","5","19","4","1"
"9","90159","1","10","14","1"
"9","90160","1","3","15","1"
"9","90161","6","17","4","1"
"9","90162","1","8","14","1"
"9","90163","4","22","2","1"
"9","90164","2","0","4","1"
"9","90165","5","5","4","1"
"9","90166","7","8","14","1"
"9","90167","1","1","4","1"
"9","90168","1","9","4","1"
"9","90169","7","2","14","1"
"9","90170","4","19","4","1"
"9","90171","5","0","14","1"
"9","90173","4","22","30","1"
"9","90174","3","18","4","1"
"9","90175","6","22","4","1"
"9","90176","7","22","80","1"
"9","90177","4","23","14","1"
"9","90178","2","19","52","1"
"9","90179","1","15","14","1"
"9","90180","1","13","4","1"
"9","90181","6","1","4","1"
"9","90182","6","14","5","1"
"9","90183","6","2","4","1"
"9","90184","6","1","66","1"
"9","90186","3","10","4","1"
"9","90187","5","8","31","1"
"9","90188","6","0","14","1"
"9","90189","7","21","5","1"
"9","90190","7","0","80","1"
"9","90191","1","19","15","1"
"9","90192","6","23","4","1"
"9","90193","5","17","14","1"
"9","90194","5","8","20","1"
"9","90195","5","22","1","1"
"9","90196","7","17","89","1"
"9","90197","2","9","63","1"
"9","90198","1","16","4","1"
"9","90199","2","1","4","1"
"9","90200","7","15","80","1"
"9","90201","2","7","66","1"
"9","90202","3","3","4","1"
"9","90203","3","6","4","1"
"9","90205","6","11","63","1"
"9","90206","1","16","80","1"
"9","90207","6","23","4","1"
"9","90208","4","5","30","1"
"9","90209","1","21","4","1"
"9","90210","7","19","80","1"
"9","90211","1","22","80","1"
"9","90212","1","18","80","1"
"9","90213","6","1","21","1"
"9","90214","6","8","99","1"
"9","90215","1","5","4","1"
"9","90216","6","20","5","1"
"9","90217","5","13","6","1"
"9","90218","7","2","6","1"
"9","90219","3","16","20","1"
"9","90220","4","0","14","1"
"9","90221","7","15","31","1"
"9","90222","7","2","31","1"
"9","90223","6","6","66","1"
"9","90224","7","12","80","1"
"9","90225","5","16","80","1"
"9","90226","3","4","14","1"
"9","90228","7","22","4","1"
"9","90229","5","21","4","1"
"9","90230","1","4","4","1"
"9","90231","7","20","14","1"
"9","90232","5","13","14","1"
"9","90233","4","19","31","1"
"9","90234","7","17","90","1"
"9","90235","4","10","66","1"
"9","90237","5","17","14","1"
"9","90238","5","12","6","1"
"9","90239","2","20","3","1"
"9","90240","7","2","4","1"
"9","90241","5","10","15","1"
"9","90242","3","19","4","1"
"9","90243","7","2","4","1"
"9","90245","1","17","6","1"
"9","90246","1","1","4","1"
"9","90247","3","11","31","1"
"9","90248","6","14","66","1"
"9","90249","6","1","4","1"
"9","90250","3","14","4","1"
"9","90251","6","23","4","1"
"9","90252","1","3","82","1"
"9","90254","7","6","4","1"
"9","90255","7","10","4","1"
"9","90256","6","1","99","1"
"9","90259","3","5","4","1"
"9","90260","5","16","15","1"
"10","100001","6","0","4","1"
"10","100002","1","2","4","1"
"10","100003","1","3","2","1"
"10","100004","2","6","99","1"
"10","100005","5","12","66","1"
"10","100006","7","21","14","1"
"10","100007","2","13","99","1"
"10","100008","4","2","31","1"
"10","100009","1","2","4","1"
"10","100010","6","10","63","1"
"10","100011","3","7","4","1"
"10","100012","7","11","15","1"
"10","100013","1","1","4","1"
"10","100014","7","0","4","1"
"10","100016","1","19","80","1"
"10","100017","5","2","4","1"
"10","100018","7","13","31","1"
"10","100019","1","11","4","1"
"10","100020","2","18","31","1"
"10","100021","3","7","80","1"
"10","100022","6","5","31","1"
"10","100023","2","19","4","1"
"10","100024","4","0","14","1"
"10","100025","7","3","14","1"
"10","100026","3","14","4","1"
"10","100027","3","6","66","1"
"10","100028","7","21","62","1"
"10","100029","5","4","4","1"
"10","100030","6","5","61","1"
"10","100031","1","1","30","1"
"10","100032","2","1","4","1"
"10","100033","5","1","3","1"
"10","100034","7","4","4","1"
"10","100035","5","4","99","1"
"10","100036","2","1","4","1"
"10","100037","2","15","4","1"
"10","100038","2","14","4","1"
"10","100039","7","22","80","1"
"10","100040","2","4","31","1"
"10","100041","7","14","6","1"
"10","100042","5","22","14","1"
"10","100043","5","22","99","1"
"10","100044","5","7","4","1"
"10","100045","6","13","80","1"
"10","100046","7","19","30","1"
"10","100047","1","5","14","1"
"10","100048","7","22","4","1"
"10","100049","2","17","80","1"
"10","100050","4","23","4","1"
"10","100051","4","15","14","1"
"10","100052","1","16","88","1"
"10","100053","3","6","64","1"
"10","100054","6","23","4","1"
"10","100055","5","1","21","1"
"10","100056","3","16","80","1"
"10","100057","1","22","2","1"
"10","100059","1","19","4","1"
"10","100060","4","13","80","1"
"10","100061","6","20","80","1"
"10","100062","7","1","4","1"
"10","100063","7","18","80","1"
"10","100064","6","12","14","1"
"10","100065","2","16","4","1"
"10","100066","7","11","16","1"
"10","100067","7","17","4","1"
"10","100068","6","20","1","1"
"10","100069","2","15","80","1"
"10","100070","2","11","4","1"
"10","100071","6","18","2","1"
"10","100072","1","2","4","1"
"10","100073","3","13","4","1"
"10","100074","5","15","4","1"
"10","100075","4","12","4","1"
"10","100076","3","16","31","1"
"10","100077","3","20","4","1"
"10","100078","1","21","4","1"
"10","100079","6","7","3","1"
"10","100080","3","0","62","1"
"10","100081","4","20","4","1"
"10","100082","7","22","4","1"
"10","100083","7","21","20","1"
"10","100084","6","1","64","1"
"10","100085","7","22","99","1"
"10","100086","2","20","4","1"
"10","100087","2","17","4","1"
"10","100089","3","21","4","1"
"10","100090","2","17","6","1"
"10","100091","6","15","4","1"
"10","100092","4","17","15","1"
"10","100093","2","20","31","1"
"10","100094","7","2","15","1"
"10","100095","4","14","4","1"
"10","100096","2","17","2","1"
"10","100097","5","12","63","1"
"10","100098","4","13","20","1"
"10","100099","1","10","14","1"
"10","100100","4","21","4","1"
"10","100101","1","22","14","1"
"10","100102","1","1","4","1"
"10","100103","6","23","30","1"
"10","100104","6","0","1","1"
"10","100105","7","10","4","1"
"10","100106","7","17","4","1"
"10","100107","6","0","4","1"
"10","100108","3","7","4","1"
"10","100109","1","1","4","1"
"10","100110","7","5","31","1"
"10","100111","7","21","6","1"
"10","100112","7","15","6","1"
"10","100114","7","23","14","1"
"10","100115","6","12","3","1"
"10","100116","3","21","1","1"
"10","100117","4","2","99","1"
"10","100118","1","20","2","1"
"10","100119","7","3","51","1"
"10","100120","6","19","9","1"
"10","100121","5","19","99","1"
"10","100122","4","0","4","1"
"11","110001","6","6","30","1"
"11","110002","2","16","14","1"
"11","110003","1","3","4","1"
"11","110004","1","20","4","1"
"11","110005","3","20","4","1"
"11","110006","5","18","61","1"
"11","110007","5","23","4","1"
"11","110008","2","10","61","1"
"11","110009","4","17","4","1"
"11","110010","1","1","88","1"
"11","110011","3","22","30","1"
"11","110012","1","3","4","1"
"11","110013","6","18","15","1"
"11","110014","1","7","2","1"
"11","110015","5","6","52","1"
"11","110016","7","9","4","1"
"11","110017","5","1","16","1"
"11","110018","3","6","4","1"
"11","110019","7","10","80","1"
"11","110020","5","17","20","1"
"11","110021","7","21","4","1"
"11","110022","6","17","3","1"
"11","110023","7","14","80","1"
"12","120001","5","2","31","1"
"12","120002","5","2","30","1"
"12","120003","5","1","81","1"
"12","120004","5","15","14","1"
"12","120006","5","23","99","1"
"12","120007","5","19","14","1"
"12","120008","5","23","2","1"
"12","120009","6","15","31","1"
"12","120010","6","23","31","1"
"12","120011","6","3","4","1"
"12","120014","6","17","6","1"
"12","120015","2","1","80","1"
"12","120016","7","18","4","1"
"12","120017","7","14","97","1"
"12","120018","7","22","4","1"
"12","120019","7","8","4","1"
"12","120021","7","23","99","1"
"12","120022","1","9","31","1"
"12","120023","1","11","14","1"
"12","120025","1","13","15","1"
"12","120026","7","20","2","1"
"12","120027","1","20","4","1"
"12","120028","2","7","80","1"
"12","120029","2","21","31","1"
"12","120030","2","22","2","1"
"12","120031","3","0","31","1"
"12","120034","3","7","2","1"
"12","120037","4","21","4","1"
"12","120038","5","12","14","1"
"12","120039","5","10","4","1"
"12","120040","7","18","14","1"
"12","120041","6","21","14","1"
"12","120042","6","2","61","1"
"12","120043","6","13","20","1"
"12","120044","1","6","4","1"
"12","120046","1","23","2","1"
"12","120047","1","23","14","1"
"12","120048","1","21","4","1"
"12","120049","2","13","3","1"
"12","120050","2","18","4","1"
"12","120051","3","21","2","1"
"12","120052","6","6","4","1"
"12","120053","3","23","14","1"
"12","120054","3","9","95","1"
"12","120055","4","23","14","1"
"12","120056","4","20","14","1"
"12","120057","6","21","4","1"
"12","120058","2","1","31","1"
"12","120059","5","8","4","1"
"12","120060","5","7","15","1"
"12","120061","1","18","90","1"
"12","120062","1","3","31","1"
"12","120063","2","9","31","1"
"12","120064","3","22","6","1"
"12","120066","6","16","31","1"
"12","120067","6","0","4","1"
"12","120068","6","2","4","1"
"12","120069","6","20","4","1"
"12","120070","7","20","14","1"
"12","120071","7","19","31","1"
"12","120072","7","15","66","1"
"12","120073","7","20","1","1"
"12","120074","7","19","4","1"
"12","120075","7","0","15","1"
"12","120076","7","18","4","1"
"12","120077","1","10","14","1"
"12","120078","3","18","14","1"
"12","120079","4","1","16","1"
"12","120080","4","23","99","1"
"12","120081","5","18","80","1"
"12","120082","6","10","80","1"
"12","120083","6","22","15","1"
"12","120084","6","16","4","1"
"12","120085","7","21","4","1"
"12","120086","1","0","1","1"
"12","120087","1","4","20","1"
"12","120088","1","5","31","1"
"12","120089","1","0","4","1"
"12","120090","2","4","21","1"
"12","120091","2","7","2","1"
"12","120092","2","0","99","1"
"12","120093","2","2","80","1"
"12","120095","2","7","14","1"
"12","120096","3","6","21","1"
"12","120097","3","1","80","1"
"12","120098","3","20","14","1"
"12","120099","4","19","80","1"
"12","120100","4","3","3","1"
"12","120101","4","13","14","1"
"12","120102","4","18","14","1"
"12","120103","4","21","4","1"
"12","120104","6","22","14","1"
"12","120105","4","18","4","1"
"12","120106","4","20","21","1"
"12","120107","4","18","14","1"
"12","120108","4","6","2","1"
"12","120109","4","22","14","1"
"12","120110","5","11","1","1"
"12","120111","5","19","14","1"
"12","120112","5","21","31","1"
"12","120113","5","18","99","1"
"12","120114","5","5","66","1"
"12","120115","6","19","4","1"
"12","120117","6","17","4","1"
"12","120118","6","6","3","1"
"12","120119","7","19","31","1"
"12","120121","7","2","14","1"
"12","120122","7","10","31","1"
"12","120123","7","21","20","1"
"12","120124","7","18","6","1"
"12","120125","7","21","4","1"
"12","120126","1","16","4","1"
"12","120127","1","23","80","1"
"12","120129","1","1","99","1"
"12","120130","1","8","80","1"
"12","120131","1","3","4","1"
"12","120132","2","1","66","1"
"12","120134","2","9","51","1"
"12","120135","3","9","63","1"
"12","120136","3","12","80","1"
"12","120137","3","23","31","1"
"12","120138","3","23","4","1"
"12","120139","4","9","20","1"
"12","120140","4","12","4","1"
"12","120141","4","18","4","1"
"12","120142","4","18","14","1"
"12","120143","4","23","14","1"
"12","120144","4","19","16","1"
"12","120145","5","23","4","1"
"12","120146","5","23","30","1"
"12","120147","5","6","4","1"
"12","120148","5","1","4","1"
"12","120149","5","8","30","1"
"12","120150","5","18","4","1"
"12","120151","6","19","4","1"
"12","120152","6","12","4","1"
"12","120153","6","20","2","1"
"12","120154","6","21","31","1"
"12","120155","6","16","4","1"
"12","120157","6","14","66","1"
"12","120158","6","11","88","1"
"12","120159","7","7","4","1"
"12","120160","7","22","31","1"
"12","120163","7","12","2","1"
"12","120164","7","20","31","1"
"12","120166","7","20","80","1"
"12","120167","1","1","31","1"
"12","120168","1","4","30","1"
"12","120171","1","4","4","1"
"12","120172","2","23","4","1"
"12","120174","2","19","99","1"
"12","120175","2","23","4","1"
"12","120176","3","12","63","1"
"12","120177","3","5","50","1"
"12","120178","4","2","4","1"
"12","120179","4","5","20","1"
"12","120180","4","14","4","1"
"12","120181","4","15","15","1"
"12","120182","4","20","4","1"
"12","120183","5","18","31","1"
"12","120184","5","14","4","1"
"12","120185","6","18","80","1"
"12","120186","6","21","31","1"
"12","120187","6","1","4","1"
"12","120188","6","3","4","1"
"12","120189","7","3","80","1"
"12","120191","7","8","15","1"
"12","120192","7","19","31","1"
"12","120194","1","8","31","1"
"12","120195","1","5","4","1"
"12","120196","1","18","90","1"
"12","120197","1","20","80","1"
"12","120199","1","15","2","1"
"12","120200","1","19","4","1"
"12","120202","3","9","4","1"
"12","120203","3","19","4","1"
"12","120204","4","16","31","1"
"12","120205","4","11","3","1"
"12","120206","5","13","15","1"
"12","120207","5","0","31","1"
"12","120208","5","12","4","1"
"12","120209","6","12","4","1"
"12","120210","6","20","4","1"
"12","120211","6","18","4","1"
"12","120212","6","22","4","1"
"12","120213","7","21","21","1"
"12","120214","7","20","80","1"
"12","120215","1","9","4","1"
"12","120217","2","11","4","1"
"12","120218","2","19","21","1"
"12","120219","2","18","80","1"
"12","120220","2","12","2","1"
"12","120221","3","3","80","1"
"12","120222","3","14","88","1"
"12","120223","3","14","4","1"
"12","120225","4","20","4","1"
"12","120226","4","19","99","1"
"12","120227","5","9","80","1"
"12","120228","7","22","80","1"
"12","120229","3","21","21","1"
"12","120231","4","13","30","1"
"12","120232","4","18","4","1"
"12","120233","4","11","66","1"
"12","120234","7","12","6","1"
"12","120235","7","17","90","1"
"12","120236","7","6","4","1"
"12","120237","7","22","31","1"
"12","120238","7","5","4","1"
"12","120239","1","3","15","1"
"12","120240","1","2","31","1"
"12","120241","1","9","4","1"
"12","120242","1","20","31","1"
"12","120243","1","0","16","1"
"12","120244","1","22","80","1"
"12","120245","2","17","4","1"
"12","120246","2","21","4","1"
"12","120248","3","19","20","1"
"12","120249","1","1","4","1"
"12","120250","3","21","14","1"
"12","120251","4","4","4","1"
"12","120252","4","18","14","1"
"12","120253","4","11","4","1"
"12","120254","5","0","2","1"
"12","120255","5","0","30","1"
"12","120256","4","10","14","1"
"12","120257","4","4","15","1"
"12","120258","5","3","66","1"
"12","120259","6","6","31","1"
"12","120260","6","22","15","1"
"12","120261","7","1","31","1"
"12","120262","6","15","30","1"
"12","120264","7","1","4","1"
"12","120265","7","20","4","1"
"12","120267","1","2","99","1"
"12","120268","3","4","90","1"
"12","120269","2","20","30","1"
"12","120270","4","19","2","1"
"12","120271","4","14","4","1"
"12","120272","7","20","4","1"
"12","120273","1","11","21","1"
"12","120274","3","19","99","1"
"12","120276","4","19","99","1"
"12","120277","6","21","80","1"
"12","120278","7","0","2","1"
"12","120279","5","12","31","1"
"12","120280","7","16","15","1"
"12","120282","3","17","4","1"
"12","120283","7","23","4","1"
"12","120284","6","9","5","1"
"12","120285","2","14","4","1"
"12","120286","3","20","14","1"
"12","120287","2","18","4","1"
"12","120288","6","23","20","1"
"12","120289","2","6","99","1"
"12","120290","3","8","3","1"
"12","120291","5","9","4","1"
"12","120293","6","3","99","1"
"12","120294","7","2","80","1"
"12","120295","3","14","6","1"
"12","120296","5","6","4","1"
"12","120297","1","12","90","1"
"12","120298","4","17","14","1"
"12","120299","2","6","4","1"
"12","120300","2","3","4","1"
"12","120302","7","0","30","1"
"12","120303","7","3","14","1"
"12","120304","2","23","4","1"
"12","120305","2","12","14","1"
"12","120306","2","15","80","1"
"12","120308","4","17","80","1"
"12","120309","5","20","14","1"
"12","120310","5","20","99","1"
"12","120311","6","22","4","1"
"12","120312","7","21","80","1"
"12","120313","1","9","2","1"
"12","120314","1","15","80","1"
"12","120315","2","15","50","1"
"12","120317","4","20","4","1"
"12","120318","4","22","15","1"
"12","120321","6","16","20","1"
"12","120322","6","18","14","1"
"12","120323","7","18","80","1"
"12","120324","5","0","80","1"
"12","120325","1","13","80","1"
"12","120326","5","6","15","1"
"12","120327","6","1","4","1"
"12","120328","6","2","4","1"
"12","120329","6","13","14","1"
"12","120330","1","1","4","1"
"12","120331","4","18","4","1"
"12","120332","1","3","15","1"
"12","120333","1","20","80","1"
"12","120334","3","18","80","1"
"12","120335","4","19","4","1"
"12","120336","5","18","4","1"
"12","120337","5","18","4","1"
"12","120338","7","1","2","1"
"12","120339","1","22","4","1"
"12","120340","4","17","31","1"
"12","120341","1","4","31","1"
"12","120343","2","18","4","1"
"12","120344","2","5","14","1"
"12","120345","2","16","80","1"
"12","120346","3","10","14","1"
"12","120347","6","12","20","1"
"12","120348","7","0","99","1"
"12","120349","1","23","31","1"
"12","120350","2","9","4","1"
"12","120351","6","10","20","1"
"12","120352","5","22","1","1"
"12","120353","7","19","1","1"
"12","120354","7","5","4","1"
"12","120355","1","23","88","1"
"12","120356","1","12","4","1"
"12","120357","4","20","4","1"
"12","120358","5","22","4","1"
"12","120359","5","10","30","1"
"12","120360","5","9","21","1"
"12","120362","3","12","15","1"
"12","120363","7","12","4","1"
"12","120364","4","19","4","1"
"12","120365","5","6","31","1"
"12","120366","5","18","14","1"
"12","120367","6","17","31","1"
"12","120368","6","12","2","1"
"12","120369","6","2","80","1"
"12","120370","6","23","66","1"
"12","120371","6","7","80","1"
"12","120372","6","1","80","1"
"12","120373","6","14","80","1"
