ST_CASE,DAY_WEEK,HOUR,BODY_TYP,FATAL_COUNT
483034,2,19,30,1
483035,2,20,4,1
483036,3,3,15,1
483037,3,19,31,1
483038,3,4,15,1
483039,4,16,2,1
483040,4,18,31,1
483041,7,5,31,1
483042,3,0,4,1
483043,6,1,66,1
483045,6,21,14,1
483046,6,5,31,1
483047,2,12,31,1
483048,2,5,15,1
483049,3,10,99,1
483051,3,21,4,1
483052,6,3,4,1
483054,6,18,4,1
483056,7,10,31,1
483057,7,22,66,1
483058,7,18,80,1
483059,7,5,63,1
483060,1,18,31,1
483061,1,3,4,1
483062,1,23,80,1
483063,2,17,66,1
483065,2,15,80,1
483066,2,2,80,1
483068,3,15,14,1
483069,3,6,31,1
483070,3,22,31,1
483071,3,10,31,1
483072,3,6,31,1
483073,4,21,20,1
483074,4,9,4,1
483075,4,20,31,1
483076,4,15,31,1
483077,4,15,31,1
483078,5,8,66,1
483079,5,6,66,1
483080,5,0,4,1
483081,6,11,14,1
483082,6,11,3,1
483083,6,19,4,1
483084,6,2,31,1
483085,6,10,31,1
483087,7,2,14,1
483088,7,9,66,1
483089,7,23,5,1
483090,7,18,4,1
483091,7,23,31,1
483092,7,21,66,1
483093,7,0,31,1
483094,1,3,4,1
483095,4,5,31,1
483096,4,19,80,1
483097,4,23,66,1
483099,5,11,80,1
483100,5,5,14,1
483101,6,21,66,1
483102,1,2,14,1
483103,6,0,4,1
483104,7,1,2,1
483105,7,19,90,1
483107,5,3,66,1
483108,7,17,4,1
483109,1,17,4,1
483110,3,4,66,1
483111,4,16,80,1
483112,1,12,15,1
483113,1,17,4,1
483114,6,12,14,1
483115,4,20,31,1
483116,3,19,14,1
483118,2,5,30,1
483119,3,4,4,1
483120,5,2,31,1
483121,6,19,30,1
483122,7,14,6,1
483123,7,23,9,1
483124,7,19,31,1
483126,3,22,14,1
483127,3,4,14,1
483128,4,18,20,1
483129,5,11,31,1
483130,5,21,31,1
483131,5,2,4,1
483132,5,22,6,1
483133,5,15,15,1
483134,1,19,66,1
483135,2,8,14,1
483136,3,12,4,1
483137,2,15,90,1
483138,3,14,4,1
483139,4,2,31,1
483140,5,20,4,1
483141,1,21,4,1
483142,1,14,31,1
483143,7,21,4,1
483144,5,10,30,1
483145,6,20,15,1
483146,4,13,4,1
483147,5,21,4,1
483148,1,4,31,1
483149,1,9,66,1
483150,4,7,30,1
483151,5,13,31,1
483152,2,8,66,1
483153,4,2,1,1
483154,4,2,2,1
483155,7,6,14,1
483156,6,20,30,1
483157,3,6,4,1
483158,3,7,31,1
483159,6,3,31,1
483160,6,17,31,1
483161,6,1,31,1
483162,7,21,4,1
483163,7,7,14,1
483164,1,5,21,1
483165,3,21,66,1
483166,3,16,6,1
483167,4,19,4,1
483168,3,18,66,1
483169,5,19,80,1
483170,1,8,31,1
483172,2,2,99,1
483173,3,9,14,1
483174,2,16,31,1
483175,3,0,6,1
483176,4,18,4,1
483177,6,19,67,1
483178,7,5,2,1
483179,7,5,66,1
483180,2,19,31,1
483181,5,6,52,1
483182,6,3,31,1
483183,5,11,66,1
483184,7,16,21,1
483185,7,1,99,1
483186,2,13,14,1
483188,2,21,31,1
483189,5,18,40,1
483190,5,0,14,1
483191,2,5,4,1
483192,3,17,31,1
483193,7,22,4,1
483194,7,22,4,1
483195,6,18,4,1
490001,6,14,14,1
490002,7,17,14,1
490003,3,14,4,1
490004,3,18,14,1
490005,6,17,31,1
490006,3,6,80,1
490007,4,16,6,1
490008,1,1,4,1
490009,7,6,20,1
490010,2,13,15,1
490011,2,9,3,1
490012,1,1,2,1
490013,5,19,14,1
490014,5,21,14,1
490015,7,18,4,1
490016,1,14,90,1
490017,6,6,31,1
490018,7,5,6,1
490019,7,2,14,1
490020,6,20,6,1
490021,6,21,31,1
490022,3,3,4,1
490023,4,10,63,1
490024,3,18,14,1
490025,5,4,66,1
490026,2,5,14,1
490027,7,10,4,1
490028,1,14,4,1
490029,7,21,4,1
490030,6,22,5,1
490031,5,7,14,1
490032,4,5,2,1
490033,4,13,4,1
490034,1,19,31,1
490035,7,10,66,1
490036,7,20,30,1
490037,7,17,15,1
490038,3,7,31,1
490039,1,16,4,1
490040,6,5,31,1
490043,6,23,31,1
490045,6,18,14,1
490047,2,13,4,1
490048,1,7,2,1
490049,5,10,21,1
490050,3,14,14,1
490051,4,6,31,1
490052,2,16,92,1
490053,4,18,14,1
490054,4,21,31,1
490055,5,23,14,1
490056,7,5,31,1
490057,1,1,14,1
490058,2,19,15,1
490059,7,17,31,1
490060,1,6,2,1
490061,5,18,31,1
490062,2,22,16,1
490063,6,5,31,1
490064,6,23,31,1
490065,6,21,4,1
490066,7,22,39,1
490067,1,18,80,1
490068,4,15,30,1
490070,5,0,2,1
490071,7,14,30,1
490072,3,14,4,1
490073,7,2,4,1
490074,1,14,80,1
490075,4,9,31,1
490076,7,15,80,1
490077,1,18,14,1
490078,1,3,14,1
490079,6,10,4,1
490080,2,17,4,1
490081,5,14,80,1
490082,5,23,30,1
490083,2,18,4,1
490084,7,5,31,1
490085,3,5,2,1
490086,4,22,30,1
490087,7,14,80,1
490088,5,9,80,1
490089,5,15,80,1
490090,1,22,15,1
490091,2,13,4,1
490092,7,14,30,1
490094,5,23,14,1
490095,6,15,31,1
490096,6,0,14,1
490097,1,21,4,1
490098,1,2,31,1
490099,7,1,6,1
490101,2,8,4,1
490102,7,9,66,1
490103,4,6,4,1
490104,7,3,66,1
490105,5,4,4,1
490106,6,20,6,1
490107,4,15,6,1
490108,7,4,2,1
490109,7,15,15,1
490110,2,14,2,1
490111,4,14,15,1
490112,5,99,80,1
490113,5,99,80,1
490114,7,18,80,1
490115,1,9,80,1
490116,1,10,80,1
490117,3,18,80,1
490118,7,23,80,1
490119,4,20,14,1
490120,5,0,14,1
490121,5,21,2,1
490123,3,12,2,1
490124,4,7,15,1
490125,6,21,4,1
490126,5,8,4,1
490127,1,2,31,1
490128,4,1,14,1
490129,7,16,90,1
490130,3,16,80,1
490133,4,23,31,1
490134,5,11,90,1
490135,1,14,80,1
490136,5,15,4,1
490137,3,12,4,1
490138,3,16,31,1
490139,7,18,31,1
490140,7,18,2,1
490141,2,20,66,1
490142,7,8,14,1
490143,4,19,4,1
490144,2,11,14,1
490145,2,21,30,1
490146,3,7,14,1
490147,7,17,14,1
490148,2,15,4,1
490149,1,2,14,1
490151,4,7,14,1
490152,6,16,4,1
490153,6,7,31,1
490156,1,9,31,1
490158,2,18,80,1
490159,3,23,4,1
490161,1,14,14,1
490162,1,22,4,1
490163,3,7,4,1
490164,5,21,8,1
490165,6,19,20,1
490166,3,8,20,1
490168,4,6,30,1
490169,4,14,30,1
490170,1,11,4,1
490172,1,16,80,1
490173,4,0,4,1
490174,7,22,73,1
490175,2,9,30,1
490176,1,15,4,1
490177,5,10,66,1
490179,6,11,20,1
490180,5,16,14,1
490181,6,4,22,1
490182,6,11,20,1
490183,7,21,31,1
490184,2,10,31,1
490185,7,22,31,1
490186,1,13,80,1
490187,7,16,80,1
490188,5,20,14,1
490189,7,8,14,1
490190,1,20,4,1
490191,5,18,14,1
490192,1,16,80,1
490193,6,3,4,1
490194,6,21,4,1
490195,6,12,4,1
490196,4,6,4,1
490197,3,15,4,1
490198,3,5,14,1
490199,5,8,31,1
490200,1,21,20,1
490201,2,18,80,1
490202,6,0,63,1
490203,7,19,80,1
490204,4,7,78,1
490205,5,19,14,1
490206,4,9,30,1
490207,5,11,4,1
490208,6,22,31,1
490210,7,18,31,1
490211,5,10,2,1
490212,7,14,4,1
490213,6,7,31,1
490214,7,3,31,1
490215,3,19,49,1
490216,3,18,4,1
490218,5,18,31,1
490219,6,10,4,1
490220,6,23,4,1
490221,1,18,30,1
490222,4,6,31,1
490223,1,14,14,1
490224,1,11,4,1
490225,6,19,80,1
490226,2,23,15,1
490227,4,16,14,1
490228,7,20,20,1
490229,2,10,2,1
490230,5,18,4,1
490231,5,17,20,1
490232,5,8,4,1
490233,7,15,4,1
490235,6,17,30,1
490236,2,7,6,1
490237,5,14,4,1
490238,6,15,15,1
490239,3,17,15,1
490240,4,20,30,1
490241,5,17,30,1
490242,6,16,4,1
490243,6,5,4,1
490244,5,3,4,1
490246,2,19,2,1
490247,4,17,4,1
490248,3,19,2,1
490249,2,6,4,1
490250,6,11,14,1
490251,4,10,4,1
490252,1,10,4,1
490253,2,17,30,1
490254,6,18,4,1
490255,3,7,31,1
490256,2,9,66,1
490257,4,8,14,1
490258,5,12,31,1
490259,4,18,31,1
490260,7,17,4,1
500001,7,19,5,1
500004,7,17,15,1
500005,3,17,6,1
500007,7,16,80,1
500008,1,18,4,1
500009,6,23,80,1
500011,6,20,4,1
500012,5,99,4,1
500013,2,14,80,1
500014,4,17,4,1
500015,6,12,90,1
500016,5,14,6,1
500017,7,14,14,1
500018,2,11,5,1
500019,4,16,14,1
500020,1,17,14,1
500021,5,17,6,1
500022,7,11,80,1
500023,7,11,14,1
500024,6,22,14,1
500025,1,19,80,1
500026,1,12,4,1
500027,2,15,66,1
500028,1,2,6,1
500029,7,12,82,1
500031,6,16,6,1
500032,2,15,6,1
500033,2,17,15,1
500034,6,5,4,1
500035,7,16,80,1
500036,2,12,66,1
500037,7,19,31,1
500038,3,21,4,1
500039,4,22,14,1
500040,5,6,31,1
500041,7,21,4,1
500042,5,2,5,1
500043,2,20,14,1
500044,4,0,14,1
500045,2,7,6,1
500046,5,12,40,1
500047,7,8,90,1
500048,7,16,15,1
500049,7,17,5,1
510001,5,15,4,1
510002,6,18,14,1
510003,6,13,2,1
510004,1,15,4,1
510005,7,7,31,1
510006,3,1,14,1
510007,3,7,4,1
510008,1,1,31,1
510009,6,16,4,1
510010,5,19,99,1
510011,3,11,4,1
510012,5,14,15,1
510013,2,0,14,1
510014,4,5,30,1
510015,4,2,14,1
510016,5,20,4,1
510017,7,18,4,1
510018,1,5,3,1
510019,2,6,4,1
510020,1,13,14,1
510021,3,17,4,1
510022,5,22,31,1
510023,3,3,99,1
510024,6,12,14,1
510025,1,7,4,1
510026,2,7,4,1
510027,5,16,4,1
510028,6,4,4,1
510029,3,21,6,1
510030,7,1,15,1
510031,1,21,4,1
510032,2,14,31,1
510033,3,8,4,1
510034,3,14,20,1
510035,7,20,30,1
510036,3,17,21,1
510037,4,15,30,1
510038,5,2,14,1
510039,4,9,63,1
510040,6,10,14,1
510041,6,12,4,1
510042,6,19,4,1
510043,7,12,4,1
510044,7,10,14,1
510045,7,19,31,1
510046,2,12,14,1
510048,1,2,4,1
510049,7,23,4,1
510050,7,13,4,1
510051,4,6,31,1
510052,7,15,4,1
510053,2,23,14,1
510054,6,23,31,1
510055,1,0,14,1
510056,2,12,31,1
510057,6,2,6,1
510058,2,21,14,1
510059,4,15,31,1
510060,3,21,4,1
510061,7,13,14,1
510062,4,5,63,1
510063,6,22,4,1
510064,3,6,66,1
510065,3,0,4,1
510066,6,19,4,1
510067,4,6,4,1
510068,5,6,14,1
510069,4,9,4,1
510070,4,6,31,1
510072,6,2,14,1
510073,7,16,66,1
510074,1,7,29,1
510075,4,18,81,1
510076,3,23,14,1
510077,5,18,20,1
510078,6,17,2,1
510079,1,9,31,1
510081,2,16,31,1
510082,5,20,63,1
510083,3,10,14,1
510085,6,21,30,1
510086,3,8,4,1
510087,7,7,21,1
510088,1,15,31,1
510089,5,13,21,1
510090,6,17,4,1
510091,7,21,31,1
510092,7,22,4,1
510093,5,18,30,1
510094,1,12,14,1
510095,7,14,30,1
510096,1,20,16,1
510097,5,20,31,1
510098,7,10,4,1
510099,4,5,31,1
510100,3,5,30,1
510101,7,21,2,1
510102,2,21,16,1
510104,7,21,4,1
510105,6,9,21,1
510106,4,6,4,1
510107,4,17,31,1
510108,6,20,80,1
510109,3,18,20,1
510110,6,10,2,1
510111,6,0,4,1
510112,3,12,20,1
510113,1,14,4,1
510114,7,2,6,1
510115,4,6,4,1
510116,1,0,83,1
510117,4,11,4,1
510118,2,12,2,1
510119,2,10,30,1
510120,4,15,15,1
510121,3,18,2,1
510122,2,18,4,1
510123,1,1,31,1
510125,3,12,4,1
510126,5,20,15,1
510127,4,13,30,1
510128,4,10,63,1
510129,3,3,51,1
510130,6,20,30,1
510131,5,5,80,1
510132,2,23,4,1
510133,6,14,4,1
510134,7,19,31,1
510135,6,1,30,1
510136,2,13,66,1
510137,3,6,14,1
510138,3,21,99,1
510139,1,14,2,1
510140,3,5,2,1
510141,6,16,2,1
510142,1,0,4,1
510144,1,14,42,1
510145,7,2,2,1
510146,2,14,6,1
510147,2,14,4,1
510148,7,16,80,1
510149,2,2,14,1
510150,3,9,15,1
510151,1,15,6,1
510152,3,16,2,1
510153,1,15,80,1
510154,5,14,14,1
510155,3,10,6,1
510156,4,15,4,1
510157,4,6,22,1
510158,4,22,14,1
510159,1,17,4,1
510161,7,15,31,1
510162,7,6,31,1
510163,2,13,80,1
510164,4,19,63,1
510166,6,16,4,1
510167,7,3,14,1
510168,6,17,15,1
510169,2,13,66,1
510170,6,23,31,1
510171,4,9,66,1
510172,4,13,31,1
510174,3,16,4,1
510175,5,18,4,1
510176,3,2,4,1
510177,1,2,2,1
510178,6,21,80,1
510179,7,8,2,1
510180,7,9,31,1
510181,7,21,14,1
510182,3,15,80,1
510183,2,0,15,1
510184,2,8,4,1
510185,6,21,31,1
510186,6,7,14,1
510187,1,17,31,1
510188,4,14,4,1
510189,5,17,4,1
510190,1,22,4,1
510191,3,6,4,1
510192,1,16,4,1
510193,4,13,14,1
510194,1,15,4,1
510195,7,20,21,1
510196,5,2,15,1
510197,7,13,4,1
510198,1,17,2,1
510199,5,23,30,1
510200,1,1,15,1
510202,5,22,80,1
510203,7,20,4,1
510204,5,23,31,1
510205,2,7,2,1
510206,6,14,4,1
510207,7,16,14,1
510208,6,4,66,1
510209,2,13,4,1
510211,7,19,80,1
510212,3,13,4,1
510213,2,14,4,1
510214,6,18,14,1
510216,1,17,4,1
510217,6,15,66,1
510218,4,18,14,1
510219,4,21,80,1
510220,3,21,31,1
510221,4,16,81,1
510222,6,17,21,1
510223,5,16,80,1
510224,5,1,31,1
510225,6,13,4,1
510226,5,11,20,1
510227,4,16,2,1
510229,7,20,14,1
510230,7,12,31,1
510231,5,6,80,1
510232,2,20,90,1
510233,2,8,2,1
510235,6,18,4,1
510236,1,22,80,1
510237,4,2,15,1
510238,1,11,80,1
510239,4,7,4,1
510240,4,1,66,1
510241,5,11,30,1
510242,1,13,14,1
510243,1,13,30,1
510244,4,22,4,1
510245,7,7,4,1
510246,7,11,4,1
510247,1,14,31,1
510248,3,20,4,1
510250,1,3,1,1
510251,2,13,4,1
510252,1,1,99,1
510253,5,22,2,1
510254,6,13,2,1
510255,6,2,4,1
510256,7,6,30,1
510257,2,15,31,1
510258,2,23,30,1
510259,6,20,81,1
510261,5,16,31,1
510262,4,21,5,1
510263,1,14,4,1
510264,1,0,30,1
510265,1,22,66,1
510266,1,10,4,1
510267,4,15,31,1
510268,7,19,83,1
510269,6,0,4,1
510270,5,10,14,1
510271,2,16,31,1
510272,5,0,4,1
510273,4,7,4,1
510274,5,13,31,1
510275,1,1,14,1
510276,6,7,66,1
510277,4,11,20,1
510278,2,20,3,1
510279,1,15,15,1
510280,1,8,14,1
510281,1,20,6,1
510282,1,13,80,1
510283,1,1,14,1
510284,1,1,4,1
510285,5,1,4,1
510286,7,3,4,1
510287,4,18,4,1
510288,3,21,80,1
510289,5,16,4,1
510290,5,22,14,1
510291,7,1,4,1
510292,6,19,31,1
510293,5,3,99,1
510294,6,3,80,1
510295,1,0,31,1
510296,6,11,4,1
510297,6,12,14,1
510298,4,2,14,1
510300,7,22,4,1
510301,5,20,21,1
510302,6,12,80,1
510303,7,19,30,1
510304,5,22,14,1
510305,3,11,20,1
510306,1,2,4,1
510308,6,7,66,1
510309,3,22,31,1
510310,7,12,4,1
510311,2,13,4,1
510312,6,18,4,1
510313,6,16,14,1
510314,3,19,80,1
510315,2,14,64,1
510316,7,9,15,1
510317,7,2,30,1
510318,5,13,15,1
510319,7,6,4,1
510320,5,21,4,1
510321,1,14,80,1
510322,2,1,4,1
510323,1,23,4,1
510325,4,18,20,1
510326,3,17,90,1
510327,3,10,2,1
510328,7,17,2,1
510329,2,15,14,1
510330,3,18,4,1
510331,1,1,80,1
510332,2,22,28,1
510334,6,22,6,1
510335,4,7,4,1
510336,6,7,4,1
510337,3,12,30,1
510338,4,14,4,1
510339,7,15,4,1
510340,4,15,81,1
510341,7,1,6,1
510342,2,18,4,1
510343,3,23,4,1
510344,5,11,4,1
510345,7,20,2,1
510346,1,9,14,1
510347,3,3,2,1
510348,7,11,80,1
510349,4,10,31,1
510351,3,15,31,1
510352,6,22,80,1
510353,1,2,30,1
510354,1,11,14,1
510355,3,21,14,1
510356,2,2,4,1
510357,3,0,20,1
510358,4,12,4,1
510359,1,21,90,1
510360,2,10,90,1
510361,6,0,2,1
510362,7,11,4,1
510363,4,23,14,1
510364,1,18,80,1
510365,6,5,4,1
510366,4,19,63,1
510367,1,5,4,1
510368,1,16,80,1
510369,7,2,80,1
510370,7,0,21,1
510371,6,6,80,1
510372,4,21,14,1
510373,1,3,4,1
510374,5,1,4,1
510375,2,18,31,1
510376,4,1,14,1
510377,5,18,4,1
510378,4,15,4,1
510379,5,19,14,1
510380,3,17,30,1
510381,1,21,6,1
510382,1,21,4,1
510383,6,11,31,1
510384,4,22,30,1
510386,2,1,80,1
510387,2,17,31,1
510388,3,8,4,1
510389,1,5,4,1
510390,5,12,80,1
510391,4,8,4,1
510392,6,14,30,1
510393,1,21,80,1
510395,6,21,80,1
510396,6,22,31,1
510397,5,23,4,1
510398,6,1,2,1
510399,2,15,31,1
510400,4,20,9,1
510401,1,13,4,1
510402,1,5,4,1
510403,1,15,80,1
510404,5,20,4,1
510405,3,12,30,1
510406,3,12,63,1
510407,3,7,31,1
510408,7,22,31,1
510409,7,1,15,1
510410,6,1,66,1
510411,3,16,20,1
510413,6,21,14,1
510414,6,7,4,1
510415,7,16,80,1
510416,3,17,14,1
510417,7,15,14,1
510418,4,21,4,1
510419,1,2,2,1
510420,1,11,6,1
510421,2,18,4,1
510422,4,16,29,1
510423,5,12,4,1
510424,1,14,14,1
510425,5,16,4,1
510426,1,18,80,1
510427,3,22,4,1
510429,7,12,2,1
510430,5,6,2,1
510431,7,12,14,1
510432,6,22,30,1
510433,2,9,14,1
510434,1,18,6,1
510435,3,12,31,1
510436,7,17,73,1
510437,1,2,4,1
510438,7,11,4,1
510439,1,14,31,1
510440,2,1,30,1
510441,5,9,66,1
510442,3,4,4,1
510443,6,5,6,1
510444,5,14,81,1
510445,7,22,30,1
510446,1,13,4,1
510447,1,23,4,1
510448,7,15,2,1
510449,4,3,4,1
510450,5,17,2,1
510451,1,1,4,1
510452,6,15,40,1
510453,1,1,4,1
510454,1,10,4,1
510455,7,15,4,1
510456,1,3,4,1
510458,4,17,80,1
510459,1,14,80,1
510460,3,14,14,1
510461,5,11,4,1
510462,1,17,4,1
510463,4,19,31,1
510464,4,15,31,1
510465,6,15,4,1
510466,6,19,4,1
510467,7,8,14,1
510468,2,7,31,1
510469,7,16,2,1
510470,2,0,31,1
510471,4,22,14,1
510472,7,13,4,1
510473,6,20,4,1
510474,2,21,4,1
510475,1,14,21,1
510476,4,19,4,1
510477,5,16,31,1
510478,7,17,31,1
510479,6,17,5,1
510480,4,9,31,1
510481,6,10,80,1
510482,7,3,30,1
510483,5,5,31,1
510484,2,10,14,1
510485,5,3,66,1
510486,3,20,80,1
510487,4,15,20,1
510488,6,17,4,1
510489,2,18,4,1
510490,2,22,2,1
510491,2,7,4,1
510492,7,20,2,1
510493,3,22,80,1
510494,5,23,14,1
510496,3,15,20,1
510497,2,21,4,1
510498,4,18,4,1
510499,7,11,30,1
510500,6,10,14,1
510501,7,8,31,1
510502,1,20,4,1
510503,4,19,31,1
510504,3,17,30,1
510505,1,22,4,1
510506,7,22,14,1
510507,4,7,4,1
510508,4,13,4,1
510509,2,18,14,1
510510,6,8,4,1
510511,3,15,31,1
510512,2,19,4,1
510514,6,14,4,1
510515,5,7,4,1
510516,3,6,6,1
510517,6,6,14,1
510518,2,8,31,1
510519,3,13,4,1
510521,4,21,4,1
510522,5,18,66,1
510523,4,8,66,1
510524,3,12,30,1
510525,2,15,61,1
510526,2,14,14,1
510527,5,21,1,1
510528,6,9,14,1
510530,6,17,66,1
510531,7,9,1,1
510532,4,16,15,1
510533,7,18,90,1
510534,2,8,80,1
510535,7,18,4,1
510536,4,4,4,1
510537,1,0,2,1
510538,6,20,14,1
510539,7,0,80,1
510540,7,14,4,1
510541,5,9,63,1
510542,5,18,80,1
510543,1,22,21,1
510544,5,6,4,1
510545,1,2,31,1
510546,7,23,66,1
510547,1,1,14,1
510548,6,3,4,1
510549,1,2,4,1
510550,2,19,80,1
510551,5,16,4,1
510552,3,3,30,1
510553,5,14,80,1
510554,7,17,30,1
510555,1,1,90,1
510556,3,15,4,1
510557,7,19,4,1
510558,5,14,63,1
510559,3,15,6,1
510560,6,6,20,1
510561,6,9,14,1
510562,4,5,30,1
510564,5,6,14,1
510565,4,11,4,1
510566,5,12,20,1
510567,5,2,2,1
510568,4,15,4,1
510569,2,20,15,1
510570,5,15,30,1
510571,1,16,30,1
510572,7,17,5,1
510573,5,16,4,1
510574,7,0,4,1
510576,3,17,31,1
510577,3,17,14,1
510578,1,2,31,1
510579,6,15,20,1
510580,1,4,15,1
510581,1,5,20,1
510582,3,23,2,1
510583,5,17,14,1
510584,2,14,4,1
510585,1,17,31,1
510586,5,14,99,1
510587,6,22,4,1
510588,5,2,4,1
510591,6,2,4,1
510592,5,14,30,1
510593,3,13,21,1
510594,5,11,4,1
510595,7,9,2,1
510596,7,9,4,1
510597,6,16,4,1
510598,6,4,4,1
510599,1,7,14,1
510600,6,4,31,1
510601,1,22,4,1
510602,7,15,4,1
510604,4,1,31,1
510605,4,4,4,1
510606,1,0,2,1
510607,5,18,4,1
510608,6,6,4,1
510609,7,11,31,1
510610,7,3,4,1
510611,7,4,31,1
510613,7,1,31,1
510614,2,17,4,1
510615,5,6,4,1
510616,7,22,1,1
510617,4,20,31,1
510618,5,12,30,1
510619,6,1,6,1
510620,1,9,4,1
510621,3,15,4,1
510622,6,7,4,1
510623,7,20,3,1
510624,7,0,31,1
510625,7,21,31,1
510626,3,1,4,1
510627,3,8,31,1
510628,3,12,14,1
510629,3,15,15,1
510630,7,5,80,1
510631,5,21,31,1
510632,5,17,14,1
510633,1,6,20,1
510634,2,23,80,1
510635,6,10,14,1
510636,3,4,4,1
510637,1,18,4,1
510638,2,2,14,1
510639,3,20,31,1
510640,2,9,4,1
510641,2,11,14,1
510642,7,18,4,1
510644,1,2,6,1
510645,5,15,31,1
510646,1,3,14,1
510647,1,0,6,1
510648,3,19,14,1
510649,7,2,15,1
510651,6,23,14,1
510652,1,2,4,1
510653,3,18,31,1
510654,1,22,99,1
510655,5,21,30,1
510656,5,21,4,1
510657,3,21,4,1
510658,5,14,14,1
510659,5,22,2,1
510660,1,20,80,1
510661,3,7,31,1
510662,4,17,4,1
510663,6,19,4,1
510664,3,13,2,1
510665,3,2,4,1
510666,3,7,14,1
510667,6,3,4,1
510668,5,12,62,1
510670,3,17,31,1
510671,5,23,31,1
510672,7,12,4,1
510673,1,23,14,1
510674,4,16,14,1
510675,4,5,4,1
510676,4,21,4,1
510677,3,12,31,1
510678,3,12,14,1
510679,1,5,2,1
510680,4,12,20,1
510681,2,9,66,1
510682,7,12,30,1
510683,1,14,80,1
510684,3,12,15,1
510685,4,6,4,1
510686,1,19,4,1
510687,5,11,4,1
510688,4,6,31,1
510689,7,17,4,1
510690,4,18,6,1
510691,7,0,2,1
510692,3,16,80,1
510693,4,8,15,1
510694,7,9,2,1
510695,4,16,4,1
510696,5,21,31,1
510697,6,18,31,1
510698,3,11,66,1
510699,2,16,31,1
510700,4,6,14,1
510701,1,11,4,1
510702,1,17,4,1
510703,5,3,66,1
510704,3,2,4,1
510705,5,23,4,1
510706,7,21,81,1
510707,5,20,4,1
510708,2,12,15,1
510709,1,22,30,1
510710,1,3,14,1
510711,7,19,30,1
510712,4,4,61,1
510713,1,4,15,1
530001,5,4,4,1
530003,1,11,5,1
530004,2,9,4,1
530005,2,22,98,1
530007,5,6,31,1
530009,2,8,2,1
530010,5,0,31,1
530011,3,19,30,1
530012,5,5,20,1
530013,7,18,3,1
530014,6,5,4,1
530015,7,1,31,1
530016,7,21,30,1
530017,5,4,15,1
530018,6,16,16,1
530019,5,17,30,1
530020,5,15,4,1
530021,1,16,90,1
530022,1,6,4,1
530023,1,1,15,1
530024,2,18,3,1
530025,2,19,98,1
530026,2,17,6,1
530027,2,13,16,1
530028,6,6,14,1
530029,1,8,20,1
530030,1,2,2,1
530031,7,2,80,1
530032,5,18,4,1
530033,5,14,4,1
530034,4,11,20,1
530035,6,19,30,1
530036,4,16,4,1
530037,7,7,4,1
530038,5,7,20,1
530039,1,20,2,1
530040,4,16,2,1
530041,2,22,66,1
530042,4,0,4,1
530043,3,9,4,1
530045,7,12,4,1
530046,7,20,21,1
530047,1,1,2,1
530048,5,12,2,1
530051,7,11,15,1
530052,7,7,30,1
530053,1,3,99,1
530054,6,18,31,1
530055,1,18,99,1
530056,5,15,4,1
530057,2,17,1,1
530058,7,1,3,1
530060,3,16,31,1
530061,4,16,2,1
530062,7,12,4,1
530063,7,12,4,1
530064,1,18,4,1
530065,1,12,4,1
530066,7,0,4,1
530067,7,18,31,1
530068,6,10,80,1
530069,7,1,4,1
530071,6,10,31,1
530072,7,23,2,1
530073,2,15,30,1
530075,5,15,2,1
530076,5,15,2,1
530077,5,22,2,1
530078,6,5,30,1
530079,5,18,80,1
530080,3,12,4,1
530081,5,17,80,1
530082,6,19,14,1
530083,7,17,4,1
530084,3,17,3,1
530085,2,18,2,1
530086,4,5,31,1
530087,1,0,4,1
530088,7,8,2,1
530089,1,9,2,1
530090,2,16,3,1
530091,3,0,4,1
530092,2,2,1,1
530093,4,19,4,1
530094,3,9,4,1
530095,2,17,6,1
530096,4,23,14,1
530097,7,20,2,1
530098,5,16,31,1
530100,5,16,14,1
530101,5,9,31,1
530102,4,22,2,1
530103,2,19,4,1
530104,6,15,14,1
530105,7,8,14,1
530106,1,13,80,1
530107,2,19,31,1
530108,1,14,4,1
530109,7,12,4,1
530110,6,16,30,1
530111,4,16,31,1
530113,1,6,4,1
530114,3,14,31,1
530115,3,0,14,1
530116,2,14,4,1
530117,7,15,92,1
530118,3,17,3,1
530119,2,13,14,1
530120,1,1,4,1
530121,1,14,6,1
530122,6,21,4,1
530123,1,18,14,1
530124,3,14,80,1
530125,6,13,6,1
530126,6,12,15,1
530128,7,21,4,1
530129,2,16,31,1
530130,1,16,80,1
530131,5,23,4,1
530132,6,13,15,1
530133,2,4,4,1
530134,4,15,14,1
530135,1,2,4,1
530136,1,1,31,1
530137,1,21,31,1
530138,5,15,80,1
530139,2,2,31,1
530140,1,3,4,1
530141,7,19,30,1
530142,6,2,29,1
530143,7,2,4,1
530144,4,15,20,1
530146,7,15,90,1
530147,2,22,4,1
530148,1,12,80,1
530149,5,0,14,1
530150,6,20,14,1
530151,2,1,6,1
530152,6,18,4,1
530153,5,22,4,1
530154,6,6,4,1
530155,1,7,3,1
530156,1,4,6,1
530161,6,22,31,1
530162,3,12,80,1
530163,4,23,4,1
530164,5,17,80,1
530165,1,3,4,1
530166,1,11,4,1
530167,1,12,80,1
530168,4,10,80,1
530169,5,6,2,1
530170,7,23,4,1
530171,2,22,80,1
530172,7,18,31,1
530173,1,1,15,1
530174,5,8,60,1
530175,5,16,31,1
530176,3,4,4,1
530178,1,1,4,1
530179,4,19,6,1
530180,7,0,80,1
530181,3,23,2,1
530182,1,22,4,1
530183,6,0,4,1
