ST_CASE,SUMSPEEDREL,STATE,FATAL_COUNT_x,SUMMDRDSTRD,DAY_WEEK,HOUR,BODY_TYP
60529,0,6,1,99,6,21,3
60530,0,6,1,0,1,13,31
60531,4,6,1,99,7,6,4
60532,0,6,1,0,7,1,14
60533,4,6,1,99,6,5,14
60534,4,6,1,0,1,14,80
60535,0,6,1,0,7,14,4
60536,4,6,1,0,4,4,2
60537,0,6,1,0,1,20,4
60538,0,6,1,0,1,20,15
60539,0,6,1,96,2,22,4
60540,4,6,1,96,2,0,4
60541,0,6,1,96,3,19,2
60542,0,6,1,0,7,2,4
60543,0,6,1,0,4,2,66
60544,0,6,1,0,4,23,4
60545,0,6,1,0,5,2,16
60546,4,6,1,0,7,14,31
60547,0,6,1,0,7,21,4
60548,12,6,1,112,7,6,4
60549,0,6,1,0,1,19,30
60550,4,6,1,0,7,11,80
60551,0,6,1,0,4,15,31
60552,0,6,1,0,7,15,5
60553,4,6,1,96,6,20,31
60554,0,6,1,96,6,22,80
60555,0,6,1,0,1,20,80
60556,0,6,1,0,2,17,31
60557,4,6,1,0,7,22,4
60558,0,6,2,198,2,6,31
60559,0,6,1,0,7,2,31
60560,4,6,1,0,1,2,15
60561,0,6,1,0,3,10,15
60562,0,6,1,0,2,22,4
60563,0,6,1,0,7,2,4
60564,0,6,1,0,4,6,4
60565,0,6,1,3,4,11,4
60566,0,6,1,0,3,7,80
60567,9,6,1,99,1,0,9
60568,0,6,1,1,4,13,4
60569,0,6,1,0,7,9,4
60570,0,6,1,0,3,18,14
60571,9,6,1,0,2,1,4
60572,0,6,1,0,4,15,31
60573,0,6,1,1,2,20,6
60574,0,6,1,0,5,1,6
60575,0,6,2,0,3,12,14
60576,9,6,1,99,4,2,2
60577,9,6,1,99,4,7,4
60578,0,6,1,0,5,3,2
60579,0,6,1,0,5,13,4
60580,9,6,1,99,4,7,31
60581,4,6,1,0,4,12,80
60582,0,6,1,0,4,16,20
60583,0,6,1,99,4,23,80
60584,0,6,1,0,2,19,20
60585,0,6,1,99,4,16,15
60586,4,6,1,0,4,7,2
60587,0,6,1,96,6,7,15
60588,0,6,1,0,6,12,30
60589,4,6,1,99,4,23,80
60590,3,6,1,0,1,6,4
60591,3,6,1,0,1,8,6
60592,0,6,1,0,7,20,31
60593,4,6,1,99,1,8,4
60594,0,6,1,0,5,13,2
60595,4,6,1,99,1,10,80
60596,0,6,1,0,6,9,63
60597,0,6,1,96,5,14,31
60598,0,6,1,0,1,23,63
60599,0,6,1,0,7,19,2
60600,0,6,1,1,3,6,4
60601,0,6,1,0,5,18,20
60602,0,6,1,0,6,11,52
60603,2,6,1,99,3,16,2
60604,4,6,1,96,5,20,31
60605,4,6,1,192,7,11,15
60606,0,6,1,0,5,20,4
60607,0,6,2,0,3,18,4
60608,4,6,1,0,7,12,80
60609,4,6,1,96,5,22,2
60610,9,6,1,99,5,19,90
60611,0,6,1,0,7,12,14
60612,0,6,1,0,3,11,4
60613,3,6,1,1,7,20,14
60614,0,6,1,0,3,15,5
60615,0,6,1,0,3,21,15
60616,0,6,1,0,1,17,4
60617,4,6,1,96,1,22,31
60618,4,6,1,99,2,14,3
60619,0,6,1,0,1,23,31
60620,0,6,1,0,1,11,31
60621,0,6,1,0,3,9,80
60622,12,6,1,16,2,1,66
60623,4,6,1,0,2,21,80
60624,4,6,1,0,3,13,14
60625,0,6,1,0,1,18,31
60626,4,6,1,0,5,22,4
60627,2,6,1,0,4,5,4
60628,9,6,1,99,3,4,4
60629,0,6,1,0,4,8,80
60630,0,6,1,0,3,4,31
60631,0,6,1,0,6,2,66
60632,0,6,1,99,3,13,4
60633,0,6,1,0,6,13,97
60634,4,6,1,0,3,18,31
60635,0,6,1,0,6,16,31
60636,4,6,1,0,6,21,4
60637,0,6,1,0,4,15,30
60638,0,6,1,0,3,21,4
60639,5,6,1,99,3,15,14
60640,0,6,1,96,6,17,14
60641,4,6,1,1,3,0,30
60642,0,6,1,0,6,99,99
60643,4,6,1,96,1,1,20
60644,0,6,1,0,7,3,4
60645,0,6,1,0,1,99,99
60646,4,6,1,96,1,13,4
60647,0,6,1,0,7,4,4
60648,0,6,1,99,7,99,80
60649,0,6,1,96,7,11,31
60650,27,6,1,297,5,21,99
60651,4,6,1,0,4,19,2
60652,4,6,1,0,1,15,20
60653,9,6,1,0,4,1,30
60654,4,6,1,0,7,20,14
60655,4,6,1,0,4,13,80
60656,0,6,1,0,1,99,30
60657,0,6,1,93,6,20,4
60658,0,6,1,0,4,19,63
60659,0,6,1,0,7,20,14
60660,4,6,2,0,7,22,30
60661,4,6,1,96,2,20,4
60662,0,6,1,96,7,22,31
60663,0,6,1,0,5,1,4
60664,4,6,1,96,7,21,4
60665,0,6,1,0,4,20,80
60666,0,6,1,0,3,9,4
60667,4,6,1,99,5,14,80
60668,0,6,1,0,7,4,4
60669,9,6,1,99,6,6,4
60670,0,6,2,0,1,3,4
60671,0,6,1,0,7,14,80
60672,0,6,1,0,6,16,80
60673,4,6,1,99,7,18,80
60674,4,6,1,0,1,11,4
60675,4,6,1,0,4,23,14
60676,0,6,1,96,4,22,80
60677,3,6,1,99,7,20,14
60678,0,6,1,0,1,21,4
60679,0,6,1,0,5,20,6
60680,4,6,1,0,2,3,4
60681,0,6,1,0,3,15,80
60682,0,6,1,0,6,20,14
60683,0,6,1,0,6,18,4
60684,0,6,1,0,2,20,80
60685,4,6,2,0,7,4,1
60686,4,6,1,0,1,23,4
60687,0,6,1,0,4,13,31
60688,4,6,1,96,2,19,80
60689,0,6,1,0,1,99,2
60690,4,6,2,96,7,10,2
60691,4,6,1,99,2,13,4
60692,0,6,1,0,6,17,30
60693,5,6,1,0,2,10,16
60694,0,6,1,0,7,18,4
60695,0,6,1,99,1,7,31
60696,4,6,1,96,6,22,15
60697,0,6,1,0,1,18,2
60698,4,6,1,0,7,16,80
60699,0,6,1,96,7,21,3
60700,0,6,1,0,1,13,80
60701,0,6,1,0,1,18,80
60702,3,6,2,96,3,19,30
60703,4,6,1,96,4,15,80
60704,4,6,1,96,7,0,4
60705,9,6,1,0,5,1,14
60706,4,6,1,96,5,19,80
60707,0,6,>2,0,6,4,4
60708,0,6,1,0,2,19,4
60709,4,6,1,96,1,4,80
60710,4,6,1,0,5,22,9
60711,4,6,1,1,5,2,14
60712,0,6,1,0,1,5,14
60713,0,6,1,0,7,0,4
60714,4,6,1,0,1,99,4
60715,0,6,1,0,6,7,80
60716,4,6,1,96,1,18,80
60717,0,6,1,0,7,6,3
60718,4,6,1,96,6,22,4
60719,4,6,1,0,1,17,4
60720,4,6,1,0,1,1,3
60721,4,6,1,0,3,6,4
60722,4,6,1,0,1,4,15
60723,4,6,1,96,1,18,4
60724,4,6,1,0,4,10,88
60725,9,6,1,99,4,20,30
60726,0,6,1,0,4,21,15
60727,0,6,1,0,5,18,61
60728,8,6,1,112,1,4,31
60729,4,6,1,0,4,15,2
60730,4,6,1,0,4,16,2
60731,4,6,1,0,3,3,2
60732,2,6,1,0,2,11,80
60733,4,6,1,99,5,3,4
60734,0,6,1,0,6,7,4
60735,0,6,1,0,7,7,2
60736,4,6,1,96,7,17,80
60737,0,6,1,99,7,3,6
60738,4,6,1,0,5,1,2
60739,4,6,1,288,5,14,31
60740,4,6,1,0,7,2,4
60741,9,6,1,99,7,9,4
60742,0,6,1,0,1,0,5
60743,0,6,1,0,5,16,20
60744,4,6,1,0,1,12,80
60745,0,6,1,96,7,13,80
60746,0,6,1,99,1,2,4
60747,4,6,1,0,6,11,15
60748,0,6,1,0,2,0,31
60749,8,6,1,0,3,9,2
60750,0,6,1,0,2,21,80
60751,0,6,1,0,1,16,15
60752,0,6,1,99,4,99,14
60753,0,6,1,0,5,17,14
60754,0,6,1,0,6,12,1
60755,0,6,1,0,7,11,4
60756,4,6,1,99,1,7,4
60757,0,6,1,0,1,23,2
60758,0,6,1,0,2,4,4
60759,0,6,1,0,1,12,4
60760,0,6,2,0,6,22,5
60761,0,6,1,0,7,23,31
60762,0,6,1,0,3,20,4
60763,4,6,1,0,7,1,4
60764,0,6,1,0,2,1,4
60765,4,6,1,96,3,6,80
60766,0,6,1,0,2,4,4
60767,0,6,1,96,2,1,4
60768,0,6,1,0,2,3,4
60769,0,6,1,0,4,12,2
60770,0,6,1,96,7,18,30
60771,0,6,1,0,5,8,4
60772,4,6,1,0,5,18,80
60773,0,6,1,96,1,20,80
60774,0,6,1,93,4,11,4
60775,0,6,1,0,1,21,4
60776,0,6,1,0,2,5,31
60777,0,6,>2,192,4,0,5
60778,0,6,1,96,7,0,80
60779,3,6,1,7,2,16,2
60780,4,6,1,96,1,23,2
60781,0,6,1,288,5,18,20
60782,4,6,1,96,7,20,4
60783,4,6,1,0,5,20,31
60784,0,6,2,93,2,2,15
60785,0,6,1,0,6,22,4
60786,4,6,2,96,1,22,80
60787,4,6,1,96,3,21,14
60788,0,6,1,0,4,4,20
60789,0,6,1,192,7,0,31
60790,0,6,1,0,2,22,4
60791,0,6,1,0,3,15,31
60792,4,6,1,0,7,1,80
60793,0,6,1,0,5,16,20
60794,4,6,1,99,1,19,80
60795,0,6,1,0,4,3,99
60796,4,6,2,0,2,0,4
60797,0,6,1,0,6,13,4
60798,0,6,1,96,6,1,5
60799,4,6,1,0,2,2,14
60800,0,6,1,0,2,0,4
60801,0,6,1,0,6,20,6
60802,9,6,1,99,4,23,80
60803,0,6,1,0,6,15,21
60804,4,6,1,99,7,99,80
60805,0,6,1,0,4,14,80
60806,0,6,1,0,1,0,3
60807,0,6,1,0,4,16,31
60808,4,6,1,96,1,1,4
60809,4,6,1,0,7,21,4
60810,0,6,1,0,6,23,14
60811,4,6,1,0,2,6,20
60812,0,6,>2,96,4,2,5
60813,4,6,1,99,5,18,4
60814,0,6,1,0,6,14,31
60815,4,6,1,96,5,12,4
60816,0,6,1,0,7,22,14
60817,0,6,1,1,6,20,4
60818,0,6,1,0,5,8,14
60819,0,6,1,0,5,14,4
60820,4,6,1,96,7,1,20
60821,0,6,2,96,1,0,5
60822,4,6,1,0,7,6,7
60823,0,6,1,0,1,23,4
60824,0,6,1,0,4,7,4
60825,0,6,1,0,7,1,99
60826,0,6,1,0,6,20,4
60827,0,6,1,192,7,22,66
60828,0,6,1,0,6,19,80
60829,0,6,1,96,3,11,4
60830,0,6,1,0,7,15,80
60831,0,6,1,0,7,0,31
60832,0,6,1,0,7,0,4
60833,0,6,1,0,7,16,14
60834,4,6,1,0,7,5,66
60835,0,6,1,0,5,19,80
60836,0,6,1,96,1,2,2
60837,4,6,1,192,3,3,4
60838,0,6,1,0,6,19,15
60839,4,6,1,0,1,15,31
60840,4,6,1,0,7,13,6
60841,4,6,>2,0,1,0,31
60842,0,6,1,0,6,4,30
60843,4,6,1,0,5,13,2
60844,0,6,1,0,7,14,14
60845,0,6,1,0,7,19,5
60846,0,6,1,0,7,23,14
60847,4,6,1,0,1,3,14
60848,12,6,1,112,1,3,5
60849,0,6,1,0,2,17,80
60850,0,6,1,0,1,11,2
60851,4,6,1,0,6,99,2
60852,0,6,1,98,5,23,14
60853,0,6,1,0,1,12,20
60854,0,6,1,0,1,13,30
60855,0,6,1,96,7,0,31
60856,4,6,1,0,7,4,4
60857,18,6,1,0,1,21,99
60858,0,6,1,0,7,12,80
60859,0,6,2,0,4,15,66
60860,0,6,1,99,2,2,4
60861,0,6,1,96,1,20,31
60862,3,6,1,0,1,14,4
60863,0,6,2,0,7,10,4
60864,0,6,1,0,3,9,63
60865,0,6,1,0,2,19,20
60866,0,6,1,0,1,17,4
60867,0,6,1,0,6,20,31
60868,9,6,1,99,3,99,4
60869,4,6,1,288,7,13,80
60870,0,6,1,0,2,5,31
60871,0,6,1,0,6,15,6
60872,0,6,1,0,2,20,4
60873,0,6,1,96,7,18,31
60874,8,6,1,16,1,4,4
60875,4,6,1,192,2,10,5
60876,0,6,1,0,2,9,14
60877,0,6,>2,0,2,2,4
60878,0,6,1,0,1,1,31
60879,0,6,1,0,7,20,30
60880,0,6,1,0,2,7,31
60881,4,6,1,96,1,16,80
60882,0,6,1,0,5,18,14
60883,4,6,1,0,2,22,80
60884,0,6,1,0,3,14,52
60885,0,6,1,0,4,18,4
60886,0,6,1,0,3,20,4
60887,4,6,1,0,3,5,80
60888,4,6,1,0,7,1,99
60889,4,6,1,0,4,7,80
60890,0,6,1,0,3,17,4
60891,0,6,1,0,2,8,4
60892,0,6,1,96,4,18,80
60893,3,6,1,0,2,14,4
60894,0,6,1,0,5,13,31
60895,0,6,1,0,6,20,4
60896,9,6,1,0,2,99,30
60897,0,6,1,0,6,4,30
60898,0,6,1,0,4,21,1
60899,0,6,1,0,1,18,31
60900,0,6,1,0,2,23,4
60901,0,6,1,17,6,12,21
60902,4,6,1,96,6,5,31
60903,0,6,1,0,1,21,4
60904,0,6,1,0,4,12,1
60905,4,6,1,0,6,18,2
60906,0,6,1,96,2,20,30
60907,0,6,1,0,6,8,31
60908,0,6,1,0,2,20,63
60909,4,6,1,96,3,10,15
60910,0,6,1,0,4,17,30
60911,0,6,1,0,6,21,4
60912,0,6,1,98,2,17,4
60913,0,6,1,0,5,7,4
60914,0,6,1,0,4,17,3
60915,0,6,1,0,5,20,80
60916,0,6,1,0,5,14,4
60917,4,6,>2,0,3,22,4
60918,0,6,1,0,5,9,4
60919,4,6,1,96,7,3,80
60920,0,6,1,0,6,20,31
60921,0,6,1,0,3,15,14
60922,0,6,1,0,7,0,66
60923,0,6,1,0,4,18,2
60924,0,6,1,0,1,3,66
60925,0,6,1,0,5,20,15
60926,0,6,1,0,1,5,14
60927,4,6,1,96,1,14,30
60928,0,6,1,0,6,4,31
60929,0,6,1,0,6,18,80
60930,0,6,1,0,1,15,4
60931,4,6,1,0,1,5,4
60932,0,6,1,5,5,12,4
60933,4,6,1,0,7,6,4
60934,0,6,1,98,2,16,30
60935,4,6,1,17,5,14,31
60936,0,6,1,0,3,10,4
60937,0,6,1,0,7,22,5
60938,0,6,2,96,7,3,4
60939,0,6,1,96,5,14,31
60940,0,6,1,0,7,3,30
60941,0,6,1,0,3,4,66
60942,4,6,1,96,6,12,2
60943,0,6,1,0,7,11,30
60944,0,6,1,96,7,9,14
60945,4,6,1,0,7,16,80
60946,0,6,1,96,4,18,31
60947,0,6,1,0,4,20,2
60948,4,6,1,96,4,21,31
60949,4,6,1,3,5,15,4
60950,0,6,1,0,3,21,2
60951,4,6,1,96,4,21,3
60952,0,6,1,3,3,15,2
60953,0,6,1,96,7,11,80
60954,0,6,1,0,3,22,15
60955,0,6,1,0,7,13,31
60956,0,6,1,0,4,22,2
60957,4,6,1,192,1,12,31
60958,4,6,2,96,7,18,2
60959,0,6,1,0,5,2,80
60960,4,6,1,96,2,20,4
60961,4,6,1,0,4,21,2
60962,0,6,1,0,5,21,30
60963,0,6,1,0,2,5,31
60964,0,6,1,0,1,14,4
60965,0,6,1,0,2,17,30
60966,12,6,1,109,3,0,30
60967,3,6,1,0,1,18,20
60968,0,6,1,0,5,14,2
60969,4,6,2,96,1,16,14
60970,8,6,1,16,5,21,15
60971,4,6,1,96,5,20,14
60972,0,6,2,0,5,22,5
60973,0,6,1,0,3,20,80
60974,4,6,1,0,1,17,3
60975,0,6,1,0,4,15,4
60976,4,6,1,0,5,16,4
60977,0,6,1,0,1,0,4
60978,0,6,1,0,5,8,1
60979,0,6,1,0,3,22,99
60980,4,6,1,0,7,20,99
60981,0,6,1,99,2,4,5
60982,4,6,1,96,4,8,66
60983,0,6,1,0,3,7,4
60984,3,6,1,0,6,14,3
60985,0,6,1,0,1,20,4
60986,8,6,1,0,5,16,21
60987,0,6,1,7,3,16,4
60988,0,6,1,0,1,22,6
60989,0,6,1,96,4,21,4
60990,3,6,2,0,4,17,4
60991,0,6,1,0,4,21,4
60992,0,6,1,96,5,14,30
60993,0,6,1,0,7,10,80
60994,0,6,1,0,6,8,4
60995,0,6,1,98,3,13,80
60996,0,6,>2,96,3,0,31
60997,0,6,1,0,4,22,4
60998,0,6,1,0,4,22,31
60999,0,6,1,0,4,22,4
61000,0,6,1,0,5,0,99
61001,0,6,1,0,6,10,15
61002,0,6,1,0,5,20,30
61003,0,6,1,0,4,18,20
61004,9,6,1,99,6,19,80
61005,4,6,1,96,5,22,2
61006,0,6,1,0,4,1,62
61007,0,6,1,0,3,18,4
61008,0,6,1,99,1,2,2
61009,4,6,2,96,6,16,31
61010,9,6,1,99,6,23,4
61011,4,6,1,0,6,21,2
61012,4,6,1,96,1,5,3
61013,0,6,1,0,4,18,20
61014,0,6,1,96,3,12,4
61015,0,6,1,0,2,21,4
61016,0,6,1,3,7,17,4
61017,0,6,1,0,3,20,31
61018,4,6,1,0,6,22,31
61019,0,6,1,0,3,1,4
61020,4,6,1,93,5,10,31
61021,0,6,1,0,4,16,14
61022,0,6,1,0,3,3,5
61023,0,6,2,0,4,6,4
61024,0,6,1,0,1,12,14
61025,4,6,2,13,1,21,5
61026,0,6,1,0,4,6,2
61027,0,6,1,0,2,18,4
61028,0,6,1,0,7,5,31
61029,0,6,1,0,2,5,4
61030,4,6,1,0,5,23,80
61031,0,6,1,15,7,9,30
61032,0,6,1,0,5,0,4
61033,0,6,1,0,6,14,5
61034,4,6,1,96,2,12,1
61035,0,6,1,0,1,21,4
61036,0,6,1,0,7,5,4
61037,0,6,1,0,3,6,4
61038,0,6,1,0,6,15,4
61039,0,6,1,0,3,19,21
61040,4,6,1,0,5,17,80
61041,0,6,1,0,5,8,15
61042,0,6,1,0,7,10,2
61043,0,6,1,0,5,21,14
61044,9,6,1,0,1,2,6
61045,0,6,1,0,4,14,31
61046,0,6,1,0,5,0,2
61047,4,6,1,96,1,5,1
61048,0,6,1,0,6,17,31
61049,0,6,1,0,4,21,4
61050,4,6,1,0,1,20,4
61051,0,6,1,0,5,21,21
61052,0,6,1,0,2,13,4
61053,4,6,1,98,2,8,15
61054,0,6,1,0,2,13,16
61055,0,6,1,0,2,21,4
61056,0,6,1,0,3,19,20
61057,0,6,1,5,2,22,16
61058,3,6,1,0,5,10,80
61059,9,6,1,0,2,13,31
61060,0,6,1,96,3,11,4
61061,4,6,1,99,1,1,4
61062,4,6,1,0,1,16,80
61063,3,6,>2,0,5,23,4
61064,0,6,1,0,3,13,62
61065,0,6,1,0,3,21,30
61066,0,6,1,0,3,14,20
61067,4,6,1,0,2,9,21
61068,4,6,1,0,6,13,4
61069,0,6,1,0,2,5,4
61070,4,6,1,0,2,14,4
61071,0,6,1,0,7,23,4
61072,0,6,1,0,2,18,14
61073,18,6,1,0,2,23,40
61074,0,6,1,0,7,99,30
61075,0,6,1,0,1,6,31
61076,0,6,1,0,4,7,4
61077,0,6,1,0,7,0,2
61078,0,6,1,0,1,1,4
61079,0,6,1,96,3,10,4
61080,4,6,1,0,7,19,1
61081,0,6,1,0,6,18,14
61082,0,6,1,0,7,1,14
61083,0,6,1,96,5,23,20
61084,0,6,1,0,7,4,4
61085,0,6,1,96,4,20,15
61086,0,6,1,0,7,19,31
61087,0,6,1,0,6,21,4
61088,0,6,1,0,3,20,63
61089,4,6,1,96,2,14,14
61090,0,6,1,17,5,14,31
61091,0,6,1,96,5,1,2
61092,0,6,1,0,7,21,99
61093,0,6,1,0,1,15,30
61094,0,6,1,0,5,21,4
61095,0,6,1,192,1,14,14
61096,0,6,1,0,7,9,61
61097,0,6,1,3,1,15,15
61098,0,6,1,0,4,99,6
61099,4,6,1,0,1,14,80
61100,0,6,1,0,1,21,4
61101,0,6,2,0,7,15,4
61102,9,6,1,99,2,14,99
61103,4,6,1,0,4,21,80
61104,0,6,1,0,7,13,20
61105,0,6,2,0,3,15,31
61106,4,6,1,1,6,5,31
61107,0,6,1,0,4,21,4
61108,0,6,1,0,4,20,31
61109,0,6,1,0,6,7,4
61110,0,6,1,0,2,17,30
61111,0,6,2,0,7,10,6
61112,0,6,1,0,1,14,2
61113,0,6,1,0,6,21,4
61114,0,6,1,0,5,14,14
61115,0,6,1,0,1,20,30
61116,0,6,1,96,6,10,31
61117,0,6,1,0,6,9,3
61118,0,6,1,9,7,6,5
61119,0,6,1,0,3,10,30
61120,0,6,2,96,4,9,31
61121,0,6,1,96,6,0,30
61122,0,6,1,0,4,19,14
61123,0,6,1,0,5,14,4
61124,0,6,1,0,2,13,31
61125,4,6,1,96,5,5,80
61126,4,6,1,96,4,17,4
61127,0,6,1,0,3,18,14
61128,0,6,1,0,2,4,31
61129,0,6,1,0,4,15,30
61130,0,6,1,0,2,4,4
61131,0,6,1,0,4,9,14
61132,2,6,1,0,3,1,4
61133,9,6,1,99,6,20,99
61134,0,6,1,0,4,22,4
61135,0,6,1,0,3,21,2
61136,0,6,1,0,3,20,4
61137,0,6,1,0,1,16,80
61138,0,6,1,99,4,18,14
61139,4,6,1,100,5,15,80
61140,3,6,2,19,7,19,14
61141,0,6,1,0,3,8,4
61142,0,6,1,0,3,19,31
61143,9,6,1,99,5,15,31
61144,5,6,1,99,1,2,4
61145,0,6,1,0,3,18,16
61146,4,6,1,96,3,21,4
61147,0,6,1,0,3,4,4
61148,12,6,1,0,6,20,4
61149,4,6,1,0,4,2,2
61150,0,6,1,0,3,1,14
61151,0,6,1,0,6,7,4
61152,0,6,2,0,6,10,1
61153,0,6,1,0,2,10,1
61154,0,6,1,0,5,23,30
61155,4,6,1,96,2,5,2
61156,0,6,1,0,5,21,4
61157,0,6,1,0,2,5,4
61158,4,6,1,0,6,3,4
61159,0,6,1,96,2,8,66
61160,0,6,1,0,6,16,31
61161,4,6,1,0,4,99,80
61162,4,6,1,96,6,2,2
61163,9,6,1,99,6,23,6
61164,0,6,1,0,6,18,2
61165,0,6,1,96,7,99,31
61166,4,6,1,99,6,5,2
61167,0,6,1,0,1,14,30
61168,4,6,1,0,7,2,4
61169,0,6,1,0,6,17,14
61170,0,6,1,0,7,20,4
61171,9,6,1,99,1,16,4
61172,0,6,1,93,6,8,2
61173,4,6,1,93,4,21,6
61174,18,6,1,0,1,17,4
61175,0,6,1,0,1,21,4
61176,0,6,1,0,6,21,2
61177,0,6,1,0,6,5,6
61178,0,6,1,96,2,3,99
61179,0,6,1,0,4,10,4
61180,0,6,1,0,2,19,31
61181,4,6,1,0,4,0,20
61182,4,6,1,0,7,12,80
61183,0,6,1,93,1,22,99
61184,0,6,1,0,7,20,3
61185,9,6,1,99,7,21,99
61186,5,6,1,0,1,18,80
61187,4,6,1,96,3,14,5
61188,0,6,1,0,5,23,80
61189,9,6,1,99,1,20,99
61190,0,6,1,0,1,12,80
61191,0,6,1,96,7,18,14
61192,0,6,1,0,6,12,4
61193,4,6,1,0,2,21,6
61194,18,6,1,99,3,16,31
61195,0,6,1,99,4,5,4
61196,0,6,1,0,3,99,4
61197,0,6,1,0,3,12,14
61198,0,6,1,0,5,23,4
61199,4,6,1,192,5,23,31
61200,4,6,1,0,4,19,14
61201,0,6,1,0,3,17,80
61202,4,6,1,96,3,23,3
61203,4,6,1,0,5,21,80
61204,0,6,1,96,4,18,3
61205,0,6,>2,0,7,13,20
61206,0,6,1,99,6,9,4
61207,4,6,1,0,1,16,80
61208,0,6,1,0,6,3,4
61209,4,6,1,9,5,23,66
61210,0,6,1,96,6,5,20
61211,0,6,1,0,3,15,4
61212,0,6,1,192,1,21,3
61213,0,6,1,99,7,23,4
61214,0,6,1,0,7,17,4
61215,0,6,1,0,6,18,4
61216,0,6,1,0,4,7,4
61217,3,6,1,99,6,22,31
61218,0,6,1,0,1,0,15
61219,3,6,1,0,4,6,4
61220,0,6,1,0,1,2,31
61221,0,6,1,0,7,21,4
61222,4,6,1,0,3,19,31
61223,4,6,1,0,1,15,4
61224,0,6,1,0,7,22,4
61225,0,6,1,0,4,18,31
61226,4,6,1,99,6,20,4
61227,0,6,1,0,3,22,14
61228,0,6,1,0,5,6,80
61229,0,6,1,99,5,18,80
61230,0,6,2,99,4,21,20
61231,0,6,1,96,1,19,4
61232,3,6,>2,198,7,22,4
61233,0,6,1,96,1,2,30
61234,9,6,1,96,7,0,99
61235,0,6,1,0,4,19,14
61236,0,6,1,0,1,2,4
61237,0,6,1,0,4,18,20
61238,9,6,1,99,3,18,20
61239,0,6,1,0,7,6,14
61240,0,6,1,99,1,3,1
61241,9,6,2,99,1,18,4
61242,9,6,1,0,4,12,4
61243,0,6,1,0,4,22,20
61244,0,6,1,0,4,9,80
61245,4,6,1,0,5,15,4
61246,13,6,2,198,7,3,2
61247,0,6,1,0,1,4,14
61248,0,6,2,99,7,21,20
61249,0,6,1,0,4,23,4
61250,4,6,1,0,1,13,80
61251,0,6,1,0,4,14,31
61252,0,6,2,0,7,22,4
61253,5,6,2,99,1,4,4
61254,0,6,1,0,4,21,5
61255,4,6,1,0,7,11,4
61256,4,6,1,96,4,11,31
61257,4,6,1,0,5,3,80
61258,0,6,1,0,7,23,31
61259,0,6,1,14,3,11,14
61260,0,6,1,0,4,13,31
61261,0,6,1,96,5,18,4
61262,0,6,1,0,7,15,4
61263,5,6,1,96,6,3,4
61264,0,6,1,99,1,5,4
61265,4,6,1,0,1,3,4
61266,9,6,1,99,2,0,14
61267,4,6,1,0,1,17,80
61268,3,6,1,99,3,10,15
61269,0,6,1,96,6,19,30
61270,9,6,1,0,5,5,4
61271,12,6,1,0,6,14,4
61272,0,6,1,96,7,13,30
61273,3,6,1,0,5,8,31
61274,4,6,1,99,1,14,80
61275,0,6,2,0,7,8,31
61276,4,6,1,0,4,2,80
61277,4,6,1,0,2,18,14
61278,0,6,1,0,7,0,4
61279,0,6,1,93,7,19,4
61280,4,6,1,0,6,21,4
61281,4,6,1,0,2,21,80
61282,0,6,1,0,1,21,4
61283,0,6,1,0,1,19,15
61284,4,6,1,96,2,23,2
61285,5,6,2,0,7,2,5
61286,4,6,1,0,4,9,3
61287,0,6,1,0,1,16,15
61288,0,6,1,99,7,15,31
61289,4,6,1,96,2,21,14
61290,0,6,1,0,2,8,4
61291,9,6,2,0,6,21,4
61292,0,6,1,99,1,0,14
61293,0,6,1,98,1,20,99
61294,0,6,1,0,1,19,99
61295,0,6,1,0,3,14,4
61296,9,6,1,99,1,23,4
61297,4,6,1,96,3,18,4
61298,0,6,1,99,5,17,99
61299,9,6,1,99,5,14,80
61300,4,6,1,0,1,2,4
61301,3,6,1,99,1,17,4
61302,0,6,1,0,2,10,31
61303,0,6,1,0,4,0,2
61304,9,6,1,99,6,16,21
61305,0,6,1,96,3,21,4
61306,0,6,1,0,3,19,14
61307,0,6,1,0,1,0,21
61308,0,6,1,0,6,18,4
61309,0,6,1,0,7,99,14
61310,0,6,1,0,5,19,4
61311,0,6,1,99,7,11,92
61312,0,6,1,0,5,17,4
61313,9,6,1,0,5,5,4
61314,0,6,1,0,3,21,30
61315,0,6,2,96,5,99,14
61316,0,6,1,0,4,17,14
61317,4,6,1,96,7,11,2
61318,0,6,1,0,6,22,80
61319,0,6,2,198,1,4,4
61320,4,6,1,0,7,12,4
61321,0,6,1,0,3,20,30
61322,0,6,1,99,1,14,4
61323,4,6,1,0,4,18,3
61324,0,6,1,0,5,0,6
61325,18,6,1,5,5,18,4
61326,4,6,1,96,6,1,4
61327,0,6,1,0,4,21,21
61328,0,6,1,0,1,16,4
61329,0,6,1,0,6,4,20
61330,0,6,1,0,6,2,4
61331,4,6,2,96,7,99,31
61332,4,6,1,0,2,20,30
61333,0,6,1,0,5,7,3
61334,0,6,1,0,4,21,2
61335,0,6,1,0,4,20,31
61336,0,6,1,0,6,20,14
61337,4,6,1,96,5,0,4
61338,0,6,1,0,7,12,14
61339,4,6,1,96,6,7,4
61340,0,6,1,99,4,14,4
61341,0,6,1,0,5,16,4
61342,0,6,1,0,3,23,14
61343,0,6,1,0,3,10,4
61344,0,6,1,0,5,15,4
61345,0,6,2,15,6,15,31
61346,4,6,1,480,5,7,66
