ST_CASE,SUMSPEEDREL,STATE,FATAL_COUNT_x,SUMMDRDSTRD,DAY_WEEK,HOUR,BODY_TYP
482146,0,48,1,93,2,20,4
482147,0,48,1,0,2,4,14
482148,0,48,1,0,2,12,66
482149,0,48,1,0,5,2,2
482150,0,48,1,0,4,20,62
482151,0,48,1,0,2,17,31
482152,0,48,1,0,2,6,4
482153,0,48,1,0,3,11,4
482154,0,48,1,0,4,8,4
482155,0,48,1,0,6,8,4
482156,0,48,1,0,1,19,80
482157,4,48,1,0,1,17,80
482158,0,48,1,93,2,5,66
482159,0,48,1,0,2,20,52
482160,0,48,1,0,4,17,31
482161,5,48,1,93,4,17,66
482162,0,48,1,93,4,10,66
482163,0,48,1,0,5,21,31
482164,0,48,1,0,5,5,15
482165,5,48,1,0,6,16,4
482166,4,48,1,93,6,20,31
482167,0,48,1,0,6,5,4
482168,0,48,1,0,6,12,31
482169,5,48,1,0,6,21,66
482170,0,48,>2,0,7,22,1
482171,3,48,1,0,1,12,80
482172,4,48,1,0,1,23,31
482173,0,48,1,0,1,20,2
482174,0,48,1,0,2,3,4
482176,0,48,1,0,2,22,31
482177,0,48,1,93,2,18,31
482178,0,48,1,0,3,20,4
482179,0,48,>2,0,3,5,4
482180,0,48,1,0,3,20,80
482181,0,48,1,0,3,8,66
482182,0,48,1,0,4,8,52
482183,4,48,1,5,5,11,66
482184,0,48,1,0,6,10,63
482185,0,48,1,0,6,2,31
482186,0,48,>2,93,6,0,66
482187,0,48,1,0,6,6,2
482188,0,48,1,0,1,18,31
482189,0,48,1,0,7,14,4
482190,0,48,1,0,7,5,15
482191,0,48,1,0,7,2,2
482192,0,48,1,0,7,16,80
482193,0,48,1,0,7,15,14
482194,0,48,1,0,7,20,16
482195,0,48,1,0,7,5,31
482196,0,48,1,0,7,14,30
482197,0,48,2,0,1,5,4
482198,0,48,1,0,1,19,31
482199,0,48,1,0,1,2,31
482200,3,48,1,0,1,5,4
482201,0,48,1,0,1,10,4
482202,0,48,1,0,1,17,31
482203,0,48,1,0,2,22,67
482204,0,48,1,0,2,11,14
482205,3,48,1,0,7,10,2
482206,0,48,1,0,2,11,16
482207,5,48,1,0,4,20,15
482208,0,48,1,0,4,2,4
482209,9,48,1,99,7,0,30
482210,0,48,1,0,2,1,31
482211,0,48,1,0,6,4,14
482212,3,48,1,0,6,3,30
482213,4,48,1,0,7,16,80
482214,0,48,1,0,1,14,4
482215,0,48,1,0,1,1,15
482216,0,48,2,0,1,6,4
482217,0,48,1,0,2,21,4
482218,0,48,1,0,3,18,30
482219,0,48,1,0,5,7,14
482220,0,48,1,0,5,2,14
482221,0,48,1,0,5,18,4
482223,0,48,1,0,6,22,31
482224,0,48,1,0,7,19,90
482225,4,48,1,0,7,16,2
482226,13,48,1,16,3,5,31
482227,4,48,1,0,1,2,14
482228,0,48,1,0,2,21,66
482229,2,48,>2,0,5,14,66
482230,0,48,1,0,5,15,4
482231,0,48,1,0,5,15,31
482232,0,48,1,3,6,12,31
482233,0,48,1,0,5,16,31
482234,5,48,1,6,5,15,66
482235,0,48,1,93,6,7,4
482236,0,48,1,0,6,15,67
482237,0,48,1,0,6,6,31
482238,0,48,1,0,6,20,30
482239,0,48,1,99,6,99,99
482240,0,48,1,0,6,6,4
482241,0,48,1,0,7,7,14
482242,0,48,2,0,7,13,30
482243,5,48,1,0,7,15,31
482244,4,48,1,0,7,3,4
482245,3,48,1,0,7,22,31
482246,3,48,1,0,1,1,2
482247,0,48,1,0,2,6,4
482248,0,48,1,0,2,0,4
482249,4,48,1,0,3,19,30
482250,0,48,1,0,3,22,4
482251,0,48,1,0,3,1,15
482252,4,48,1,15,4,1,16
482253,0,48,2,93,4,6,67
482254,0,48,1,15,4,6,31
482255,9,48,1,99,4,23,99
482256,0,48,1,0,6,15,80
482257,0,48,1,0,6,22,4
482258,0,48,1,93,1,15,20
482259,3,48,1,0,6,1,31
482260,0,48,1,0,1,14,20
482261,0,48,1,0,5,20,15
482262,0,48,1,0,1,3,4
482263,17,48,2,16,1,21,31
482264,0,48,1,0,1,19,31
482265,0,48,1,0,4,23,31
482266,0,48,>2,0,5,1,14
482267,0,48,1,93,7,14,80
482268,0,48,1,0,7,3,4
482269,0,48,1,0,7,13,31
482270,3,48,1,0,7,1,2
482271,3,48,1,93,7,13,30
482272,0,48,1,0,7,17,80
482273,0,48,1,0,1,23,4
482274,0,48,1,0,3,19,80
482275,0,48,1,0,4,6,15
482276,0,48,1,93,4,16,2
482277,0,48,1,0,4,17,4
482278,0,48,1,0,5,12,31
482279,0,48,1,0,5,5,4
482280,0,48,1,0,5,22,14
482281,0,48,1,0,5,12,15
482282,0,48,1,0,5,18,4
482283,0,48,1,0,5,18,31
482284,0,48,1,93,6,4,4
482285,0,48,1,0,6,8,66
482286,0,48,1,0,6,17,80
482287,0,48,1,0,6,7,31
482288,0,48,1,96,6,23,80
482289,0,48,1,0,6,2,80
482290,4,48,1,0,6,20,31
482291,0,48,1,0,6,15,31
482292,0,48,1,0,7,8,14
482293,0,48,>2,0,7,13,30
482294,0,48,1,0,7,16,14
482295,4,48,1,0,7,4,14
482296,0,48,1,0,7,16,80
482297,0,48,1,0,7,5,15
482298,5,48,1,0,7,20,2
482299,5,48,1,0,7,10,80
482300,0,48,1,0,7,20,31
482301,0,48,1,0,7,9,31
482302,0,48,1,0,7,23,30
482303,0,48,1,0,7,22,14
482304,5,48,1,17,7,14,14
482305,4,48,1,0,1,15,66
482306,4,48,2,0,1,13,31
482307,0,48,1,0,1,9,31
482308,4,48,1,93,1,8,80
482309,0,48,2,0,1,22,4
482310,4,48,1,0,1,14,80
482311,0,48,1,0,1,20,4
482312,0,48,1,0,1,8,31
482313,5,48,1,93,1,3,80
482314,3,48,2,0,2,1,4
482315,4,48,1,5,2,12,31
482317,0,48,1,0,2,6,80
482318,5,48,1,0,2,0,80
482319,5,48,1,0,2,7,2
482320,4,48,1,0,2,19,80
482321,0,48,1,0,2,15,80
482322,4,48,1,0,3,2,4
482323,3,48,1,0,3,21,80
482324,3,48,1,0,3,7,4
482325,3,48,1,99,3,21,99
482326,0,48,1,0,3,8,80
482327,5,48,1,5,3,6,4
482328,3,48,1,0,3,13,80
482329,5,48,1,0,3,23,80
482330,0,48,2,0,3,2,4
482331,0,48,1,0,4,23,2
482332,0,48,1,0,4,6,2
482333,0,48,1,0,4,2,2
482334,0,48,1,0,4,9,31
482335,0,48,1,0,4,2,4
482336,0,48,2,0,5,16,4
482337,0,48,1,98,5,14,80
482338,0,48,1,0,6,0,31
482339,0,48,1,0,6,16,4
482340,9,48,1,0,6,0,99
482341,0,48,1,0,6,17,1
482342,3,48,1,0,7,6,4
482343,3,48,2,0,7,23,3
482344,0,48,1,0,7,21,2
482345,5,48,1,0,7,2,4
482346,4,48,2,0,1,0,80
482347,4,48,1,93,1,3,30
482348,0,48,1,0,1,1,80
482349,8,48,1,16,1,9,21
482350,3,48,1,0,2,23,80
482351,0,48,1,0,2,4,4
482352,3,48,1,0,2,11,5
482353,0,48,1,0,4,14,14
482354,0,48,1,0,3,16,15
482355,0,48,1,0,7,18,14
482356,0,48,1,0,7,13,80
482357,0,48,1,93,1,0,31
482358,4,48,1,0,6,12,31
482359,0,48,1,0,7,12,31
482360,4,48,1,93,1,23,4
482361,4,48,1,99,1,2,31
482362,0,48,1,0,1,17,4
482363,0,48,1,0,2,4,15
482364,0,48,>2,0,2,6,66
482365,0,48,1,0,2,19,4
482366,0,48,1,99,2,20,99
482367,0,48,1,0,3,16,31
482368,0,48,1,0,3,9,66
482369,0,48,1,17,3,19,66
482370,5,48,1,0,4,13,66
482371,5,48,2,0,4,22,66
482372,0,48,1,0,5,16,4
482373,3,48,1,0,5,18,14
482374,0,48,1,0,5,21,4
482375,0,48,1,0,6,12,30
482376,0,48,1,0,6,5,31
482377,4,48,1,0,6,20,31
482378,4,48,1,0,7,19,31
482379,0,48,1,0,7,19,30
482380,5,48,1,0,1,1,2
482381,4,48,1,0,1,20,80
482382,0,48,1,0,1,0,15
482383,0,48,1,0,1,2,15
482384,0,48,1,0,1,4,4
482385,0,48,2,0,1,12,4
482386,0,48,2,0,1,1,66
482387,0,48,1,0,1,9,31
482388,0,48,1,0,2,7,4
482389,0,48,1,0,2,9,4
482390,0,48,1,0,3,3,66
482391,0,48,1,0,4,7,31
482392,5,48,1,0,4,22,15
482393,0,48,1,5,4,15,14
482394,0,48,1,0,4,14,31
482395,0,48,1,0,4,21,30
482396,0,48,1,0,5,5,31
482397,0,48,1,5,5,7,31
482398,5,48,1,0,5,13,4
482399,0,48,1,0,5,9,80
482400,3,48,1,0,5,6,31
482401,0,48,1,0,5,23,14
482402,0,48,1,0,5,20,80
482403,0,48,1,0,5,22,31
482404,0,48,1,93,5,8,14
482405,0,48,1,0,6,21,80
482406,0,48,1,0,7,23,80
482407,4,48,1,0,7,4,4
482408,0,48,1,0,7,3,14
482409,3,48,2,0,1,0,31
482410,3,48,1,0,1,19,4
482411,0,48,1,0,1,2,30
482412,0,48,1,0,1,6,4
482413,5,48,1,0,2,6,80
482414,0,48,1,93,2,18,31
482415,3,48,1,0,3,7,31
482416,0,48,1,0,3,6,3
482417,0,48,1,0,1,23,3
482418,0,48,1,93,5,20,80
482419,0,48,1,0,4,14,14
482420,4,48,1,0,7,22,80
482421,0,48,1,0,2,6,30
482422,0,48,1,0,3,23,66
482423,4,48,1,0,5,23,80
482424,0,48,1,0,6,2,14
482425,0,48,1,0,7,20,15
482426,0,48,1,0,2,20,80
482427,0,48,1,93,2,14,80
482428,0,48,1,0,2,10,62
482429,0,48,1,5,3,8,4
482430,3,48,1,0,3,2,4
482431,0,48,1,0,3,4,21
482432,0,48,2,0,5,15,67
482433,0,48,1,0,5,0,80
482434,0,48,1,0,5,4,31
482435,0,48,>2,0,5,9,4
482436,0,48,1,0,5,21,2
482437,0,48,>2,0,6,18,2
482438,9,48,1,99,6,7,99
482439,0,48,1,0,7,23,30
482440,3,48,2,93,7,2,66
482441,0,48,1,0,1,10,80
482442,0,48,2,0,1,21,4
482443,0,48,1,0,1,16,2
482444,0,48,1,0,2,4,2
482445,0,48,1,0,4,18,4
482446,4,48,1,0,4,6,14
482447,3,48,1,0,4,12,63
482448,3,48,1,0,4,2,4
482449,5,48,1,0,5,15,31
482450,4,48,1,0,5,11,66
482451,0,48,1,0,5,6,31
482452,0,48,1,0,5,18,31
482453,5,48,1,0,6,9,31
482454,4,48,2,0,7,9,31
482455,0,48,1,0,1,5,66
482456,0,48,1,0,3,0,80
482457,0,48,1,0,5,18,80
482458,0,48,1,0,4,20,4
482459,0,48,1,0,1,19,3
482461,0,48,1,93,4,13,2
482462,2,48,1,93,6,22,4
482463,0,48,1,0,7,21,80
482464,0,48,2,0,7,18,20
482465,0,48,1,0,1,17,80
482466,0,48,1,0,4,15,4
482467,0,48,1,0,4,12,4
482468,4,48,1,0,5,11,31
482469,5,48,1,0,5,18,4
482470,0,48,1,0,5,14,16
482471,0,48,1,0,6,19,4
482472,0,48,1,99,6,5,99
482473,4,48,1,0,7,7,15
482474,0,48,1,0,7,1,66
482475,0,48,1,0,1,1,31
482476,0,48,1,0,1,18,31
482477,5,48,2,0,1,22,3
482478,0,48,1,0,2,9,31
482479,0,48,1,6,2,8,4
482480,0,48,1,0,3,21,3
482481,0,48,2,0,3,7,31
482482,0,48,1,93,5,7,5
482483,0,48,1,0,5,19,14
482484,0,48,1,0,5,21,4
482485,3,48,1,0,5,0,31
482486,5,48,1,0,5,6,66
482487,0,48,2,0,6,1,31
482488,3,48,1,0,6,0,31
482489,0,48,2,0,6,23,14
482490,4,48,1,0,6,16,63
482491,0,48,1,0,7,16,4
482492,4,48,1,0,7,13,66
482493,0,48,1,0,7,20,31
482494,0,48,2,0,1,11,15
482495,0,48,1,0,1,20,31
482496,0,48,>2,0,2,12,4
482497,5,48,1,0,3,23,80
482498,0,48,1,0,4,17,4
482499,5,48,1,93,4,19,14
482500,0,48,1,0,7,2,4
482501,0,48,1,0,6,22,2
482502,5,48,1,0,1,20,80
482503,0,48,1,93,1,3,80
482504,0,48,1,0,4,6,31
482505,0,48,1,0,7,17,31
482506,0,48,1,0,6,5,4
482507,3,48,1,99,7,23,31
482508,0,48,1,0,1,22,2
482509,0,48,>2,0,1,4,31
482510,0,48,1,0,1,22,31
482511,4,48,1,0,4,15,31
482512,4,48,1,0,5,15,66
482513,0,48,1,0,5,22,4
482514,0,48,1,0,7,19,66
482515,0,48,1,93,7,2,4
482516,3,48,1,0,7,12,31
482517,3,48,1,0,1,20,4
482518,3,48,1,0,2,13,80
482519,0,48,2,0,2,8,4
482520,5,48,1,0,3,10,15
482521,0,48,1,0,3,20,4
482522,4,48,1,0,3,18,6
482523,0,48,1,0,3,23,30
482524,0,48,1,0,4,7,4
482525,3,48,1,0,5,9,4
482526,0,48,1,0,5,23,4
482527,0,48,1,0,5,22,31
482528,0,48,1,0,6,18,80
482529,4,48,2,0,6,16,2
482530,4,48,1,0,6,11,31
482531,0,48,1,0,7,7,4
482532,0,48,1,0,7,19,20
482533,0,48,1,0,6,16,31
482534,0,48,1,0,7,20,30
482535,0,48,1,0,4,10,58
482536,0,48,1,0,6,17,4
482537,0,48,2,0,6,6,66
482538,4,48,1,0,5,17,80
482539,3,48,1,0,5,5,31
482540,0,48,1,0,5,5,4
482541,0,48,1,0,5,13,4
482542,0,48,1,0,6,13,2
482543,0,48,1,0,7,19,4
482544,0,48,1,0,7,4,99
482545,0,48,1,0,7,14,4
482546,0,48,1,0,1,20,2
482547,0,48,1,0,4,18,20
482548,4,48,1,0,7,14,80
482549,0,48,1,0,1,17,80
482550,0,48,2,0,4,9,66
482551,0,48,1,0,1,10,6
482552,0,48,1,0,2,10,31
482553,0,48,1,0,3,22,4
482554,0,48,1,0,3,0,14
482555,0,48,1,0,7,21,4
482556,0,48,1,99,4,4,99
482557,0,48,1,0,3,9,21
482558,0,48,1,0,4,1,29
482559,0,48,1,0,7,2,30
482560,0,48,1,0,2,16,14
482561,0,48,1,0,1,10,30
482562,5,48,1,0,6,20,3
482563,4,48,1,0,3,1,80
482564,0,48,1,0,5,19,30
482565,0,48,1,0,5,15,31
482566,4,48,1,0,6,8,30
482567,9,48,1,99,6,20,99
482568,4,48,1,0,7,16,2
482569,4,48,1,0,1,14,80
482570,0,48,1,93,2,19,4
482571,0,48,1,99,2,4,31
482572,4,48,1,0,2,2,15
482573,0,48,1,0,3,15,4
482574,0,48,1,0,3,12,80
482575,0,48,1,0,4,13,20
482576,0,48,1,0,4,7,31
482577,0,48,1,93,4,9,31
482578,5,48,1,0,4,0,4
482579,0,48,1,0,5,21,31
482580,0,48,1,0,4,9,66
482581,0,48,1,0,6,3,14
482582,0,48,1,0,6,19,4
482583,4,48,1,93,7,22,4
482584,5,48,1,0,3,4,80
482585,0,48,1,0,1,21,15
482586,0,48,1,0,2,0,4
482587,16,48,1,44,1,21,15
482588,0,48,1,0,7,20,4
482589,3,48,1,0,2,21,4
482590,0,48,1,0,1,22,4
482591,0,48,1,0,5,19,80
482592,0,48,1,0,5,23,66
482593,0,48,1,0,2,15,15
482594,0,48,1,93,5,18,14
482595,0,48,1,0,5,19,80
482596,5,48,1,15,5,11,31
482597,0,48,1,0,7,0,4
482598,0,48,1,0,6,20,31
482599,0,48,1,0,6,19,31
482600,9,48,1,99,1,1,99
482601,0,48,1,0,4,18,30
482602,4,48,1,0,4,22,2
482603,0,48,1,0,6,2,14
482604,4,48,1,0,6,17,4
482605,0,48,2,0,7,19,4
482606,3,48,1,0,1,7,14
482607,0,48,1,0,1,3,2
482608,0,48,1,0,1,22,66
482609,0,48,1,0,1,1,2
482610,0,48,1,0,1,6,31
482611,0,48,1,0,1,19,5
482612,0,48,1,0,1,0,67
482613,0,48,1,0,1,5,66
482614,4,48,1,0,1,18,2
482615,0,48,1,0,1,5,14
482616,0,48,1,0,1,5,4
482617,4,48,2,0,1,3,15
482618,8,48,1,28,1,0,31
482619,0,48,1,0,1,2,3
482620,0,48,1,0,2,23,14
482621,0,48,1,93,2,15,31
482622,4,48,1,0,2,22,4
482623,0,48,1,0,2,18,4
482624,0,48,1,0,2,12,2
482625,0,48,1,0,2,7,6
482626,4,48,2,93,2,20,4
482627,0,48,2,0,3,6,4
482628,0,48,1,0,3,18,4
482629,0,48,1,0,3,2,4
482630,0,48,1,0,3,6,30
482631,0,48,1,0,3,17,80
482633,0,48,1,0,3,0,4
482634,0,48,1,0,3,6,66
482635,0,48,1,0,4,19,4
482636,0,48,1,0,5,8,4
482637,0,48,1,0,4,4,14
482638,5,48,1,0,4,0,2
482639,0,48,1,99,4,5,99
482640,0,48,1,0,4,9,4
482641,0,48,1,0,4,17,4
482642,4,48,1,0,4,14,80
482643,0,48,1,0,4,13,31
482644,5,48,1,0,5,17,31
482645,0,48,1,0,5,10,15
482646,5,48,1,0,5,17,6
482647,5,48,1,93,5,8,66
482648,0,48,2,0,5,12,4
482649,0,48,1,0,6,13,4
482650,10,48,1,93,6,23,31
482651,5,48,1,0,6,2,4
482652,4,48,1,0,7,3,31
482653,0,48,1,0,7,9,4
482654,0,48,1,0,7,6,31
482655,0,48,1,0,7,13,15
482657,0,48,1,0,1,4,4
482658,0,48,1,0,1,2,4
482659,5,48,1,99,1,19,2
482660,9,48,2,99,1,9,99
482661,5,48,1,0,1,23,4
482662,0,48,1,93,1,5,99
482663,0,48,1,0,2,0,30
482664,4,48,1,0,2,18,4
482665,0,48,1,0,2,18,6
482666,0,48,1,0,2,0,4
482667,0,48,1,0,3,18,2
482668,0,48,2,0,3,16,3
482669,5,48,1,0,4,16,90
482670,3,48,1,0,3,22,80
482671,0,48,1,0,4,18,4
482672,0,48,1,0,4,9,66
482673,3,48,2,0,6,12,2
482674,0,48,1,0,6,6,14
482675,0,48,1,0,6,19,31
482676,0,48,1,0,6,10,20
482677,4,48,1,0,7,1,4
482678,4,48,1,0,1,7,80
482679,4,48,1,93,1,1,49
482680,0,48,1,0,1,18,4
482681,0,48,1,0,1,13,31
482682,13,48,1,192,1,2,31
482683,0,48,1,0,2,13,4
482684,0,48,1,0,2,19,2
482685,0,48,1,0,5,14,31
482686,0,48,1,0,4,2,2
482687,0,48,1,0,5,22,31
482688,4,48,1,0,6,3,31
482689,9,48,1,99,2,18,99
482690,9,48,1,99,2,18,99
482691,8,48,1,16,3,5,59
482692,0,48,1,0,3,12,31
482693,0,48,1,0,3,12,4
482694,0,48,1,0,4,4,4
482695,0,48,1,0,5,7,2
482696,0,48,1,0,6,1,31
482697,0,48,1,0,4,21,80
482698,0,48,1,0,4,12,30
482699,0,48,1,0,4,18,4
482700,0,48,1,0,4,18,31
482701,4,48,1,0,1,15,80
482702,3,48,1,0,2,3,31
482704,0,48,1,0,5,6,4
482705,3,48,2,0,6,19,4
482706,3,48,1,0,1,6,4
482707,4,48,1,0,1,19,4
482708,4,48,1,0,1,19,31
482709,0,48,1,0,2,20,31
482710,0,48,1,0,3,14,66
482711,2,48,1,0,4,18,80
482712,0,48,1,93,4,18,4
482713,0,48,1,93,4,19,20
482714,0,48,1,0,4,9,80
482715,0,48,1,0,5,8,31
482716,0,48,2,0,5,7,66
482717,8,48,2,16,5,4,66
482718,0,48,1,0,5,14,16
482720,0,48,1,0,6,17,31
482721,5,48,1,0,7,1,4
482722,0,48,1,99,1,1,99
482723,0,48,1,0,1,17,14
482724,0,48,1,99,4,21,99
482725,4,48,1,0,5,14,5
482726,5,48,1,0,4,14,4
482727,0,48,1,0,5,19,31
482728,0,48,1,0,6,16,14
482729,0,48,1,0,1,18,20
482730,4,48,1,0,3,13,80
482731,0,48,1,0,5,19,4
482732,0,48,1,0,2,8,31
482733,0,48,1,0,2,14,15
482734,0,48,1,92,3,6,31
482735,0,48,1,0,5,7,80
482736,0,48,1,0,6,19,31
482737,5,48,1,0,6,19,4
482738,0,48,1,99,6,21,4
482739,0,48,2,0,6,6,31
482740,0,48,1,0,7,10,4
482741,0,48,1,0,1,21,4
482742,5,48,1,0,1,2,4
482743,0,48,1,0,1,2,4
482744,0,48,1,0,1,1,31
482745,0,48,1,0,2,11,14
482746,3,48,1,0,2,15,4
482747,0,48,1,93,6,3,31
482748,0,48,1,0,2,15,31
482749,0,48,1,0,4,7,31
482750,0,48,1,93,4,19,14
482751,0,48,1,0,2,0,15
482752,4,48,1,0,2,16,4
482753,4,48,1,0,2,11,4
482754,5,48,1,0,2,16,31
482755,4,48,1,0,2,13,31
482756,0,48,1,0,3,17,4
482757,0,48,1,0,3,17,73
482758,0,48,1,0,4,16,30
482759,0,48,1,0,4,21,4
482760,0,48,1,0,4,5,14
482761,0,48,1,0,4,10,4
482762,0,48,1,0,5,14,31
482763,0,48,1,0,5,6,31
482764,3,48,1,0,5,6,2
482765,0,48,1,0,5,17,30
482766,4,48,1,0,6,3,4
482767,0,48,1,0,6,17,31
482768,0,48,1,0,7,7,4
482769,0,48,1,0,7,10,31
482770,0,48,1,0,7,0,4
482771,0,48,1,0,7,10,31
482772,0,48,1,0,7,18,31
482774,0,48,1,0,7,6,31
482775,0,48,1,0,7,11,14
482776,4,48,1,0,7,0,14
482777,0,48,2,93,1,12,66
482778,0,48,2,0,1,11,14
482779,0,48,1,0,1,15,31
482780,0,48,1,0,1,19,20
482781,0,48,1,0,2,23,16
482782,5,48,1,0,2,11,66
482783,0,48,1,99,3,9,80
482784,0,48,1,99,3,18,99
482785,0,48,1,0,3,16,4
482786,0,48,>2,0,3,15,29
482787,0,48,1,0,4,18,31
482788,0,48,1,0,5,15,31
482789,4,48,1,0,5,5,80
482790,0,48,1,0,5,19,15
482791,4,48,>2,0,5,21,66
482792,4,48,2,0,6,16,15
482793,4,48,1,0,6,11,66
482794,0,48,1,0,6,12,31
482795,4,48,1,0,6,8,14
482796,0,48,1,0,6,1,4
482797,0,48,1,93,7,15,6
482798,5,48,1,0,1,15,80
482799,4,48,2,0,1,12,4
482801,0,48,1,0,2,22,16
482802,0,48,2,0,5,18,5
482803,0,48,2,0,5,9,59
482804,0,48,1,0,2,8,31
482805,0,48,2,98,5,9,66
482806,0,48,1,0,7,18,4
482807,3,48,1,4,2,7,4
482808,0,48,1,10,2,5,4
482809,0,48,1,0,3,21,4
482810,5,48,1,0,7,2,4
482811,0,48,1,0,3,22,4
482812,0,48,1,0,6,15,31
482813,0,48,1,92,6,13,31
482814,4,48,1,0,2,19,15
482815,0,48,1,0,3,19,31
482816,0,48,1,93,3,16,67
482817,0,48,1,0,4,19,31
482818,0,48,1,0,7,11,80
482819,0,48,1,0,1,3,4
482820,0,48,2,0,1,18,14
482821,0,48,1,0,2,17,4
482822,0,48,1,0,2,13,31
482823,0,48,1,5,2,17,66
482824,0,48,1,0,3,22,4
482825,0,48,1,0,3,18,31
482826,0,48,1,0,4,15,80
482827,0,48,1,0,4,14,6
482828,3,48,1,0,4,15,31
482829,0,48,1,0,5,22,4
482830,0,48,2,0,6,13,4
482831,3,48,>2,0,6,5,4
482832,0,48,1,0,7,6,4
482833,4,48,1,0,7,8,31
482834,0,48,1,0,2,20,31
482835,0,48,1,0,2,9,4
482836,0,48,1,0,2,15,4
482837,5,48,1,0,2,0,4
482838,0,48,1,0,2,0,14
482840,0,48,1,99,2,2,9
482841,0,48,1,0,5,19,31
482842,0,48,1,0,7,5,99
482843,0,48,1,0,5,23,66
482844,0,48,1,0,3,20,14
482845,5,48,1,93,6,13,80
482846,0,48,2,0,7,7,31
482847,0,48,1,0,2,7,4
482849,0,48,1,0,6,18,31
482850,0,48,1,99,7,10,99
482851,5,48,1,0,1,14,31
482852,4,48,1,15,2,6,4
482853,0,48,1,0,2,9,4
482854,5,48,1,0,6,20,31
482855,5,48,1,0,6,4,15
482856,0,48,1,0,3,19,31
482857,0,48,1,0,6,22,2
482858,0,48,1,0,1,19,14
482859,5,48,1,93,2,16,66
482860,0,48,1,93,3,7,31
482861,0,48,1,0,1,7,4
482862,0,48,1,0,3,17,4
482863,0,48,1,0,3,6,31
482864,0,48,1,0,1,13,4
482865,0,48,1,0,3,12,80
482866,0,48,1,0,6,22,4
482867,0,48,1,93,1,11,4
482868,4,48,2,0,2,14,31
482869,5,48,1,0,3,7,66
482870,4,48,1,0,1,12,2
482871,3,48,2,0,3,19,30
482872,0,48,1,0,3,14,31
482873,0,48,1,99,3,0,30
482874,5,48,1,0,3,18,81
482875,0,48,1,0,3,9,80
482876,4,48,1,0,3,21,14
482877,0,48,1,0,3,9,6
482878,0,48,1,0,3,18,4
482879,0,48,1,0,4,15,31
482880,0,48,1,0,4,19,4
482881,0,48,1,0,4,9,67
482882,0,48,2,0,4,9,5
482883,0,48,1,0,4,13,66
482884,0,48,1,5,4,14,66
482885,5,48,2,0,4,13,6
482886,0,48,1,0,4,21,4
482887,5,48,1,0,5,14,80
482888,0,48,1,99,5,1,99
482889,0,48,1,0,5,16,15
482890,0,48,1,93,5,9,14
482891,0,48,1,0,5,0,31
482892,3,48,1,0,5,17,31
482893,0,48,1,0,5,21,14
482894,0,48,1,0,5,17,4
482895,0,48,1,0,5,9,15
482896,0,48,1,0,5,17,31
482897,9,48,1,99,5,15,30
482898,0,48,2,1,5,11,30
482900,0,48,1,0,5,23,31
482901,0,48,1,0,5,7,14
482902,3,48,1,0,5,10,14
482903,0,48,1,0,6,0,80
482904,0,48,1,0,6,17,6
482905,4,48,1,0,6,0,31
482906,0,48,1,0,6,18,31
482907,0,48,1,0,6,6,4
482908,0,48,1,0,6,14,5
482909,0,48,1,0,6,14,16
482910,0,48,1,0,7,18,4
482911,3,48,2,0,7,21,4
482912,0,48,1,0,7,5,4
482913,16,48,1,32,7,10,15
482914,0,48,1,0,7,0,15
482915,0,48,1,0,7,14,6
482916,3,48,1,0,7,19,80
482917,3,48,2,0,7,22,4
482918,0,48,1,0,1,14,20
482919,0,48,1,0,1,17,4
482920,4,48,1,93,1,20,31
482922,0,48,1,0,1,21,4
482923,5,48,1,0,1,5,6
482924,0,48,1,0,1,18,4
482925,0,48,1,0,1,19,66
482926,0,48,1,93,1,20,6
482927,0,48,>2,0,1,2,31
482928,0,48,1,93,1,19,80
482929,0,48,1,0,2,22,20
482930,0,48,1,0,2,14,4
482931,4,48,1,99,2,10,9
482932,4,48,1,0,2,4,14
482933,0,48,1,0,2,13,31
482934,0,48,1,0,2,1,4
482935,5,48,1,0,2,0,80
482936,0,48,1,0,2,19,58
482937,0,48,1,0,3,10,30
482938,0,48,1,15,3,22,4
482939,5,48,1,0,3,1,80
482940,4,48,1,0,3,2,80
482941,0,48,1,0,3,11,80
482942,6,48,1,93,3,7,4
482943,0,48,1,0,3,11,14
482944,0,48,1,5,4,13,14
482945,4,48,1,0,4,5,4
482946,4,48,2,0,4,18,31
482947,0,48,1,93,4,16,31
482948,2,48,1,0,5,6,2
482949,9,48,1,99,5,16,99
482950,0,48,1,0,5,18,4
482951,0,48,1,0,5,3,66
482952,0,48,1,0,5,18,20
482953,0,48,1,0,5,9,31
482954,0,48,1,0,6,7,2
482956,0,48,1,0,6,6,14
482957,0,48,1,0,6,23,14
482958,9,48,1,99,6,2,99
482959,3,48,1,0,6,5,30
482960,0,48,2,0,6,6,4
482961,0,48,1,0,6,18,31
482962,4,48,1,0,6,12,66
482963,0,48,1,0,6,23,4
482964,0,48,1,0,6,18,14
482965,0,48,1,0,6,19,4
482966,9,48,1,99,6,13,80
482967,0,48,1,0,6,21,15
482968,0,48,1,0,7,2,66
482969,3,48,1,0,7,1,15
482970,4,48,1,0,7,14,63
482971,3,48,1,0,7,20,31
482972,4,48,1,0,7,1,31
482973,0,48,1,0,7,2,2
482974,4,48,1,0,7,10,80
482975,0,48,1,0,7,18,14
482976,5,48,1,0,7,20,31
482977,4,48,1,0,7,4,16
482978,4,48,2,0,7,7,30
