ST_CASE,DAY_WEEK,HOUR,BODY_TYP,FATAL_LEVEL,WEATHER,FATAL_COUNT,BODY_TYP2
420186,1,4,14,1,4,1,2
420203,4,16,14,1,1,1,2
420223,6,23,14,1,5,1,2
420232,1,12,14,1,1,1,2
420241,7,22,15,1,1,1,2
420258,6,0,14,1,1,1,2
420260,7,12,14,1,1,1,2
420265,6,3,14,1,4,1,2
420269,6,2,14,1,1,1,2
420273,4,15,14,1,1,1,2
420276,6,15,14,1,1,1,2
420294,7,20,14,1,1,1,2
420303,2,16,14,1,1,1,2
420313,3,5,16,1,1,1,2
420322,1,15,14,1,1,1,2
420330,2,19,14,1,1,1,2
420331,3,15,14,1,2,1,2
420334,2,15,14,1,1,1,2
420348,4,3,14,1,1,1,2
420354,7,7,14,1,1,1,2
420371,7,15,14,1,1,1,2
420373,1,3,14,1,1,1,2
420374,7,22,14,1,1,1,2
420375,1,7,14,1,1,1,2
420387,1,8,14,1,1,1,2
420390,2,22,14,1,1,1,2
420391,7,21,14,1,1,1,2
420397,4,21,15,1,1,1,2
420405,5,12,16,1,1,1,2
420415,3,0,14,1,1,1,2
420431,7,0,14,1,1,1,2
420442,1,21,14,1,1,1,2
420444,1,0,15,1,2,1,2
420445,1,2,14,1,2,1,2
420453,1,3,14,1,2,1,2
420460,1,18,14,1,1,1,2
420467,3,18,14,1,1,1,2
420471,2,20,14,1,1,1,2
420481,5,21,14,1,1,1,2
420493,3,17,14,1,1,1,2
420497,6,18,15,1,1,1,2
420499,3,15,14,1,1,1,2
420501,6,9,14,1,1,1,2
420508,4,4,14,1,1,1,2
420519,2,20,14,1,1,1,2
420524,2,9,14,1,1,1,2
420527,5,20,14,1,1,1,2
420533,2,5,14,1,1,1,2
420536,1,3,14,1,1,1,2
420537,1,3,14,1,1,1,2
420558,1,18,14,1,1,1,2
420559,6,4,14,1,1,1,2
420567,4,11,14,1,1,1,2
420577,2,19,14,1,1,1,2
420585,6,15,14,1,2,1,2
420594,5,11,14,1,1,1,2
420595,6,15,14,1,1,1,2
420600,1,13,14,1,1,1,2
420607,4,20,14,1,1,1,2
420610,7,6,14,1,1,1,2
420612,1,2,15,1,2,1,2
420613,1,18,14,1,1,1,2
420617,1,23,14,1,1,1,2
420632,3,9,15,1,1,1,2
420651,5,6,14,1,1,1,2
420656,1,3,14,1,1,1,2
420678,1,22,14,1,1,1,2
420685,3,20,14,1,1,1,2
420687,4,6,14,1,1,1,2
420691,6,18,14,1,1,1,2
420692,1,15,14,1,1,1,2
420700,1,21,14,1,1,1,2
420704,4,13,14,1,4,1,2
420707,4,9,14,1,2,1,2
420708,3,11,14,1,1,1,2
420712,4,21,14,1,1,1,2
420723,1,20,14,1,1,1,2
420734,3,16,14,1,1,1,2
420743,4,23,14,1,2,1,2
420747,6,22,15,1,1,1,2
420764,6,19,14,1,1,1,2
420788,2,7,14,1,1,1,2
420794,2,7,14,1,1,1,2
420800,4,11,14,1,1,1,2
420804,1,0,14,1,1,1,2
420818,6,8,14,1,1,1,2
420822,1,19,14,1,1,1,2
420830,5,22,14,1,1,1,2
420833,2,22,15,1,1,1,2
420834,6,20,14,1,1,1,2
420838,2,17,14,1,1,1,2
420840,4,9,15,1,2,1,2
420842,7,17,14,1,1,1,2
420853,6,14,14,1,1,1,2
420860,4,4,14,1,1,1,2
420862,5,3,14,1,1,1,2
420874,1,11,14,1,1,1,2
420875,6,19,14,1,1,1,2
420876,3,22,14,1,1,1,2
420880,4,16,14,1,1,1,2
420887,3,0,14,1,5,1,2
420888,2,17,14,1,2,1,2
420892,6,12,14,1,1,1,2
420900,4,14,14,1,1,1,2
420901,5,21,14,1,1,1,2
420904,6,2,15,1,1,1,2
420905,7,1,15,1,1,1,2
420911,7,3,14,1,1,1,2
420925,5,21,14,1,1,1,2
420926,2,5,15,1,1,1,2
420931,6,0,14,1,1,1,2
420932,5,16,14,1,1,1,2
420935,6,14,14,1,1,1,2
420940,4,18,14,1,1,1,2
420941,3,15,14,1,1,1,2
420956,1,0,14,1,1,1,2
420957,1,4,15,1,1,1,2
420970,7,23,15,1,2,1,2
420975,2,9,14,1,1,1,2
420977,7,2,14,1,1,1,2
420980,4,6,14,1,1,1,2
420983,3,20,14,1,1,1,2
421004,7,17,15,1,1,1,2
421012,6,12,14,1,1,1,2
421017,7,17,14,1,2,1,2
421020,3,16,14,1,1,1,2
421032,7,3,14,1,1,1,2
421034,4,14,14,1,1,1,2
421039,6,15,14,1,1,1,2
421040,1,15,14,1,1,1,2
421041,2,9,14,1,5,1,2
421045,4,4,16,1,2,1,2
421056,7,11,15,1,1,1,2
421060,6,12,14,1,2,1,2
421063,6,15,14,1,1,1,2
421070,6,5,14,1,1,1,2
421072,3,17,15,1,2,1,2
421079,3,22,14,1,1,1,2
421086,4,18,14,1,1,1,2
421094,4,10,14,1,1,1,2
440021,1,0,14,1,1,1,2
440026,5,16,14,1,1,1,2
440034,1,19,15,1,1,1,2
440035,2,21,14,1,1,1,2
440036,2,11,14,1,1,1,2
450010,2,18,14,1,1,1,2
450014,3,20,14,1,1,1,2
450024,7,10,15,1,1,1,2
450031,6,20,14,1,1,1,2
450037,4,9,14,1,1,1,2
450042,5,7,14,1,1,1,2
450056,7,22,14,1,1,1,2
450060,2,12,14,1,1,1,2
450061,3,12,14,1,1,1,2
450069,4,0,16,1,10,1,2
450070,4,19,14,1,1,1,2
450073,5,15,14,1,1,1,2
450074,5,15,14,1,1,1,2
450075,5,16,15,1,1,1,2
450077,6,20,14,1,1,1,2
450083,1,3,14,1,1,1,2
450084,2,6,14,1,1,1,2
450093,7,6,16,1,1,1,2
450094,7,5,14,1,1,1,2
450095,7,21,15,1,1,1,2
450096,1,0,14,1,1,1,2
450099,2,6,14,1,1,1,2
450115,7,18,16,1,1,1,2
450116,5,21,14,1,1,1,2
450117,2,22,14,1,10,1,2
450118,3,19,14,1,2,1,2
450119,3,14,14,1,1,1,2
450126,4,14,15,1,1,1,2
450127,6,19,14,1,1,1,2
450129,7,15,14,1,1,1,2
450130,7,2,15,1,1,1,2
450137,2,17,15,1,1,1,2
450138,3,14,15,1,1,1,2
450142,1,20,15,1,1,1,2
450150,5,7,14,1,1,1,2
450167,7,1,14,1,1,1,2
450168,7,2,14,1,10,1,2
450177,2,17,14,1,10,1,2
450189,2,19,14,1,1,1,2
450192,2,14,14,1,10,1,2
450207,2,1,15,1,1,1,2
450208,1,20,15,1,1,1,2
450212,6,18,14,1,1,1,2
450213,7,21,14,1,1,1,2
450217,5,8,14,1,2,1,2
450218,5,15,14,1,2,1,2
450220,2,22,14,1,1,1,2
450221,6,20,14,1,10,1,2
450225,2,21,14,1,1,1,2
450227,3,21,14,1,1,1,2
450231,5,21,15,1,1,1,2
450242,2,14,14,1,1,1,2
450243,2,8,14,1,1,1,2
450259,2,9,14,1,10,1,2
450292,7,1,15,1,1,1,2
450293,7,14,14,1,1,1,2
450312,6,16,14,1,1,1,2
450314,7,18,14,1,1,1,2
450318,7,17,15,1,1,1,2
450321,2,21,15,1,1,1,2
450322,2,8,14,1,1,1,2
450329,7,9,14,1,1,1,2
450337,3,0,14,1,1,1,2
450341,2,6,14,1,1,1,2
450342,4,4,14,1,1,1,2
450346,7,21,15,1,1,1,2
450350,6,15,15,1,1,1,2
450352,4,16,14,1,1,1,2
450353,4,15,14,1,1,1,2
450355,5,15,14,1,1,1,2
450372,7,23,14,1,1,1,2
450375,2,12,16,1,1,1,2
450377,4,9,14,1,1,1,2
450379,4,21,14,1,1,1,2
450401,6,16,15,1,1,1,2
450412,3,18,14,1,1,1,2
450421,7,5,15,1,1,1,2
450422,1,0,14,1,1,1,2
450432,5,16,15,1,1,1,2
450442,2,15,15,1,2,1,2
450443,2,18,14,1,1,1,2
450457,2,14,14,1,1,1,2
450478,7,15,15,1,2,1,2
450480,5,6,14,1,1,1,2
450482,6,10,16,1,1,1,2
450483,1,21,16,1,1,1,2
450485,7,11,14,1,1,1,2
450487,1,2,14,1,1,1,2
450500,7,11,15,1,1,1,2
450501,2,17,14,1,1,1,2
450512,5,22,14,1,2,1,2
450514,6,13,14,1,10,1,2
450533,7,23,14,1,1,1,2
450535,5,12,14,1,1,1,2
450538,7,18,14,1,1,1,2
450549,1,12,14,1,2,1,2
450552,3,20,14,1,1,1,2
450553,3,18,14,1,1,1,2
450561,7,0,14,1,1,1,2
450567,6,22,14,1,1,1,2
450570,3,9,14,1,1,1,2
450571,3,2,14,1,1,1,2
450574,5,15,15,1,1,1,2
450582,1,17,14,1,2,1,2
450589,6,15,15,1,1,1,2
450596,7,15,16,1,10,1,2
450599,2,15,14,1,1,1,2
450601,3,11,14,1,1,1,2
450625,4,21,14,1,1,1,2
450629,6,6,14,1,1,1,2
450631,7,3,14,1,2,1,2
450640,4,5,14,1,1,1,2
450642,7,20,14,1,1,1,2
450646,4,19,14,1,1,1,2
450649,5,20,14,1,1,1,2
450650,6,0,14,1,1,1,2
450651,6,15,14,1,1,1,2
450652,6,20,14,1,1,1,2
450657,7,0,14,1,1,1,2
450665,1,13,16,1,1,1,2
450669,3,17,14,1,1,1,2
450679,7,23,14,1,1,1,2
450686,3,17,14,1,1,1,2
450687,3,21,14,1,1,1,2
450689,4,15,15,1,1,1,2
450693,6,10,14,1,1,1,2
450706,2,14,14,1,10,1,2
450708,3,14,14,1,1,1,2
450710,3,1,14,1,1,1,2
450717,6,18,14,1,1,1,2
450718,7,0,14,1,1,1,2
450719,7,1,14,1,1,1,2
450725,2,1,14,1,1,1,2
450735,6,15,14,1,1,1,2
450738,5,15,15,1,2,1,2
450743,3,6,15,1,1,1,2
450744,2,18,12,1,1,1,2
450747,6,14,14,1,1,1,2
450748,6,19,15,1,1,1,2
450768,7,21,14,1,2,1,2
450769,7,22,15,1,1,1,2
450774,4,19,14,1,1,1,2
450775,5,19,14,1,1,1,2
450778,6,18,14,1,1,1,2
450779,1,18,14,1,1,1,2
450786,3,18,14,1,1,1,2
450794,2,14,15,1,1,1,2
450802,6,18,15,1,1,1,2
450804,2,14,14,1,2,1,2
450811,5,14,15,1,1,1,2
450818,5,7,14,1,1,1,2
450826,6,13,14,1,1,1,2
450830,7,3,15,1,1,1,2
450847,6,1,14,1,1,1,2
450848,3,17,14,1,1,1,2
450866,1,19,14,1,1,1,2
450870,3,22,15,1,1,1,2
450886,4,5,14,1,2,1,2
450888,4,2,15,1,2,1,2
450890,4,19,14,1,2,1,2
450894,3,16,15,1,1,1,2
450898,7,1,15,1,1,1,2
460001,2,18,14,1,4,1,2
460008,6,19,14,1,10,1,2
460010,3,7,14,1,1,1,2
460019,1,2,14,1,1,1,2
460022,5,18,14,1,1,1,2
460029,1,20,16,1,2,1,2
460037,3,12,14,1,1,1,2
460038,5,11,14,1,1,1,2
460044,7,14,14,1,1,1,2
460071,7,16,16,1,1,1,2
460078,6,20,14,1,1,1,2
460086,1,0,15,1,1,1,2
460092,1,19,16,1,1,1,2
460100,1,18,14,1,1,1,2
460105,6,19,14,1,1,1,2
470037,6,1,14,1,2,1,2
470041,4,10,14,1,1,1,2
470056,5,6,14,1,1,1,2
470062,6,13,14,1,1,1,2
470066,7,23,15,1,1,1,2
470071,6,12,15,1,10,1,2
470074,7,8,14,1,1,1,2
470081,4,20,14,1,1,1,2
470085,7,13,14,1,1,1,2
470088,7,14,14,1,1,1,2
470100,3,16,15,1,1,1,2
470119,7,15,15,1,10,1,2
470120,6,13,14,1,3,1,2
470131,4,15,14,1,2,1,2
470136,5,0,14,1,4,1,2
470149,4,23,14,1,5,1,2
470160,5,0,14,1,10,1,2
470163,2,21,14,1,1,1,2
470167,6,14,14,1,1,1,2
470169,3,21,15,1,1,1,2
470182,1,10,14,1,10,1,2
470185,6,17,15,1,1,1,2
470186,7,22,14,1,1,1,2
470187,5,5,14,1,1,1,2
470188,7,1,15,1,1,1,2
470196,3,20,14,1,5,1,2
470203,7,3,14,1,1,1,2
470209,2,2,14,1,10,1,2
470211,4,14,14,1,2,1,2
470224,3,18,14,1,1,1,2
470227,3,12,14,1,1,1,2
470232,7,13,15,1,10,1,2
470235,5,7,14,1,1,1,2
470237,3,15,14,1,1,1,2
470239,7,20,14,1,1,1,2
470246,7,21,14,1,1,1,2
470255,3,7,16,1,1,1,2
470261,7,15,14,1,1,1,2
470269,7,1,14,1,1,1,2
470278,4,14,14,1,1,1,2
470287,5,21,15,1,2,1,2
470295,3,0,15,1,1,1,2
470304,4,17,15,1,10,1,2
470306,4,9,14,1,1,1,2
470312,5,3,14,1,5,1,2
470318,6,1,14,1,1,1,2
470321,5,16,15,1,1,1,2
470327,5,18,14,1,1,1,2
470330,7,19,14,1,2,1,2
470345,4,15,15,1,1,1,2
470355,6,11,14,1,10,1,2
470364,7,15,14,1,1,1,2
470366,2,23,14,1,1,1,2
470378,6,4,14,1,1,1,2
470394,1,0,14,1,10,1,2
470395,1,1,14,1,2,1,2
470411,2,9,14,1,1,1,2
470416,1,17,16,1,1,1,2
470426,3,11,14,1,1,1,2
470437,7,21,14,1,1,1,2
470438,7,15,14,1,1,1,2
470464,7,17,15,1,1,1,2
470485,7,17,14,1,1,1,2
470495,3,18,14,1,1,1,2
470496,7,14,14,1,1,1,2
470500,2,18,14,1,1,1,2
470510,4,17,14,1,1,1,2
470511,1,16,14,1,1,1,2
470513,1,16,14,1,1,1,2
470517,7,15,15,1,1,1,2
470528,2,20,14,1,1,1,2
470537,2,15,14,1,1,1,2
470548,5,18,14,1,1,1,2
470553,6,16,14,1,1,1,2
470554,6,3,14,1,1,1,2
470562,4,16,14,1,1,1,2
470565,6,23,14,1,1,1,2
470572,7,23,15,1,1,1,2
470575,7,12,14,1,1,1,2
470583,7,1,14,1,1,1,2
470584,1,2,15,1,1,1,2
470594,4,16,14,1,10,1,2
470598,3,17,14,1,1,1,2
470605,4,14,14,1,1,1,2
470609,3,12,14,1,1,1,2
470617,7,23,14,1,1,1,2
470619,7,19,14,1,1,1,2
470630,2,14,14,1,1,1,2
470633,6,17,14,1,1,1,2
470638,7,19,14,1,1,1,2
470641,4,11,14,1,1,1,2
470642,7,19,14,1,2,1,2
470643,3,7,14,1,2,1,2
470671,2,22,15,1,1,1,2
470674,2,18,14,1,10,1,2
470675,7,13,15,1,1,1,2
470679,6,16,14,1,1,1,2
470684,3,10,14,1,1,1,2
470685,5,19,14,1,1,1,2
470692,1,3,14,1,1,1,2
470695,6,1,14,1,1,1,2
470697,3,0,14,1,1,1,2
470712,5,10,14,1,1,1,2
470717,6,8,14,1,1,1,2
470718,7,12,15,1,1,1,2
470728,1,3,14,1,1,1,2
470738,5,19,14,1,10,1,2
470745,4,21,14,1,1,1,2
470757,7,18,14,1,1,1,2
470759,3,15,14,1,1,1,2
470766,6,13,14,1,10,1,2
470783,3,15,14,1,1,1,2
470794,1,9,14,1,1,1,2
470804,7,19,14,1,1,1,2
470806,6,0,15,1,1,1,2
470808,6,15,14,1,1,1,2
470809,3,14,14,1,10,1,2
470815,4,19,14,1,1,1,2
470820,3,8,15,1,1,1,2
470829,1,2,15,1,1,1,2
470830,2,19,14,1,2,1,2
470847,6,17,14,1,1,1,2
470856,4,5,14,1,10,1,2
470862,1,3,15,1,1,1,2
470865,7,17,14,1,1,1,2
470874,1,14,14,1,2,1,2
470876,3,4,14,1,1,1,2
470877,5,2,14,1,2,1,2
470888,5,0,15,1,10,1,2
470889,2,5,14,1,2,1,2
470890,4,0,14,1,1,1,2
470903,2,9,15,1,1,1,2
470915,3,19,14,1,1,1,2
480005,5,18,15,1,1,1,2
480013,6,7,14,1,10,1,2
480015,6,13,14,1,2,1,2
480027,1,23,15,1,1,1,2
480028,2,16,15,1,1,1,2
480031,2,21,15,1,1,1,2
480032,2,18,15,1,1,1,2
480039,3,17,14,1,1,1,2
480040,4,18,14,1,1,1,2
480055,1,17,15,1,10,1,2
480057,1,20,14,1,2,1,2
480059,4,13,14,1,10,1,2
480061,2,7,15,1,5,1,2
480062,3,14,14,1,10,1,2
480063,3,16,14,1,10,1,2
480067,4,8,16,1,4,1,2
480068,5,2,16,1,10,1,2
480082,5,22,14,1,1,1,2
480083,6,8,14,1,2,1,2
480099,5,15,14,1,1,1,2
480101,5,1,14,1,1,1,2
480113,7,6,14,1,1,1,2
480117,1,4,16,1,1,1,2
480122,2,0,14,1,1,1,2
480124,2,14,15,1,1,1,2
480125,2,17,14,1,1,1,2
480126,2,5,15,1,1,1,2
480127,2,4,16,1,1,1,2
480137,4,19,14,1,2,1,2
480159,2,21,14,1,1,1,2
480182,1,21,15,1,1,1,2
480190,5,3,14,1,10,1,2
480191,6,22,14,1,1,1,2
480198,7,16,15,1,1,1,2
480200,1,2,15,1,1,1,2
480210,5,17,14,1,1,1,2
480234,2,2,16,1,1,1,2
480241,3,23,15,1,2,1,2
480264,1,13,14,1,1,1,2
480266,3,16,15,1,1,1,2
480272,4,7,15,1,10,1,2
480273,4,19,14,1,1,1,2
480284,2,21,15,1,2,1,2
480285,2,8,14,1,2,1,2
480304,3,21,15,1,1,1,2
480311,5,12,14,1,1,1,2
480314,6,19,15,1,1,1,2
480322,7,3,14,1,1,1,2
480332,3,21,15,1,1,1,2
480337,4,11,14,1,1,1,2
480347,6,13,16,1,10,1,2
480351,7,21,15,1,1,1,2
480356,1,20,15,1,10,1,2
480360,1,22,14,1,1,1,2
480363,1,6,15,1,10,1,2
480364,2,4,14,1,3,1,2
480380,2,22,15,1,4,1,2
480385,6,0,15,1,1,1,2
480386,6,11,15,1,1,1,2
480390,1,6,14,1,1,1,2
480394,6,19,14,1,1,1,2
480395,4,17,16,1,1,1,2
480398,3,23,15,1,1,1,2
480411,3,18,15,1,10,1,2
480413,4,16,14,1,10,1,2
480432,3,13,14,1,1,1,2
480433,3,6,15,1,5,1,2
480439,4,8,14,1,3,1,2
480466,2,7,16,1,10,1,2
480482,7,22,14,1,1,1,2
480485,1,6,14,1,1,1,2
480488,1,6,15,1,10,1,2
480494,4,1,15,1,1,1,2
480497,2,10,14,1,3,1,2
480501,1,15,14,1,10,1,2
480503,3,8,15,1,5,1,2
480506,6,20,15,1,1,1,2
480516,5,12,14,1,1,1,2
480539,2,7,15,1,10,1,2
480546,3,16,14,1,1,1,2
480554,4,12,14,1,2,1,2
480561,5,17,14,1,2,1,2
480570,7,2,15,1,2,1,2
480587,3,6,14,1,1,1,2
480591,4,0,15,1,10,1,2
480592,4,16,15,1,1,1,2
480593,5,11,14,1,1,1,2
480599,6,1,15,1,10,1,2
480608,3,22,14,1,1,1,2
480613,5,1,15,1,2,1,2
480614,6,1,14,1,10,1,2
480619,5,3,15,1,2,1,2
480624,6,0,14,1,10,1,2
480637,6,19,14,1,1,1,2
480638,7,5,14,1,1,1,2
480641,7,4,14,1,1,1,2
480644,1,22,14,1,1,1,2
480646,1,1,14,1,1,1,2
480649,2,21,15,1,1,1,2
480650,2,20,15,1,1,1,2
480653,3,15,16,1,1,1,2
480657,2,1,14,1,2,1,2
480658,2,0,14,1,1,1,2
480674,5,0,14,1,10,1,2
480685,5,17,15,1,1,1,2
480691,6,11,15,1,1,1,2
480709,1,15,14,1,1,1,2
480711,2,10,15,1,1,1,2
480713,2,13,16,1,10,1,2
480715,2,15,14,1,1,1,2
480716,2,17,14,1,1,1,2
480723,4,5,14,1,1,1,2
480726,4,0,15,1,1,1,2
480727,4,7,14,1,10,1,2
480737,7,0,14,1,1,1,2
480739,7,16,14,1,1,1,2
480744,7,21,15,1,1,1,2
480761,5,1,14,1,10,1,2
480774,1,5,14,1,10,1,2
480777,4,6,15,1,1,1,2
480790,3,13,14,1,10,1,2
480802,7,0,14,1,2,1,2
480804,1,17,16,1,1,1,2
480807,3,1,14,1,10,1,2
480812,1,17,14,1,1,1,2
480819,6,21,15,1,10,1,2
480834,7,5,15,1,1,1,2
480835,7,19,14,1,10,1,2
480841,3,5,14,1,1,1,2
480843,3,19,14,1,10,1,2
480865,1,4,15,1,1,1,2
480878,3,19,14,1,10,1,2
480887,6,16,15,1,1,1,2
480901,6,21,15,1,1,1,2
480911,1,12,15,1,1,1,2
480931,4,1,16,1,1,1,2
480932,4,3,14,1,1,1,2
480934,5,9,16,1,10,1,2
480935,5,10,15,1,1,1,2
480941,6,17,14,1,10,1,2
480948,1,16,14,1,1,1,2
480954,7,23,14,1,1,1,2
480968,7,17,14,1,1,1,2
481008,2,6,14,1,10,1,2
481016,5,13,14,1,10,1,2
481019,6,18,14,1,10,1,2
481021,6,0,14,1,10,1,2
481025,6,20,14,1,1,1,2
481026,7,1,14,1,10,1,2
481028,7,1,14,1,10,1,2
481030,1,14,14,1,1,1,2
481036,2,9,14,1,10,1,2
481047,5,2,14,1,2,1,2
481054,5,23,14,1,2,1,2
481061,7,2,15,1,1,1,2
481073,3,14,14,1,1,1,2
481076,7,21,14,1,1,1,2
481079,3,14,14,1,10,1,2
481097,7,5,15,1,10,1,2
481103,1,8,15,1,10,1,2
481105,1,22,15,1,1,1,2
481106,2,17,15,1,10,1,2
481114,4,9,14,1,10,1,2
481119,6,22,14,1,1,1,2
481121,7,14,14,1,10,1,2
481126,1,5,14,1,10,1,2
481153,6,13,14,1,10,1,2
481172,7,7,14,1,1,1,2
481187,4,21,14,1,1,1,2
481192,7,17,14,1,10,1,2
481194,1,21,15,1,1,1,2
481205,4,20,15,1,1,1,2
481206,4,21,14,1,1,1,2
481215,6,6,15,1,1,1,2
481220,7,21,14,1,1,1,2
481226,7,1,14,1,1,1,2
481253,3,17,15,1,1,1,2
481266,7,2,15,1,1,1,2
481284,6,22,15,1,1,1,2
481286,6,15,10,1,1,1,2
481292,1,4,15,1,10,1,2
481293,1,7,14,1,10,1,2
481295,1,12,14,1,2,1,2
481299,6,5,14,1,2,1,2
481302,7,12,15,1,10,1,2
481303,7,16,15,1,1,1,2
481309,2,6,14,1,1,1,2
481322,6,21,14,1,1,1,2
481323,7,0,14,1,1,1,2
481328,2,12,15,1,1,1,2
481340,7,12,14,1,10,1,2
481344,2,6,15,1,1,1,2
481356,1,20,15,1,1,1,2
481365,4,2,14,1,1,1,2
481382,7,9,14,1,1,1,2
481392,1,2,14,1,1,1,2
481422,7,15,14,1,1,1,2
481423,7,23,14,1,1,1,2
481437,2,3,14,1,10,1,2
481443,5,1,15,1,2,1,2
481450,7,20,14,1,1,1,2
481451,2,5,14,1,1,1,2
481465,4,12,15,1,1,1,2
481476,5,18,14,1,1,1,2
481479,6,16,16,1,1,1,2
481481,6,23,15,1,1,1,2
481494,1,16,14,1,1,1,2
481503,1,9,15,1,1,1,2
481504,1,2,14,1,1,1,2
481507,2,13,14,1,1,1,2
481515,4,21,15,1,1,1,2
481525,6,11,14,1,1,1,2
481526,6,7,16,1,1,1,2
481535,2,15,15,1,1,1,2
481539,3,23,15,1,1,1,2
481540,3,21,15,1,1,1,2
481552,5,23,14,1,1,1,2
481554,7,0,14,1,1,1,2
481557,6,11,15,1,1,1,2
481558,6,2,14,1,10,1,2
481562,2,9,15,1,10,1,2
481580,2,7,14,1,1,1,2
481586,4,5,15,1,1,1,2
481600,1,6,14,1,1,1,2
481610,5,13,14,1,1,1,2
481611,5,1,15,1,1,1,2
481613,4,14,14,1,1,1,2
481620,6,15,14,1,10,1,2
481624,7,9,14,1,1,1,2
481633,7,4,15,1,1,1,2
481644,1,1,15,1,1,1,2
481650,3,21,15,1,1,1,2
481655,2,22,14,1,10,1,2
481656,6,12,14,1,1,1,2
481657,7,13,14,1,1,1,2
481662,6,21,15,1,1,1,2
481670,4,0,14,1,1,1,2
481680,5,21,14,1,1,1,2
481683,6,17,15,1,1,1,2
481686,3,1,15,1,1,1,2
481692,1,17,14,1,1,1,2
481698,2,0,14,1,1,1,2
481702,5,9,14,1,1,1,2
481706,1,6,14,1,1,1,2
481707,1,5,14,1,1,1,2
481716,1,9,15,1,10,1,2
481719,2,21,15,1,1,1,2
481720,3,9,14,1,1,1,2
481736,6,12,14,1,10,1,2
481739,1,18,14,1,1,1,2
481740,3,2,16,1,1,1,2
481747,7,16,15,1,1,1,2
481756,6,18,15,1,10,1,2
481759,3,13,14,1,1,1,2
481766,4,21,14,1,1,1,2
481768,7,11,14,1,1,1,2
481774,6,2,14,1,1,1,2
481784,7,23,14,1,1,1,2
481786,7,14,14,1,1,1,2
481796,1,4,15,1,1,1,2
481797,1,2,15,1,1,1,2
481798,2,9,14,1,1,1,2
481799,2,2,15,1,1,1,2
481815,6,8,14,1,1,1,2
481818,6,16,14,1,1,1,2
481819,6,0,14,1,1,1,2
481826,1,17,14,1,1,1,2
481829,1,15,14,1,1,1,2
481831,1,4,16,1,1,1,2
481833,2,20,14,1,1,1,2
481834,3,8,14,1,1,1,2
481835,3,22,14,1,1,1,2
481842,1,2,14,1,1,1,2
481853,1,18,14,1,1,1,2
481863,2,17,14,1,1,1,2
481867,5,4,14,1,1,1,2
481875,1,6,15,1,1,1,2
481876,2,20,14,1,1,1,2
481877,2,8,15,1,1,1,2
481882,4,13,14,1,1,1,2
481893,3,2,15,1,1,1,2
481905,1,16,14,1,10,1,2
481913,4,13,14,1,1,1,2
481926,3,20,15,1,1,1,2
481937,6,9,14,1,10,1,2
481941,5,8,14,1,1,1,2
481942,5,22,14,1,1,1,2
481947,7,9,14,1,1,1,2
481971,5,12,14,1,1,1,2
481978,7,13,15,1,1,1,2
481980,6,21,16,1,2,1,2
481982,1,20,16,1,2,1,2
481994,1,20,14,1,1,1,2
481998,3,23,15,1,1,1,2
482010,7,21,16,1,1,1,2
482014,1,2,15,1,1,1,2
482016,2,0,14,1,1,1,2
482026,3,0,15,1,1,1,2
482033,4,12,14,1,1,1,2
482043,5,7,10,1,10,1,2
482055,7,1,14,1,1,1,2
482069,2,0,14,1,1,1,2
482076,4,13,15,1,10,1,2
482080,6,21,15,1,1,1,2
482081,6,9,15,1,1,1,2
482092,4,2,14,1,1,1,2
482094,5,4,14,1,1,1,2
482096,1,23,14,1,1,1,2
482102,2,5,14,1,1,1,2
482107,7,22,15,1,1,1,2
482111,5,5,15,1,1,1,2
482122,4,23,14,1,10,1,2
482147,2,4,14,1,1,1,2
482164,5,5,15,1,10,1,2
482190,7,5,15,1,1,1,2
482193,7,15,14,1,1,1,2
482194,7,20,16,1,10,1,2
482204,2,11,14,1,1,1,2
482206,2,11,16,1,1,1,2
482207,4,20,15,1,1,1,2
482211,6,4,14,1,1,1,2
482215,1,1,15,1,1,1,2
482219,5,7,14,1,1,1,2
482220,5,2,14,1,1,1,2
482227,1,2,14,1,10,1,2
482241,7,7,14,1,1,1,2
482251,3,1,15,1,1,1,2
482252,4,1,16,1,1,1,2
482261,5,20,15,1,1,1,2
482275,4,6,15,1,1,1,2
482280,5,22,14,1,1,1,2
482281,5,12,15,1,1,1,2
482292,7,8,14,1,1,1,2
482294,7,16,14,1,1,1,2
482295,7,4,14,1,1,1,2
482297,7,5,15,1,10,1,2
482303,7,22,14,1,1,1,2
482304,7,14,14,1,1,1,2
482353,4,14,14,1,1,1,2
482354,3,16,15,1,1,1,2
482355,7,18,14,1,1,1,2
482363,2,4,15,1,1,1,2
482373,5,18,14,1,10,1,2
482382,1,0,15,1,1,1,2
482383,1,2,15,1,1,1,2
482392,4,22,15,1,1,1,2
482393,4,15,14,1,1,1,2
482401,5,23,14,1,1,1,2
482404,5,8,14,1,1,1,2
482408,7,3,14,1,1,1,2
482419,4,14,14,1,1,1,2
482424,6,2,14,1,1,1,2
482425,7,20,15,1,1,1,2
482446,4,6,14,1,2,1,2
482470,5,14,16,1,10,1,2
482473,7,7,15,1,1,1,2
482483,5,19,14,1,2,1,2
482499,4,19,14,1,1,1,2
482520,3,10,15,1,1,1,2
482554,3,0,14,1,1,1,2
482560,2,16,14,1,1,1,2
482572,2,2,15,1,1,1,2
482581,6,3,14,1,10,1,2
482585,1,21,15,1,10,1,2
