ST_CASE,DAY_WEEK,HOUR,BODY_TYP,FATAL_LEVEL,WEATHER,FATAL_COUNT,BODY_TYP2
210245,7,10,4,1,1,1,1
210247,1,2,4,1,1,1,1
210252,3,2,2,1,1,1,1
210253,3,23,4,1,1,1,1
210256,4,9,4,1,1,1,1
210257,6,19,1,1,1,1,1
210261,3,16,3,1,2,1,1
210264,5,17,4,1,2,1,1
210266,7,10,4,1,2,1,1
210270,3,17,6,1,1,1,1
210271,3,17,4,1,1,1,1
210275,6,5,3,1,2,1,1
210277,2,2,3,1,10,1,1
210280,2,14,4,1,10,1,1
210283,2,19,4,1,10,1,1
210284,1,4,4,1,10,1,1
210285,4,23,4,1,1,1,1
210286,3,19,4,1,1,1,1
210287,6,17,4,1,2,1,1
210288,3,2,4,1,10,1,1
210293,4,13,4,1,1,1,1
210296,7,20,4,1,1,1,1
210300,3,10,4,1,10,1,1
210304,5,15,4,1,10,1,1
210305,6,7,4,1,2,1,1
210310,2,1,4,1,1,1,1
210311,3,1,1,1,1,1,1
210312,3,20,4,1,2,1,1
210313,3,21,2,1,2,1,1
210318,5,14,2,1,10,1,1
210321,2,23,4,1,10,1,1
210328,1,11,4,1,1,1,1
210331,1,23,1,1,1,1,1
210334,5,9,5,1,1,1,1
210337,5,4,4,1,10,1,1
210338,5,6,4,1,1,1,1
210341,6,15,4,1,1,1,1
210343,7,3,4,1,5,1,1
210345,7,17,4,1,1,1,1
210347,2,16,2,1,1,1,1
210349,3,14,4,1,1,1,1
210352,4,21,6,1,2,1,1
210356,5,20,2,1,1,1,1
210358,2,15,4,1,10,1,1
210361,3,7,4,1,1,1,1
210362,1,17,4,1,10,1,1
210370,2,15,2,1,1,1,1
210373,3,11,4,1,1,1,1
210374,6,7,4,1,5,1,1
210376,1,0,2,1,5,1,1
210377,1,3,4,1,1,1,1
210379,1,16,2,1,1,1,1
210381,3,7,4,1,10,1,1
210384,4,17,2,1,10,1,1
210385,5,16,2,1,2,1,1
210387,6,12,4,1,1,1,1
210397,4,7,6,1,10,1,1
210399,6,9,4,1,1,1,1
210401,6,15,4,1,1,1,1
210405,4,4,4,1,1,1,1
210408,5,15,3,1,1,1,1
210409,5,23,4,1,1,1,1
210410,3,11,4,1,1,1,1
210413,4,21,2,1,2,1,1
210414,7,5,4,1,1,1,1
210415,7,15,4,1,1,1,1
210417,1,17,4,1,10,1,1
210420,1,15,4,1,1,1,1
210421,2,12,4,1,1,1,1
210423,4,12,4,1,1,1,1
210426,7,4,4,1,1,1,1
210432,3,8,4,1,1,1,1
210439,7,17,4,1,1,1,1
210444,3,17,4,1,1,1,1
210447,5,11,4,1,1,1,1
210448,5,15,4,1,1,1,1
210453,5,7,4,1,2,1,1
210454,7,7,6,1,1,1,1
210457,3,8,5,1,1,1,1
210466,1,7,4,1,10,1,1
210467,1,18,6,1,10,1,1
210468,2,5,4,1,10,1,1
210470,7,7,2,1,10,1,1
210472,3,7,4,1,2,1,1
210475,1,9,1,1,10,1,1
210479,6,16,4,1,2,1,1
210481,6,0,4,1,1,1,1
210487,3,9,4,1,1,1,1
210488,4,10,1,1,10,1,1
210491,5,22,4,1,10,1,1
210500,2,20,4,1,10,1,1
210502,4,1,4,1,1,1,1
210503,4,20,2,1,1,1,1
210504,5,1,4,1,1,1,1
210508,6,13,6,1,2,1,1
210509,6,19,2,1,2,1,1
210511,3,6,4,1,1,1,1
210513,1,4,4,1,10,1,1
210514,2,6,6,1,1,1,1
210517,2,18,4,1,1,1,1
210518,3,3,5,1,10,1,1
210524,6,19,4,1,1,1,1
210525,7,0,4,1,1,1,1
210529,2,4,4,1,1,1,1
210531,4,7,4,1,1,1,1
210532,3,19,4,1,1,1,1
210533,5,6,1,1,1,1,1
210536,6,19,4,1,10,1,1
210538,7,13,4,1,10,1,1
210540,6,22,4,1,10,1,1
210542,1,19,3,1,1,1,1
210544,2,14,4,1,10,1,1
210547,3,13,4,1,2,1,1
210548,3,7,4,1,1,1,1
210549,6,18,2,1,1,1,1
210550,7,7,4,1,10,1,1
210556,4,21,6,1,10,1,1
210558,6,8,4,1,1,1,1
210559,5,23,4,1,10,1,1
210560,4,6,4,1,10,1,1
210565,5,14,6,1,1,1,1
210566,1,20,4,1,10,1,1
210568,3,7,4,1,1,1,1
210570,4,14,6,1,10,1,1
210572,3,14,4,1,1,1,1
210574,5,15,2,1,1,1,1
210577,1,3,4,1,1,1,1
210582,5,19,4,1,1,1,1
210585,3,18,4,1,1,1,1
210587,6,17,4,1,10,1,1
210588,5,16,4,1,1,1,1
210590,7,12,4,1,1,1,1
210592,7,13,4,1,1,1,1
210596,4,14,1,1,2,1,1
210597,6,14,6,1,1,1,1
210600,5,15,4,1,10,1,1
210602,6,12,4,1,10,1,1
210609,6,4,4,1,1,1,1
210610,2,21,4,1,1,1,1
210613,4,1,4,1,10,1,1
210614,4,20,6,1,1,1,1
210615,3,20,2,1,1,1,1
210620,2,17,2,1,1,1,1
210621,1,2,4,1,1,1,1
210622,6,21,4,1,1,1,1
210625,2,12,4,1,10,1,1
210629,6,16,2,1,10,1,1
210631,1,4,2,1,1,1,1
210632,3,17,4,1,1,1,1
210634,5,21,4,1,1,1,1
210635,5,22,4,1,10,1,1
210637,6,19,6,1,1,1,1
210642,1,14,4,1,1,1,1
210646,5,19,2,1,1,1,1
210647,6,13,4,1,1,1,1
210648,6,1,4,1,10,1,1
210651,2,20,4,1,2,1,1
210652,7,6,4,1,1,1,1
210653,5,3,4,1,2,1,1
210655,3,20,2,1,2,1,1
210660,5,6,4,1,1,1,1
210661,5,9,4,1,10,1,1
210663,6,11,4,1,10,1,1
210665,6,23,2,1,1,1,1
210668,3,15,4,1,1,1,1
210670,4,7,1,1,1,1,1
210672,5,6,6,1,1,1,1
210673,5,19,4,1,1,1,1
210674,3,18,4,1,10,1,1
210676,7,16,4,1,10,1,1
210677,7,22,4,1,10,1,1
210681,3,13,6,1,1,1,1
210682,7,7,4,1,1,1,1
210687,7,23,4,1,1,1,1
210689,7,20,4,1,1,1,1
210692,7,19,4,1,10,1,1
210694,6,10,2,1,1,1,1
220003,2,16,2,1,1,1,1
220006,4,21,3,1,1,1,1
220008,1,23,4,1,1,1,1
220009,7,15,2,1,1,1,1
220018,7,21,4,1,2,1,1
220019,7,23,4,1,2,1,1
220021,3,13,4,1,10,1,1
220022,4,5,4,1,10,1,1
220023,5,16,4,1,1,1,1
220026,7,3,4,1,10,1,1
220032,5,6,4,1,2,1,1
220037,7,21,4,1,1,1,1
220041,5,11,4,1,1,1,1
220045,7,14,4,1,1,1,1
220049,6,21,3,1,1,1,1
220054,3,15,4,1,1,1,1
220058,5,15,4,1,1,1,1
220059,5,18,4,1,1,1,1
220060,6,6,4,1,1,1,1
220062,6,21,4,1,1,1,1
220063,6,22,4,1,1,1,1
220071,2,0,4,1,2,1,1
220072,2,13,4,1,1,1,1
220081,2,2,4,1,1,1,1
220082,3,18,2,1,1,1,1
220086,1,5,3,1,10,1,1
220087,5,18,4,1,1,1,1
220094,7,1,2,1,1,1,1
220095,2,11,6,1,1,1,1
220098,1,3,4,1,10,1,1
220099,2,9,4,1,10,1,1
220100,4,2,4,1,10,1,1
220101,4,11,4,1,1,1,1
220102,5,0,3,1,3,1,1
220105,6,2,4,1,1,1,1
220106,6,15,4,1,1,1,1
220110,1,5,4,1,1,1,1
220112,2,23,4,1,1,1,1
220121,1,16,4,1,1,1,1
220125,3,1,4,1,1,1,1
220126,2,10,4,1,1,1,1
220138,5,9,4,1,1,1,1
220139,5,23,2,1,1,1,1
220142,6,21,4,1,1,1,1
220152,6,5,4,1,1,1,1
220154,6,21,4,1,1,1,1
220155,7,2,4,1,10,1,1
220156,1,3,2,1,1,1,1
220160,4,20,6,1,1,1,1
220162,5,7,4,1,1,1,1
220166,3,1,4,1,1,1,1
220170,4,7,4,1,1,1,1
220173,6,11,4,1,2,1,1
220177,1,1,4,1,1,1,1
220178,3,1,4,1,1,1,1
220179,3,14,4,1,1,1,1
220182,6,17,2,1,2,1,1
220185,4,20,4,1,1,1,1
220189,5,23,4,1,10,1,1
220190,2,22,4,1,2,1,1
220192,6,8,4,1,10,1,1
220197,6,3,3,1,1,1,1
220203,7,20,4,1,1,1,1
220205,1,19,4,1,1,1,1
220208,4,7,2,1,1,1,1
220211,4,7,2,1,1,1,1
220212,7,4,4,1,1,1,1
220214,7,19,4,1,1,1,1
220215,7,13,2,1,1,1,1
220216,6,17,4,1,1,1,1
220217,1,23,4,1,1,1,1
220219,1,7,5,1,1,1,1
220220,7,18,5,1,1,1,1
220221,1,10,4,1,10,1,1
220223,5,21,4,1,1,1,1
220233,5,18,4,1,1,1,1
220236,7,16,2,1,10,1,1
220240,3,10,4,1,10,1,1
220243,6,1,4,1,1,1,1
220244,6,21,4,1,1,1,1
220245,6,21,4,1,1,1,1
220251,6,2,4,1,1,1,1
220254,7,19,2,1,1,1,1
220263,2,23,2,1,10,1,1
220264,2,16,4,1,10,1,1
220266,6,20,4,1,1,1,1
220268,2,21,4,1,1,1,1
220269,5,8,4,1,1,1,1
220273,1,11,5,1,2,1,1
220277,6,11,4,1,1,1,1
220279,2,22,4,1,1,1,1
220287,3,14,2,1,1,1,1
220290,1,2,4,1,10,1,1
220295,7,22,4,1,10,1,1
220298,2,2,6,1,10,1,1
220299,2,19,6,1,1,1,1
220301,5,15,4,1,2,1,1
220304,7,19,2,1,2,1,1
220306,7,17,4,1,2,1,1
220314,2,19,6,1,1,1,1
220318,7,20,4,1,1,1,1
220319,4,13,4,1,1,1,1
220321,4,20,4,1,10,1,1
220323,5,8,4,1,1,1,1
220324,6,2,4,1,10,1,1
220325,1,19,4,1,2,1,1
220327,7,2,1,1,1,1,1
220328,7,8,4,1,1,1,1
220330,1,5,3,1,1,1,1
220336,4,20,4,1,1,1,1
220340,6,23,4,1,1,1,1
220344,1,4,4,1,5,1,1
220345,4,2,3,1,2,1,1
220346,4,17,4,1,1,1,1
220358,2,15,4,1,1,1,1
220359,2,18,4,1,1,1,1
220361,3,20,6,1,1,1,1
220362,3,22,4,1,1,1,1
220372,5,15,4,1,1,1,1
220373,6,12,4,1,1,1,1
220377,1,13,4,1,1,1,1
220382,5,17,4,1,1,1,1
220395,1,21,4,1,1,1,1
220397,3,18,4,1,1,1,1
220401,6,13,6,1,1,1,1
220403,7,20,4,1,1,1,1
220405,1,11,4,1,1,1,1
220406,2,15,4,1,2,1,1
220408,7,3,5,1,1,1,1
220415,6,23,4,1,1,1,1
220417,2,14,4,1,1,1,1
220421,3,22,4,1,1,1,1
220422,5,17,4,1,1,1,1
220423,6,2,4,1,1,1,1
220428,4,8,4,1,10,1,1
220435,1,21,4,1,1,1,1
220436,1,13,2,1,1,1,1
220440,6,11,4,1,10,1,1
220446,7,20,4,1,1,1,1
220448,4,1,4,1,1,1,1
220449,5,17,4,1,1,1,1
220450,6,21,4,1,1,1,1
220453,3,15,4,1,1,1,1
220456,7,11,2,1,10,1,1
220458,1,23,4,1,1,1,1
220460,6,12,4,1,1,1,1
220468,4,15,4,1,1,1,1
220473,3,17,2,1,10,1,1
220475,1,18,2,1,1,1,1
220478,2,8,4,1,10,1,1
220479,2,9,5,1,1,1,1
220485,5,7,2,1,1,1,1
220486,6,14,6,1,1,1,1
220489,1,9,4,1,1,1,1
220498,7,22,4,1,1,1,1
220499,2,11,4,1,1,1,1
220502,2,15,4,1,1,1,1
220503,3,0,4,1,1,1,1
220504,3,20,2,1,1,1,1
220505,5,6,4,1,5,1,1
220507,4,19,4,1,10,1,1
220508,5,23,4,1,1,1,1
220513,5,10,4,1,1,1,1
220516,6,1,4,1,1,1,1
220518,3,17,4,1,1,1,1
220519,7,3,4,1,1,1,1
220522,1,5,4,1,1,1,1
220525,4,19,6,1,1,1,1
220527,6,11,4,1,1,1,1
220532,3,20,4,1,1,1,1
220533,4,6,4,1,1,1,1
220535,5,19,5,1,1,1,1
220536,6,14,4,1,1,1,1
220538,4,2,4,1,10,1,1
220542,4,14,3,1,1,1,1
220546,5,18,4,1,1,1,1
220548,2,11,4,1,1,1,1
220549,7,8,4,1,10,1,1
220551,3,18,5,1,1,1,1
220553,5,10,2,1,1,1,1
220554,5,15,4,1,1,1,1
220555,6,13,1,1,1,1,1
220557,5,16,4,1,10,1,1
220561,2,10,4,1,1,1,1
220562,1,17,2,1,2,1,1
220563,1,18,4,1,10,1,1
220564,3,6,4,1,1,1,1
220566,5,21,4,1,10,1,1
220568,1,21,4,1,1,1,1
220573,7,7,4,1,2,1,1
220574,7,4,4,1,10,1,1
220576,2,12,4,1,1,1,1
220581,1,16,2,1,1,1,1
220584,2,21,4,1,1,1,1
220592,6,8,4,1,1,1,1
220593,6,23,4,1,1,1,1
220594,4,8,1,1,1,1,1
220598,5,19,4,1,1,1,1
220599,2,12,4,1,1,1,1
220600,4,9,4,1,2,1,1
220602,7,5,6,1,10,1,1
220603,1,12,2,1,2,1,1
220609,1,1,2,1,1,1,1
220612,5,13,4,1,1,1,1
220615,4,21,2,1,1,1,1
220617,7,23,4,1,1,1,1
220618,1,18,4,1,1,1,1
220626,1,19,4,1,10,1,1
220628,5,23,4,1,2,1,1
220629,5,22,2,1,2,1,1
220634,5,6,3,1,1,1,1
220639,7,20,4,1,1,1,1
220640,3,17,2,1,1,1,1
220641,6,21,4,1,1,1,1
220644,4,2,4,1,10,1,1
220646,1,7,4,1,1,1,1
220650,5,1,4,1,1,1,1
220652,3,19,4,1,1,1,1
220654,6,21,6,1,1,1,1
220657,4,19,4,1,2,1,1
220658,6,18,6,1,10,1,1
220660,2,12,4,1,2,1,1
220666,5,19,2,1,1,1,1
220667,3,23,4,1,2,1,1
220668,6,17,4,1,1,1,1
220674,5,11,2,1,10,1,1
220685,1,21,4,1,1,1,1
220686,3,22,4,1,1,1,1
220689,3,14,5,1,1,1,1
220695,6,11,5,1,1,1,1
220696,4,21,6,1,1,1,1
230006,7,2,4,1,1,1,1
230009,6,16,4,1,1,1,1
230010,4,14,4,1,1,1,1
230016,3,19,4,1,1,1,1
230018,2,12,4,1,2,1,1
230019,7,0,4,1,1,1,1
230020,1,15,4,1,1,1,1
230022,2,10,6,1,1,1,1
230024,5,4,4,1,1,1,1
230025,7,2,4,1,1,1,1
230027,7,0,4,1,1,1,1
230032,4,9,2,1,10,1,1
230033,5,6,4,1,1,1,1
230036,7,20,4,1,1,1,1
230039,7,7,4,1,1,1,1
230041,1,13,4,1,1,1,1
230042,3,14,4,1,2,1,1
230043,5,17,4,1,1,1,1
230046,5,21,2,1,1,1,1
230053,7,0,4,1,1,1,1
230055,2,20,4,1,1,1,1
230056,3,15,6,1,10,1,1
230059,1,13,4,1,2,1,1
230061,2,13,4,1,10,1,1
230062,3,15,4,1,10,1,1
230066,1,15,6,1,1,1,1
230068,3,13,4,1,1,1,1
230075,1,12,4,1,1,1,1
230076,2,18,4,1,1,1,1
230077,3,5,4,1,10,1,1
230086,1,21,4,1,1,1,1
230097,1,14,6,1,1,1,1
230098,1,16,6,1,1,1,1
230102,7,16,4,1,1,1,1
230106,2,7,4,1,10,1,1
230108,4,11,4,1,1,1,1
230112,4,23,1,1,10,1,1
230113,6,7,4,1,2,1,1
230114,4,13,4,1,1,1,1
230116,1,10,4,1,1,1,1
230118,5,18,1,1,10,1,1
230120,3,11,4,1,10,1,1
230121,5,1,5,1,1,1,1
230122,5,20,1,1,2,1,1
230124,6,22,4,1,10,1,1
230127,3,13,4,1,1,1,1
230129,4,17,4,1,1,1,1
230132,2,7,4,1,4,1,1
230136,1,15,2,1,1,1,1
230138,2,10,4,1,1,1,1
230139,4,14,1,1,1,1,1
230140,7,6,4,1,1,1,1
230141,1,22,4,1,1,1,1
230148,6,14,4,1,1,1,1
240001,5,0,6,1,1,1,1
240002,5,18,4,1,1,1,1
240003,2,17,6,1,1,1,1
240004,4,2,6,1,1,1,1
240007,2,11,4,1,1,1,1
240008,4,0,4,1,1,1,1
240012,6,8,4,1,1,1,1
240014,1,14,4,1,10,1,1
240015,2,11,4,1,4,1,1
240019,5,22,4,1,10,1,1
240020,2,21,4,1,1,1,1
240021,6,5,6,1,1,1,1
240023,7,1,4,1,1,1,1
240025,2,19,6,1,1,1,1
240026,3,10,4,1,1,1,1
240028,6,15,4,1,1,1,1
240029,3,15,6,1,1,1,1
240031,4,2,5,1,1,1,1
240032,2,18,4,1,4,1,1
240033,4,7,2,1,1,1,1
240034,4,12,4,1,1,1,1
240035,3,9,3,1,10,1,1
240038,6,16,4,1,1,1,1
240039,7,16,4,1,10,1,1
240042,4,13,4,1,1,1,1
240044,1,2,4,1,1,1,1
240046,6,13,4,1,1,1,1
240048,1,1,4,1,1,1,1
240049,2,14,4,1,1,1,1
240050,7,1,4,1,1,1,1
240052,1,4,4,1,1,1,1
240053,7,10,2,1,2,1,1
240058,5,6,4,1,1,1,1
240060,5,14,4,1,1,1,1
240061,7,3,4,1,10,1,1
240064,1,3,4,1,1,1,1
240067,4,19,5,1,1,1,1
240070,1,3,4,1,1,1,1
240071,7,20,2,1,1,1,1
240072,1,1,6,1,1,1,1
240075,6,17,4,1,10,1,1
240080,5,4,4,1,2,1,1
240081,6,11,4,1,10,1,1
240082,7,2,4,1,1,1,1
240085,3,15,4,1,1,1,1
240088,5,1,3,1,1,1,1
240091,5,20,4,1,1,1,1
240096,2,15,4,1,1,1,1
240097,4,17,4,1,10,1,1
240103,3,2,4,1,1,1,1
240104,7,1,4,1,1,1,1
240106,3,19,5,1,1,1,1
240107,5,19,4,1,1,1,1
240110,4,23,4,1,1,1,1
240113,5,10,4,1,1,1,1
240114,6,2,4,1,2,1,1
240118,3,7,1,1,1,1,1
240127,1,1,2,1,1,1,1
240128,5,18,4,1,1,1,1
240130,1,0,2,1,1,1,1
240132,7,1,6,1,1,1,1
240133,4,21,4,1,1,1,1
240139,1,14,4,1,1,1,1
240142,2,12,4,1,10,1,1
240144,5,0,2,1,1,1,1
240147,6,1,4,1,2,1,1
240148,4,17,6,1,1,1,1
240153,3,17,4,1,1,1,1
240157,1,23,4,1,1,1,1
240163,1,15,4,1,1,1,1
240166,7,0,4,1,1,1,1
240168,2,17,4,1,10,1,1
240169,6,23,4,1,1,1,1
240174,4,16,1,1,1,1,1
240176,7,13,4,1,1,1,1
240178,6,7,4,1,4,1,1
240182,1,0,6,1,5,1,1
240183,1,3,2,1,2,1,1
240184,7,22,6,1,2,1,1
240191,6,16,4,1,1,1,1
240193,5,1,4,1,1,1,1
240196,6,22,4,1,1,1,1
240198,5,10,4,1,1,1,1
240203,7,14,4,1,1,1,1
240204,7,21,4,1,2,1,1
240207,6,17,4,1,1,1,1
240208,1,20,1,1,1,1,1
240211,7,11,4,1,2,1,1
240213,5,11,4,1,1,1,1
240217,2,13,4,1,1,1,1
240220,5,10,4,1,1,1,1
240222,1,5,4,1,5,1,1
240223,3,1,4,1,1,1,1
240225,3,21,4,1,1,1,1
240226,1,14,4,1,1,1,1
240227,6,5,4,1,1,1,1
240228,4,11,4,1,1,1,1
240229,4,8,4,1,1,1,1
240231,1,20,4,1,1,1,1
240232,3,16,4,1,1,1,1
240234,7,22,9,1,1,1,1
240241,7,21,4,1,1,1,1
240251,1,3,4,1,1,1,1
240253,6,11,4,1,1,1,1
240257,7,20,4,1,1,1,1
240259,5,12,4,1,1,1,1
240261,2,5,4,1,1,1,1
240262,2,5,4,1,1,1,1
240263,3,17,1,1,1,1,1
240265,4,22,6,1,1,1,1
240267,2,22,4,1,2,1,1
240268,6,1,2,1,1,1,1
240269,1,14,4,1,1,1,1
240272,2,9,4,1,1,1,1
240278,5,22,2,1,1,1,1
240279,6,23,4,1,1,1,1
240285,2,10,4,1,10,1,1
240286,6,6,4,1,1,1,1
240288,2,18,4,1,1,1,1
240289,5,21,4,1,1,1,1
240290,1,16,4,1,1,1,1
240293,7,2,4,1,1,1,1
240295,5,11,4,1,1,1,1
240297,3,6,4,1,1,1,1
240299,7,11,4,1,1,1,1
240301,1,15,4,1,1,1,1
240303,6,5,4,1,1,1,1
240308,2,14,6,1,1,1,1
240311,5,20,4,1,1,1,1
240314,2,5,6,1,1,1,1
240315,1,14,4,1,1,1,1
240321,7,7,2,1,1,1,1
240326,5,20,2,1,1,1,1
240327,4,11,4,1,1,1,1
240330,4,20,4,1,1,1,1
240332,1,11,4,1,1,1,1
240333,1,12,4,1,1,1,1
240336,1,15,2,1,10,1,1
240337,1,4,4,1,1,1,1
240340,6,11,1,1,1,1,1
240343,1,1,4,1,1,1,1
240344,4,3,2,1,5,1,1
240345,4,13,6,1,1,1,1
240346,3,5,4,1,1,1,1
240350,7,0,4,1,1,1,1
240352,3,6,6,1,1,1,1
240355,6,15,6,1,1,1,1
240357,1,5,4,1,10,1,1
240358,7,0,4,1,1,1,1
240359,5,6,4,1,1,1,1
240360,5,19,4,1,1,1,1
240361,4,18,4,1,1,1,1
240362,4,0,4,1,1,1,1
240363,3,9,2,1,10,1,1
240366,4,17,4,1,2,1,1
240367,7,0,4,1,1,1,1
240369,7,19,4,1,1,1,1
240374,3,23,9,1,10,1,1
240375,2,7,2,1,1,1,1
240377,7,2,4,1,1,1,1
240379,6,20,4,1,1,1,1
240380,5,7,4,1,1,1,1
240381,6,23,4,1,1,1,1
240383,1,18,4,1,1,1,1
240385,1,17,4,1,1,1,1
240386,1,21,2,1,1,1,1
240387,7,7,4,1,1,1,1
240391,2,17,1,1,1,1,1
240393,1,13,4,1,1,1,1
240395,3,19,4,1,1,1,1
240396,6,17,4,1,1,1,1
240397,2,18,4,1,1,1,1
240402,6,18,4,1,1,1,1
240407,2,2,6,1,1,1,1
240408,5,12,2,1,2,1,1
240410,3,6,2,1,1,1,1
240413,3,15,4,1,1,1,1
240417,2,21,4,1,1,1,1
240418,4,17,2,1,1,1,1
240419,5,6,4,1,1,1,1
240422,6,15,4,1,1,1,1
240423,7,1,4,1,1,1,1
240426,5,22,4,1,10,1,1
240427,5,22,4,1,10,1,1
240428,5,7,4,1,2,1,1
240429,7,13,3,1,1,1,1
240431,1,16,4,1,1,1,1
240432,3,17,4,1,1,1,1
240433,1,1,4,1,1,1,1
240434,7,14,4,1,1,1,1
240435,4,21,4,1,2,1,1
240437,6,20,4,1,1,1,1
240438,7,19,2,1,2,1,1
240441,3,18,4,1,1,1,1
240443,1,4,4,1,5,1,1
240446,1,8,4,1,10,1,1
240450,7,15,4,1,1,1,1
240452,5,18,4,1,1,1,1
240453,5,17,4,1,1,1,1
240455,1,13,4,1,1,1,1
240457,1,18,4,1,10,1,1
240463,5,2,6,1,1,1,1
240464,6,18,4,1,1,1,1
240466,4,13,4,1,2,1,1
240469,2,15,4,1,10,1,1
240470,6,2,9,1,1,1,1
240471,1,0,6,1,1,1,1
240472,1,23,6,1,1,1,1
240474,6,13,4,1,1,1,1
240475,6,21,4,1,1,1,1
250001,1,21,4,1,1,1,1
250003,7,1,4,1,1,1,1
250005,1,4,4,1,1,1,1
250009,3,18,4,1,1,1,1
250010,7,13,8,1,3,1,1
250011,7,16,3,1,2,1,1
250012,7,2,4,1,1,1,1
250014,5,19,4,1,1,1,1
250015,3,18,4,1,4,1,1
250016,2,21,4,1,1,1,1
250021,3,18,4,1,10,1,1
250025,2,11,4,1,1,1,1
250026,1,22,4,1,1,1,1
250028,6,1,5,1,2,1,1
250031,5,7,4,1,1,1,1
250034,4,22,4,1,2,1,1
250036,3,11,4,1,1,1,1
250037,1,12,4,1,1,1,1
250038,3,21,4,1,1,1,1
250039,6,15,4,1,1,1,1
250041,3,23,4,1,1,1,1
250045,1,3,4,1,1,1,1
250046,1,3,4,1,1,1,1
250048,6,16,4,1,1,1,1
250051,6,23,1,1,1,1,1
250053,2,6,4,1,1,1,1
250055,7,8,5,1,1,1,1
250056,4,15,4,1,1,1,1
250058,4,11,4,1,1,1,1
250059,1,21,6,1,1,1,1
250062,1,20,2,1,1,1,1
250063,3,10,4,1,1,1,1
250069,5,20,4,1,1,1,1
250072,6,22,4,1,1,1,1
250073,1,16,4,1,1,1,1
250074,5,13,4,1,4,1,1
250075,4,7,4,1,1,1,1
250078,6,17,4,1,1,1,1
250082,3,6,4,1,1,1,1
250084,7,10,4,1,1,1,1
250087,6,11,2,1,1,1,1
250095,7,16,4,1,2,1,1
250099,7,22,4,1,1,1,1
250106,3,17,4,1,1,1,1
250109,7,16,4,1,1,1,1
250114,1,20,4,1,1,1,1
250122,7,23,3,1,1,1,1
250123,3,18,4,1,1,1,1
250124,2,14,4,1,1,1,1
250127,2,16,9,1,10,1,1
250128,5,19,3,1,1,1,1
250129,1,17,4,1,1,1,1
250130,7,16,4,1,1,1,1
250134,7,18,4,1,1,1,1
250135,3,6,4,1,1,1,1
250140,1,3,4,1,1,1,1
250145,5,20,4,1,1,1,1
250146,2,20,4,1,1,1,1
250147,6,7,4,1,1,1,1
250148,6,15,4,1,1,1,1
250150,1,19,8,1,1,1,1
250156,1,10,4,1,1,1,1
250159,7,23,4,1,1,1,1
250160,5,18,4,1,1,1,1
250162,7,2,4,1,10,1,1
250164,1,22,4,1,1,1,1
250165,1,18,4,1,1,1,1
250169,1,3,2,1,10,1,1
250172,5,21,4,1,10,1,1
250176,7,10,4,1,1,1,1
250178,7,23,4,1,1,1,1
250180,5,23,4,1,1,1,1
250181,2,18,3,1,1,1,1
250183,7,14,4,1,10,1,1
250184,2,18,4,1,2,1,1
250186,2,20,4,1,1,1,1
250188,1,18,4,1,2,1,1
250190,4,9,4,1,2,1,1
250191,2,11,4,1,1,1,1
250192,5,14,6,1,1,1,1
250199,4,14,4,1,1,1,1
250200,7,17,4,1,1,1,1
250202,1,7,6,1,1,1,1
250203,5,16,6,1,1,1,1
250209,6,18,3,1,1,1,1
250210,5,18,4,1,10,1,1
250211,3,17,4,1,1,1,1
250213,6,17,4,1,1,1,1
250216,4,17,3,1,2,1,1
250219,5,11,4,1,1,1,1
250220,1,22,4,1,1,1,1
250221,1,2,4,1,1,1,1
250222,2,3,6,1,1,1,1
250223,6,22,4,1,1,1,1
250224,7,22,4,1,10,1,1
250228,2,10,4,1,1,1,1
250231,1,14,4,1,1,1,1
250233,1,23,3,1,1,1,1
250234,2,22,4,1,1,1,1
250235,5,17,4,1,1,1,1
250236,1,20,2,1,1,1,1
250239,6,21,4,1,10,1,1
250241,5,21,4,1,1,1,1
250244,6,14,4,1,10,1,1
250245,7,6,4,1,1,1,1
250246,2,23,4,1,1,1,1
250249,3,16,4,1,1,1,1
250253,5,20,4,1,1,1,1
250263,7,5,4,1,4,1,1
250267,5,22,4,1,1,1,1
250271,6,6,4,1,5,1,1
250276,4,21,4,1,1,1,1
250277,5,7,4,1,1,1,1
250278,6,16,4,1,1,1,1
250281,2,17,4,1,1,1,1
250282,6,20,4,1,5,1,1
250287,6,22,2,1,10,1,1
250289,3,19,4,1,1,1,1
250290,5,10,4,1,1,1,1
250293,6,23,4,1,1,1,1
260002,1,10,2,1,10,1,1
260007,6,0,4,1,1,1,1
260009,4,8,4,1,4,1,1
260012,5,3,4,1,1,1,1
260014,7,17,4,1,2,1,1
260015,7,16,4,1,4,1,1
260022,3,14,4,1,1,1,1
260028,7,15,4,1,1,1,1
260030,3,17,4,1,10,1,1
260031,6,12,4,1,4,1,1
260035,4,7,4,1,10,1,1
260037,6,22,4,1,10,1,1
260038,5,9,2,1,1,1,1
260039,6,23,4,1,1,1,1
260042,4,12,6,1,1,1,1
260047,2,2,2,1,1,1,1
260048,5,5,4,1,1,1,1
260049,3,8,4,1,1,1,1
260051,5,5,4,1,4,1,1
260052,5,17,4,1,4,1,1
260060,6,2,5,1,1,1,1
260064,3,15,4,1,4,1,1
260070,6,5,4,1,1,1,1
260072,7,18,4,1,1,1,1
260073,1,2,4,1,4,1,1
260075,2,8,4,1,1,1,1
260076,3,9,6,1,4,1,1
