ST_CASE,DAY_WEEK,HOUR,BODY_TYP,FATAL_LEVEL,WEATHER,FATAL_COUNT,BODY_TYP2,STATE,SPEEDREL,MDRDSTRD,SPEEDREL2,MDRDSTRD2
130620,5,16,4,1,1,1,1,13,0,0,0,0
130623,6,15,2,1,1,1,1,13,0,99,0,0
130629,7,3,2,1,1,1,1,13,4,0,1,0
130631,7,3,4,1,10,1,1,13,0,0,0,0
130633,7,4,4,1,1,1,1,13,0,99,0,0
130636,7,17,4,1,1,1,1,13,0,0,0,0
130638,1,8,4,1,10,1,1,13,0,99,0,0
130644,5,4,4,1,1,1,1,13,0,0,0,0
130646,5,16,6,1,2,1,1,13,0,0,0,0
130647,5,16,4,1,2,1,1,13,0,0,0,0
130648,5,18,4,1,2,1,1,13,0,99,0,0
130651,7,14,4,1,1,1,1,13,3,0,1,0
130658,3,6,2,1,1,1,1,13,0,0,0,0
130660,3,22,6,1,1,1,1,13,0,0,0,0
130663,4,21,4,1,1,1,1,13,0,0,0,0
130664,4,18,4,1,1,1,1,13,0,0,0,0
130665,5,17,4,1,1,1,1,13,0,0,0,0
130666,5,15,4,1,1,1,1,13,0,0,0,0
130668,6,2,2,1,1,1,1,13,3,0,1,0
130669,6,4,4,1,1,1,1,13,0,0,0,0
130672,7,4,1,1,1,1,1,13,0,0,0,0
130675,7,14,4,1,10,1,1,13,4,99,1,0
130678,1,15,4,1,1,1,1,13,0,0,0,0
130681,3,12,4,1,1,1,1,13,0,0,0,0
130688,5,5,4,1,5,1,1,13,0,98,0,1
130697,1,0,4,1,1,1,1,13,0,0,0,0
130700,2,22,4,1,1,1,1,13,0,0,0,0
130701,3,23,4,1,1,1,1,13,0,0,0,0
130702,3,4,4,1,1,1,1,13,0,0,0,0
130703,3,21,4,1,1,1,1,13,0,0,0,0
130706,4,7,4,1,1,1,1,13,0,99,0,0
130707,5,11,4,1,1,1,1,13,0,0,0,0
130709,6,14,4,1,1,1,1,13,0,0,0,0
130711,6,6,2,1,1,1,1,13,0,0,0,0
130713,7,2,4,1,1,1,1,13,0,0,0,0
130714,7,21,4,1,1,1,1,13,0,0,0,0
130716,7,15,4,1,1,1,1,13,0,0,0,0
130717,7,5,4,1,1,1,1,13,0,0,0,0
130718,1,21,4,1,1,1,1,13,0,0,0,0
130721,1,3,4,1,1,1,1,13,0,0,0,0
130722,1,0,4,1,1,1,1,13,9,0,1,0
130725,3,16,5,1,1,1,1,13,0,0,0,0
130726,4,22,4,1,1,1,1,13,0,0,0,0
130730,5,13,4,1,1,1,1,13,0,0,0,0
130732,6,6,2,1,1,1,1,13,0,99,0,0
130733,6,6,3,1,1,1,1,13,0,99,0,0
130734,6,8,6,1,1,1,1,13,0,0,0,0
130735,6,14,4,1,10,1,1,13,0,99,0,0
130736,4,19,4,1,1,1,1,13,0,0,0,0
130737,4,11,4,1,10,1,1,13,0,0,0,0
130740,7,12,4,1,1,1,1,13,0,0,0,0
130741,7,15,5,1,1,1,1,13,0,99,0,0
130742,7,10,4,1,1,1,1,13,0,0,0,0
130745,1,3,4,1,1,1,1,13,3,0,1,0
130748,3,13,5,1,1,1,1,13,0,99,0,0
130751,5,5,4,1,1,1,1,13,0,0,0,0
130758,6,21,4,1,1,1,1,13,0,0,0,0
130766,1,22,4,1,1,1,1,13,4,1,1,1
130767,1,0,4,1,1,1,1,13,0,0,0,0
130768,2,8,4,1,1,1,1,13,9,0,1,0
130769,2,12,6,1,1,1,1,13,0,0,0,0
130772,3,6,2,1,1,1,1,13,0,0,0,0
130775,4,5,4,1,1,1,1,13,0,0,0,0
130781,6,23,4,1,1,1,1,13,4,0,1,0
130784,7,3,2,1,1,1,1,13,3,0,1,0
130788,7,22,4,1,1,1,1,13,0,0,0,0
130792,2,4,1,1,1,1,1,13,0,0,0,0
130793,2,5,4,1,1,1,1,13,0,0,0,0
130796,3,20,6,1,2,1,1,13,4,0,1,0
130802,5,6,4,1,1,1,1,13,0,0,0,0
130804,6,19,4,1,1,1,1,13,3,0,1,0
130805,6,17,6,1,1,1,1,13,0,0,0,0
130807,7,17,5,1,1,1,1,13,0,0,0,0
130813,1,3,4,1,1,1,1,13,0,99,0,0
130817,2,20,4,1,1,1,1,13,0,0,0,0
130819,2,19,4,1,1,1,1,13,0,0,0,0
130830,7,11,4,1,1,1,1,13,3,0,1,0
130839,3,11,4,1,1,1,1,13,0,0,0,0
130843,4,17,4,1,1,1,1,13,4,0,1,0
130845,5,6,4,1,1,1,1,13,0,0,0,0
130846,5,7,4,1,1,1,1,13,0,0,0,0
130847,6,16,3,1,1,1,1,13,0,0,0,0
130854,7,23,4,1,1,1,1,13,4,5,1,1
130858,1,2,4,1,1,1,1,13,3,0,1,0
130859,1,22,4,1,1,1,1,13,0,0,0,0
130860,2,12,4,1,1,1,1,13,0,0,0,0
130862,2,23,2,1,1,1,1,13,5,0,1,0
130868,3,15,4,1,10,1,1,13,0,0,0,0
130870,3,5,4,1,1,1,1,13,0,0,0,0
130872,4,7,4,1,2,1,1,13,4,0,1,0
130874,5,13,4,1,1,1,1,13,0,0,0,0
130886,7,17,3,1,1,1,1,13,3,99,1,0
130891,1,6,4,1,1,1,1,13,0,0,0,0
130893,2,3,4,1,1,1,1,13,0,0,0,0
130896,2,15,2,1,1,1,1,13,0,3,0,1
130899,3,11,4,1,1,1,1,13,0,0,0,0
130901,4,21,4,1,1,1,1,13,0,0,0,0
130902,3,7,4,1,1,1,1,13,0,0,0,0
130903,3,14,4,1,1,1,1,13,0,0,0,0
130905,4,17,4,1,2,1,1,13,0,0,0,0
130906,4,19,4,1,1,1,1,13,0,0,0,0
130907,4,6,4,1,1,1,1,13,0,0,0,0
130908,5,21,4,1,1,1,1,13,0,0,0,0
130911,6,20,2,1,1,1,1,13,0,0,0,0
130912,6,0,4,1,1,1,1,13,0,0,0,0
130913,6,20,5,1,1,1,1,13,0,0,0,0
130915,6,11,4,1,1,1,1,13,0,0,0,0
130917,7,18,4,1,1,1,1,13,0,0,0,0
130921,1,4,4,1,1,1,1,13,0,0,0,0
130925,2,15,4,1,10,1,1,13,0,0,0,0
130926,3,4,2,1,10,1,1,13,0,0,0,0
130927,3,16,4,1,10,1,1,13,0,0,0,0
130929,3,1,6,1,10,1,1,13,0,0,0,0
130931,4,22,2,1,10,1,1,13,0,0,0,0
130938,6,7,2,1,2,1,1,13,0,0,0,0
130939,6,0,4,1,2,1,1,13,4,0,1,0
130940,7,18,4,1,2,1,1,13,0,0,0,0
130942,7,15,4,1,2,1,1,13,0,0,0,0
130943,7,3,4,1,2,1,1,13,4,0,1,0
130946,7,21,6,1,1,1,1,13,0,0,0,0
130947,7,11,4,1,2,1,1,13,4,0,1,0
130948,7,2,4,1,1,1,1,13,4,0,1,0
130951,1,16,6,1,10,1,1,13,4,0,1,0
130956,2,17,4,1,10,1,1,13,4,0,1,0
130957,2,0,2,1,1,1,1,13,0,0,0,0
130959,2,6,4,1,2,1,1,13,0,0,0,0
130963,4,16,4,1,10,1,1,13,4,0,1,0
130967,5,17,4,1,2,1,1,13,4,99,1,0
130968,5,19,4,1,10,1,1,13,0,0,0,0
130970,5,13,4,1,10,1,1,13,0,0,0,0
130972,6,11,4,1,2,1,1,13,0,0,0,0
130973,6,23,4,1,2,1,1,13,4,0,1,0
130974,7,23,4,1,2,1,1,13,0,0,0,0
130975,7,18,4,1,2,1,1,13,0,0,0,0
130977,1,0,4,1,2,1,1,13,2,0,1,0
130981,2,19,4,1,1,1,1,13,3,0,1,0
130983,2,21,4,1,10,1,1,13,0,99,0,0
130985,3,1,4,1,1,1,1,13,0,0,0,0
130987,3,22,4,1,1,1,1,13,0,0,0,0
130994,5,8,4,1,1,1,1,13,0,0,0,0
130996,6,1,2,1,10,1,1,13,0,0,0,0
130999,7,2,4,1,10,1,1,13,0,0,0,0
131001,7,5,4,1,2,1,1,13,4,0,1,0
131004,1,21,4,1,1,1,1,13,0,0,0,0
131007,1,19,2,1,1,1,1,13,4,0,1,0
131009,1,17,4,1,1,1,1,13,4,0,1,0
131010,2,0,4,1,1,1,1,13,0,0,0,0
131011,2,10,4,1,1,1,1,13,0,0,0,0
131012,3,15,4,1,1,1,1,13,0,0,0,0
131016,5,3,4,1,1,1,1,13,3,0,1,0
131017,5,4,4,1,1,1,1,13,4,99,1,0
131019,5,22,4,1,1,1,1,13,0,7,0,1
131020,5,21,3,1,1,1,1,13,0,0,0,0
131021,6,8,4,1,1,1,1,13,0,0,0,0
131024,7,23,4,1,1,1,1,13,0,0,0,0
131026,3,14,4,1,10,1,1,13,4,0,1,0
131030,1,19,6,1,1,1,1,13,0,0,0,0
131032,2,6,4,1,1,1,1,13,0,0,0,0
131033,2,19,4,1,1,1,1,13,3,0,1,0
131034,3,9,4,1,1,1,1,13,0,0,0,0
131039,4,11,4,1,1,1,1,13,4,0,1,0
131040,4,11,6,1,1,1,1,13,0,0,0,0
131041,4,16,4,1,1,1,1,13,0,0,0,0
131046,5,22,2,1,10,1,1,13,0,0,0,0
131048,6,18,4,1,1,1,1,13,0,0,0,0
131049,6,17,1,1,1,1,1,13,0,0,0,0
131050,7,17,4,1,1,1,1,13,0,0,0,0
131053,7,23,4,1,1,1,1,13,0,99,0,0
131055,1,21,4,1,10,1,1,13,4,99,1,0
131056,1,1,6,1,1,1,1,13,0,0,0,0
131059,1,2,1,1,1,1,1,13,0,0,0,0
131061,2,11,4,1,2,1,1,13,0,0,0,0
131063,3,15,2,1,2,1,1,13,0,0,0,0
131066,3,10,4,1,2,1,1,13,0,0,0,0
131069,4,18,4,1,1,1,1,13,0,0,0,0
131073,5,6,4,1,1,1,1,13,0,0,0,0
131078,6,13,4,1,1,1,1,13,0,0,0,0
131080,6,1,4,1,1,1,1,13,0,99,0,0
131083,7,3,4,1,1,1,1,13,3,0,1,0
131084,7,20,4,1,2,1,1,13,0,0,0,0
131086,7,2,4,1,1,1,1,13,0,0,0,0
131089,7,19,2,1,1,1,1,13,0,0,0,0
131091,1,19,2,1,10,1,1,13,0,0,0,0
131095,1,0,4,1,1,1,1,13,5,0,1,0
131096,1,21,4,1,2,1,1,13,0,0,0,0
131098,2,7,4,1,2,1,1,13,4,0,1,0
131100,2,7,4,1,2,1,1,13,0,1,0,1
131102,2,18,4,1,2,1,1,13,0,0,0,0
131103,3,5,4,1,5,1,1,13,0,0,0,0
131105,3,17,4,1,2,1,1,13,4,0,1,0
131106,4,2,4,1,10,1,1,13,0,0,0,0
131111,4,10,3,1,10,1,1,13,0,0,0,0
131118,7,4,4,1,1,1,1,13,3,0,1,0
131120,7,20,4,1,10,1,1,13,0,0,0,0
131121,1,0,6,1,2,1,1,13,0,0,0,0
131122,1,19,4,1,2,1,1,13,0,0,0,0
131125,2,16,4,1,10,1,1,13,0,198,0,1
131128,3,23,4,1,1,1,1,13,0,0,0,0
131134,5,19,4,1,1,1,1,13,9,99,1,0
131138,6,20,4,1,1,1,1,13,0,0,0,0
131139,7,22,4,1,1,1,1,13,3,99,1,0
131140,7,6,2,1,1,1,1,13,0,99,0,0
131143,6,13,4,1,1,1,1,13,0,0,0,0
131144,5,17,2,1,1,1,1,13,0,0,0,0
131146,3,15,4,1,1,1,1,13,0,0,0,0
131149,7,23,4,1,1,1,1,13,0,0,0,0
131150,1,14,4,1,1,1,1,13,3,0,1,0
131151,2,17,4,1,1,1,1,13,0,0,0,0
131152,3,6,1,1,1,1,1,13,0,0,0,0
131153,3,11,2,1,10,1,1,13,0,92,0,1
131157,4,16,2,1,10,1,1,13,4,0,1,0
131158,4,22,4,1,1,1,1,13,4,0,1,0
131161,5,8,6,1,1,1,1,13,0,0,0,0
131162,5,16,6,1,1,1,1,13,0,0,0,0
131163,5,9,4,1,1,1,1,13,0,0,0,0
131164,6,17,4,1,1,1,1,13,0,0,0,0
131171,1,2,4,1,10,1,1,13,0,0,0,0
131174,2,12,1,1,1,1,1,13,0,99,0,0
131179,3,18,4,1,1,1,1,13,0,0,0,0
131182,5,22,4,1,1,1,1,13,0,0,0,0
131183,5,12,4,1,1,1,1,13,0,99,0,0
131184,5,22,4,1,1,1,1,13,0,0,0,0
131188,7,23,4,1,1,1,1,13,0,6,0,1
131189,7,1,4,1,1,1,1,13,0,0,0,0
131190,7,18,4,1,10,1,1,13,0,0,0,0
131196,1,14,4,1,2,1,1,13,0,0,0,0
131198,3,23,4,1,2,1,1,13,0,0,0,0
131202,4,22,4,1,1,1,1,13,0,0,0,0
131203,4,7,4,1,2,1,1,13,0,0,0,0
131208,6,14,6,1,1,1,1,13,0,0,0,0
131211,6,9,4,1,1,1,1,13,0,99,0,0
131212,7,21,4,1,1,1,1,13,3,0,1,0
131216,7,9,4,1,1,1,1,13,0,99,0,0
131217,7,1,4,1,1,1,1,13,0,0,0,0
131219,7,9,2,1,1,1,1,13,4,0,1,0
131223,1,2,3,1,1,1,1,13,0,0,0,0
131225,2,0,4,1,2,1,1,13,0,0,0,0
131229,3,10,4,1,1,1,1,13,0,17,0,1
131233,5,13,6,1,1,1,1,13,0,0,0,0
131237,6,22,4,1,1,1,1,13,0,0,0,0
131238,6,23,4,1,1,1,1,13,4,0,1,0
131242,6,12,4,1,1,1,1,13,0,99,0,0
131245,7,10,4,1,5,1,1,13,0,99,0,0
131252,1,18,4,1,1,1,1,13,0,0,0,0
131254,1,5,4,1,1,1,1,13,0,99,0,0
131258,4,18,4,1,1,1,1,13,0,99,0,0
131261,1,4,2,1,1,1,1,13,0,0,0,0
131266,7,19,4,1,1,1,1,13,0,0,0,0
131267,4,2,5,1,1,1,1,13,0,0,0,0
131268,4,23,4,1,2,1,1,13,0,0,0,0
131270,4,8,1,1,1,1,1,13,0,0,0,0
131274,6,6,1,1,1,1,1,13,0,0,0,0
131276,7,22,2,1,1,1,1,13,0,0,0,0
131281,7,20,4,1,1,1,1,13,0,0,0,0
131282,7,16,4,1,1,1,1,13,0,99,0,0
131285,1,19,4,1,10,1,1,13,0,0,0,0
131289,2,19,6,1,2,1,1,13,0,99,0,0
131294,3,19,4,1,2,1,1,13,0,0,0,0
131295,3,13,4,1,10,1,1,13,0,0,0,0
131297,3,8,4,1,10,1,1,13,0,99,0,0
131299,4,18,4,1,2,1,1,13,0,0,0,0
131300,4,20,4,1,2,1,1,13,0,0,0,0
131303,4,14,4,1,10,1,1,13,4,0,1,0
131304,5,19,4,1,2,1,1,13,0,0,0,0
131306,5,16,2,1,2,1,1,13,0,0,0,0
131307,6,0,4,1,2,1,1,13,0,0,0,0
131312,6,18,4,1,1,1,1,13,0,0,0,0
131315,1,0,2,1,1,1,1,13,0,99,0,0
131318,1,2,2,1,10,1,1,13,0,0,0,0
131319,2,1,4,1,10,1,1,13,0,0,0,0
131322,2,19,1,1,1,1,1,13,0,99,0,0
131327,4,17,4,1,2,1,1,13,0,99,0,0
131331,1,13,2,1,2,1,1,13,0,0,0,0
131332,5,14,4,1,1,1,1,13,3,0,1,0
131333,3,9,4,1,1,1,1,13,0,0,0,0
150002,6,19,6,1,2,1,1,15,0,0,0,0
150003,7,21,4,1,10,1,1,15,0,0,0,0
150005,3,10,4,1,1,1,1,15,0,99,0,0
150007,7,3,4,1,1,1,1,15,3,99,1,0
150008,3,8,4,1,1,1,1,15,13,99,1,0
150011,2,20,4,1,1,1,1,15,9,96,1,1
150016,1,6,4,1,1,1,1,15,5,0,1,0
150018,4,1,4,1,1,1,1,15,3,0,1,0
150021,1,13,4,1,1,1,1,15,4,99,1,0
150022,5,8,4,1,1,1,1,15,9,96,1,1
150023,4,10,4,1,1,1,1,15,3,18,1,1
150034,1,5,4,1,1,1,1,15,4,99,1,0
150037,1,0,4,1,1,1,1,15,0,99,0,0
150040,4,7,4,1,10,1,1,15,0,0,0,0
150044,5,12,4,1,1,1,1,15,0,0,0,0
150046,2,18,4,1,1,1,1,15,3,0,1,0
150047,6,5,5,1,1,1,1,15,0,12,0,1
150051,2,22,4,1,1,1,1,15,0,0,0,0
150055,7,4,4,1,10,1,1,15,0,99,0,0
150057,1,1,4,1,1,1,1,15,9,99,1,0
150058,4,18,4,1,5,1,1,15,0,0,0,0
150060,1,20,6,1,1,1,1,15,0,0,0,0
150066,7,19,4,1,2,1,1,15,0,0,0,0
150068,2,19,4,1,1,1,1,15,0,0,0,0
150076,3,5,4,1,1,1,1,15,0,0,0,0
160002,1,11,4,1,2,1,1,16,0,0,0,0
160012,1,0,4,1,10,1,1,16,4,0,1,0
160014,7,19,4,1,1,1,1,16,0,0,0,0
160016,1,0,4,1,1,1,1,16,0,0,0,0
160022,5,21,3,1,1,1,1,16,0,0,0,0
160023,7,11,2,1,10,1,1,16,0,0,0,0
160030,3,16,4,1,10,1,1,16,4,3,1,1
160032,3,9,2,1,10,1,1,16,0,0,0,0
160034,4,20,4,1,1,1,1,16,0,0,0,0
160038,3,0,3,1,1,1,1,16,0,0,0,0
160042,1,10,4,1,1,1,1,16,0,0,0,0
160043,1,19,4,1,10,1,1,16,3,0,1,0
160045,3,6,4,1,1,1,1,16,0,0,0,0
160046,7,8,4,1,10,1,1,16,0,0,0,0
160047,6,14,4,1,10,1,1,16,0,0,0,0
160050,6,1,2,1,1,1,1,16,0,93,0,1
160051,6,10,4,1,1,1,1,16,0,0,0,0
160057,6,8,4,1,1,1,1,16,0,0,0,0
160070,7,14,4,1,1,1,1,16,0,6,0,1
160083,7,23,4,1,1,1,1,16,0,0,0,0
160087,7,2,3,1,1,1,1,16,5,0,1,0
160090,5,4,2,1,1,1,1,16,0,93,0,1
160093,2,17,4,1,1,1,1,16,0,0,0,0
160098,4,6,6,1,1,1,1,16,0,0,0,0
160100,4,5,4,1,1,1,1,16,3,0,1,0
160103,1,9,6,1,1,1,1,16,0,192,0,1
160109,1,3,6,1,10,1,1,16,0,0,0,0
160111,5,1,4,1,1,1,1,16,3,0,1,0
160115,6,22,4,1,1,1,1,16,0,0,0,0
160116,7,21,4,1,2,1,1,16,0,0,0,0
160117,1,19,4,1,1,1,1,16,0,189,0,1
160119,7,15,4,1,1,1,1,16,0,0,0,0
160120,2,17,4,1,1,1,1,16,0,93,0,1
160127,6,18,4,1,1,1,1,16,0,15,0,1
160129,2,12,4,1,1,1,1,16,0,93,0,1
160131,7,7,4,1,1,1,1,16,4,0,1,0
160141,7,14,4,1,1,1,1,16,9,0,1,0
160143,7,21,2,1,1,1,1,16,0,0,0,0
160144,2,18,4,1,1,1,1,16,0,96,0,1
160146,5,9,6,1,1,1,1,16,0,0,0,0
160152,5,18,4,1,1,1,1,16,0,93,0,1
160159,3,7,4,1,1,1,1,16,0,189,0,1
160161,5,7,4,1,5,1,1,16,0,93,0,1
160165,7,18,4,1,1,1,1,16,0,96,0,1
160168,1,17,8,1,10,1,1,16,0,0,0,0
160176,6,1,4,1,1,1,1,16,0,6,0,1
160177,4,12,4,1,1,1,1,16,0,189,0,1
160179,2,21,4,1,2,1,1,16,0,96,0,1
160181,4,18,4,1,1,1,1,16,0,192,0,1
160182,2,15,6,1,10,1,1,16,0,0,0,0
160186,4,7,4,1,4,1,1,16,4,192,1,1
160187,4,9,6,1,10,1,1,16,0,111,0,1
160188,3,22,1,1,1,1,1,16,0,0,0,0
160194,1,18,6,1,1,1,1,16,0,96,0,1
160197,4,13,2,1,2,1,1,16,0,0,0,0
160199,7,18,4,1,10,1,1,16,0,0,0,0
170001,5,18,4,1,1,1,1,17,0,99,0,0
170003,7,11,4,1,4,1,1,17,4,99,1,0
170004,4,13,4,1,1,1,1,17,0,0,0,0
170007,2,6,2,1,1,1,1,17,9,99,1,0
170010,6,20,2,1,1,1,1,17,4,99,1,0
170013,2,18,9,1,4,1,1,17,9,99,1,0
170019,2,3,1,1,1,1,1,17,0,0,0,0
170021,7,6,2,1,2,1,1,17,4,198,1,1
170023,1,19,4,1,1,1,1,17,4,99,1,0
170025,4,18,4,1,1,1,1,17,0,0,0,0
170027,7,8,4,1,1,1,1,17,9,99,1,0
170029,3,8,4,1,1,1,1,17,5,0,1,0
170030,4,16,4,1,1,1,1,17,0,99,0,0
170031,3,19,4,1,1,1,1,17,3,99,1,0
170034,1,5,4,1,4,1,1,17,0,198,0,1
170037,4,17,4,1,4,1,1,17,4,198,1,1
170043,7,9,4,1,1,1,1,17,0,99,0,0
170052,1,2,2,1,1,1,1,17,4,99,1,0
170053,2,3,4,1,1,1,1,17,5,0,1,0
170055,5,19,4,1,1,1,1,17,0,0,0,0
170057,3,14,4,1,1,1,1,17,0,99,0,0
170058,5,12,4,1,1,1,1,17,3,99,1,0
170059,6,19,4,1,1,1,1,17,0,0,0,0
170061,4,11,4,1,1,1,1,17,0,297,0,1
170064,6,17,4,1,1,1,1,17,0,0,0,0
170065,6,15,4,1,10,1,1,17,3,99,1,0
170066,4,16,4,1,4,1,1,17,4,99,1,0
170070,5,4,6,1,4,1,1,17,0,99,0,0
170071,7,15,4,1,1,1,1,17,8,16,1,1
170072,1,2,4,1,1,1,1,17,3,99,1,0
170074,7,18,6,1,1,1,1,17,9,99,1,0
170075,7,23,4,1,1,1,1,17,3,99,1,0
170076,7,1,4,1,1,1,1,17,0,0,0,0
170077,7,2,4,1,1,1,1,17,3,99,1,0
170078,7,6,4,1,1,1,1,17,9,99,1,0
170080,6,0,4,1,5,1,1,17,0,0,0,0
170082,6,7,4,1,1,1,1,17,9,99,1,0
170083,2,22,4,1,1,1,1,17,6,198,1,1
170087,3,3,4,1,1,1,1,17,3,99,1,0
170090,2,10,4,1,1,1,1,17,0,104,0,1
170093,2,1,4,1,1,1,1,17,3,99,1,0
170096,5,12,4,1,1,1,1,17,0,98,0,1
170098,5,7,4,1,1,1,1,17,3,99,1,0
170101,5,8,4,1,1,1,1,17,0,99,0,0
170104,1,2,4,1,1,1,1,17,3,0,1,0
170105,5,2,2,1,2,1,1,17,0,99,0,0
170110,7,13,2,1,1,1,1,17,0,198,0,1
170111,3,8,6,1,1,1,1,17,0,198,0,1
170113,4,18,4,1,1,1,1,17,0,99,0,0
170114,2,14,4,1,1,1,1,17,0,0,0,0
170116,7,16,4,1,1,1,1,17,0,198,0,1
170119,5,9,4,1,2,1,1,17,0,99,0,0
170120,6,14,4,1,1,1,1,17,3,198,1,1
170121,2,6,3,1,1,1,1,17,3,99,1,0
170125,5,21,2,1,1,1,1,17,0,0,0,0
170131,4,15,6,1,1,1,1,17,0,0,0,0
170136,2,16,4,1,10,1,1,17,0,198,0,1
170138,4,22,4,1,1,1,1,17,5,0,1,0
170143,4,8,4,1,5,1,1,17,0,0,0,0
170144,3,16,4,1,1,1,1,17,0,198,0,1
170146,7,2,2,1,1,1,1,17,0,99,0,0
170147,7,5,4,1,1,1,1,17,0,198,0,1
170148,2,18,4,1,1,1,1,17,0,0,0,0
170149,6,15,4,1,1,1,1,17,3,99,1,0
170150,3,13,4,1,1,1,1,17,0,99,0,0
170151,3,13,4,1,1,1,1,17,0,0,0,0
170155,6,7,6,1,1,1,1,17,0,0,0,0
170157,6,17,4,1,1,1,1,17,0,297,0,1
170161,3,13,4,1,1,1,1,17,4,0,1,0
170162,2,14,4,1,1,1,1,17,0,99,0,0
170163,1,4,4,1,1,1,1,17,9,92,1,1
170164,5,13,4,1,1,1,1,17,4,0,1,0
170165,6,20,4,1,1,1,1,17,0,198,0,1
170166,4,13,3,1,1,1,1,17,4,99,1,0
170172,1,15,4,1,1,1,1,17,5,99,1,0
170173,5,5,4,1,1,1,1,17,0,99,0,0
170175,7,1,4,1,1,1,1,17,0,99,0,0
170176,3,18,4,1,1,1,1,17,0,0,0,0
170178,5,16,4,1,1,1,1,17,3,0,1,0
170182,7,14,6,1,1,1,1,17,0,0,0,0
170185,1,19,4,1,2,1,1,17,0,0,0,0
170186,6,22,4,1,2,1,1,17,0,0,0,0
170187,7,6,4,1,2,1,1,17,0,99,0,0
170191,5,3,4,1,1,1,1,17,0,198,0,1
170192,1,21,4,1,1,1,1,17,3,0,1,0
170193,3,4,4,1,1,1,1,17,0,0,0,0
170199,3,15,4,1,1,1,1,17,3,99,1,0
170200,6,12,6,1,1,1,1,17,0,0,0,0
170202,4,5,4,1,1,1,1,17,0,198,0,1
170205,3,2,4,1,1,1,1,17,0,5,0,1
170207,5,16,4,1,1,1,1,17,0,21,0,1
170209,3,7,4,1,1,1,1,17,3,0,1,0
170211,2,16,4,1,1,1,1,17,5,0,1,0
170213,7,4,4,1,2,1,1,17,0,99,0,0
170219,4,10,4,1,1,1,1,17,0,99,0,0
170225,1,20,4,1,1,1,1,17,0,99,0,0
170229,6,17,6,1,1,1,1,17,0,99,0,0
170231,5,16,4,1,1,1,1,17,0,0,0,0
170234,4,3,9,1,1,1,1,17,9,99,1,0
170235,5,14,4,1,1,1,1,17,0,198,0,1
170238,4,5,4,1,5,1,1,17,5,99,1,0
170241,4,9,6,1,1,1,1,17,3,0,1,0
170247,4,22,4,1,1,1,1,17,5,99,1,0
170248,7,2,5,1,2,1,1,17,5,0,1,0
170255,1,20,4,1,2,1,1,17,0,0,0,0
170258,7,15,2,1,1,1,1,17,3,99,1,0
170273,2,13,4,1,1,1,1,17,0,0,0,0
170274,6,10,4,1,1,1,1,17,0,0,0,0
170276,4,18,2,1,1,1,1,17,5,0,1,0
170284,6,0,4,1,1,1,1,17,0,99,0,0
170285,6,6,4,1,1,1,1,17,0,99,0,0
170286,5,9,4,1,1,1,1,17,0,99,0,0
170287,4,1,4,1,10,1,1,17,0,99,0,0
170288,5,2,9,1,1,1,1,17,9,99,1,0
170290,6,6,6,1,1,1,1,17,0,99,0,0
170291,3,10,4,1,1,1,1,17,9,99,1,0
170294,1,13,4,1,1,1,1,17,0,99,0,0
170296,3,21,4,1,1,1,1,17,0,99,0,0
170297,2,20,2,1,1,1,1,17,9,198,1,1
170305,5,20,4,1,1,1,1,17,4,297,1,1
170307,7,19,9,1,2,1,1,17,4,99,1,0
170308,4,12,4,1,1,1,1,17,0,99,0,0
170309,5,20,2,1,1,1,1,17,0,0,0,0
170310,6,6,4,1,1,1,1,17,0,0,0,0
170311,7,2,3,1,1,1,1,17,0,0,0,0
170312,5,7,2,1,1,1,1,17,0,198,0,1
170313,1,0,4,1,1,1,1,17,3,0,1,0
170317,4,22,2,1,1,1,1,17,0,0,0,0
170318,5,8,4,1,2,1,1,17,0,191,0,1
170323,6,16,4,1,10,1,1,17,4,10,1,1
170324,7,14,4,1,1,1,1,17,0,198,0,1
170329,3,10,6,1,1,1,1,17,0,0,0,0
170331,1,22,5,1,1,1,1,17,0,0,0,0
170333,7,6,4,1,1,1,1,17,0,99,0,0
170334,5,11,4,1,1,1,1,17,5,0,1,0
170335,7,13,4,1,1,1,1,17,0,198,0,1
170336,2,16,4,1,1,1,1,17,0,98,0,1
170342,5,9,5,1,1,1,1,17,0,0,0,0
170344,4,1,2,1,1,1,1,17,5,99,1,0
170346,3,17,3,1,1,1,1,17,0,99,0,0
170348,7,21,4,1,1,1,1,17,0,99,0,0
170349,5,6,4,1,1,1,1,17,0,99,0,0
170350,1,1,4,1,1,1,1,17,3,99,1,0
170359,1,22,4,1,1,1,1,17,3,99,1,0
170363,1,5,4,1,1,1,1,17,0,99,0,0
170369,3,6,2,1,10,1,1,17,9,99,1,0
170370,3,7,2,1,1,1,1,17,3,99,1,0
170372,7,5,4,1,1,1,1,17,5,0,1,0
170375,7,5,4,1,1,1,1,17,0,99,0,0
170377,7,21,4,1,2,1,1,17,5,99,1,0
170378,2,13,4,1,1,1,1,17,0,198,0,1
170379,2,23,4,1,1,1,1,17,4,99,1,0
170381,6,18,4,1,2,1,1,17,5,198,1,1
170382,1,6,4,1,1,1,1,17,3,99,1,0
170385,7,1,2,1,1,1,1,17,5,99,1,0
170390,7,13,4,1,1,1,1,17,3,99,1,0
170395,7,12,4,1,1,1,1,17,0,198,0,1
170401,2,21,4,1,1,1,1,17,0,0,0,0
