ST_CASE,DAY_WEEK,HOUR,BODY_TYP,FATAL_LEVEL,WEATHER,FATAL_COUNT,BODY_TYP2,STATE,SPEEDREL,MDRDSTRD,SPEEDREL2,MDRDSTRD2
130381,2,23,66,1,10,1,6,13,0,99,0,0
130388,4,17,67,1,1,1,6,13,0,0,0,0
130466,5,10,63,1,1,1,6,13,0,0,0,0
130474,4,4,66,1,1,1,6,13,0,0,0,0
130479,2,14,66,1,1,1,6,13,0,99,0,0
130497,2,7,66,1,1,1,6,13,0,0,0,0
130501,2,15,66,1,10,1,6,13,0,0,0,0
130509,5,15,66,1,10,1,6,13,0,99,0,0
130534,4,6,63,1,10,1,6,13,0,0,0,0
130567,7,5,66,1,1,1,6,13,0,99,0,0
130611,2,5,63,1,1,1,6,13,3,0,1,0
130614,4,14,62,1,1,1,6,13,0,99,0,0
130616,4,10,66,1,1,1,6,13,0,99,0,0
130624,6,16,62,1,1,1,6,13,0,0,0,0
130656,2,15,66,1,10,1,6,13,0,0,0,0
130684,3,22,66,1,1,1,6,13,0,12,0,1
130686,4,15,66,1,1,1,6,13,0,0,0,0
130770,2,11,66,1,10,1,6,13,0,99,0,0
130777,5,20,66,1,1,1,6,13,8,16,1,1
130778,6,5,66,1,1,1,6,13,0,99,0,0
130797,3,11,62,1,10,1,6,13,0,0,0,0
130838,3,21,66,1,1,1,6,13,0,0,0,0
130842,4,3,66,1,10,1,6,13,0,0,0,0
130875,5,17,66,1,10,1,6,13,0,0,0,0
130897,2,6,66,1,1,1,6,13,0,1,0,1
130935,5,13,66,1,10,1,6,13,0,0,0,0
130962,4,6,66,1,5,1,6,13,0,0,0,0
130979,2,12,66,1,10,1,6,13,4,0,1,0
130990,4,7,63,1,1,1,6,13,0,0,0,0
131018,5,10,63,1,1,1,6,13,0,0,0,0
131036,3,17,66,1,1,1,6,13,0,0,0,0
131037,3,18,66,1,1,1,6,13,0,0,0,0
131079,6,10,66,1,1,1,6,13,0,99,0,0
131082,7,1,66,1,1,1,6,13,0,0,0,0
131108,4,15,65,1,1,1,6,13,0,0,0,0
131109,4,2,66,1,10,1,6,13,0,99,0,0
131165,6,21,61,1,1,1,6,13,0,0,0,0
131194,2,11,66,1,1,1,6,13,0,0,0,0
131199,3,7,63,1,1,1,6,13,0,0,0,0
131204,5,8,66,1,1,1,6,13,0,0,0,0
131227,2,5,63,1,10,1,6,13,0,99,0,0
131239,6,13,66,1,10,1,6,13,0,99,0,0
131269,4,5,66,1,1,1,6,13,0,0,0,0
131291,2,23,66,1,1,1,6,13,0,0,0,0
131301,4,5,66,1,2,1,6,13,8,28,1,1
150019,6,9,63,1,1,1,6,15,0,0,0,0
150078,5,6,63,1,2,1,6,15,0,0,0,0
160049,3,5,66,1,10,1,6,16,5,0,1,0
160063,4,6,66,1,1,1,6,16,4,96,1,1
160078,4,4,66,1,1,1,6,16,0,0,0,0
160140,4,16,67,1,1,1,6,16,5,93,1,1
160164,6,10,66,1,1,1,6,16,0,96,0,1
160169,3,16,66,1,1,1,6,16,0,96,0,1
160190,5,8,66,1,5,1,6,16,4,0,1,0
170002,3,9,63,1,1,1,6,17,4,198,1,1
170005,5,9,66,1,1,1,6,17,0,99,0,0
170039,5,14,63,1,1,1,6,17,0,0,0,0
170051,2,4,66,1,1,1,6,17,0,198,0,1
170086,4,16,66,1,1,1,6,17,4,0,1,0
170129,2,5,66,1,1,1,6,17,3,3,1,1
170130,5,17,66,1,1,1,6,17,0,0,0,0
170153,5,5,66,1,1,1,6,17,0,0,0,0
170159,6,10,66,1,1,1,6,17,0,99,0,0
170180,6,21,66,1,1,1,6,17,5,99,1,0
170183,5,4,66,1,1,1,6,17,5,0,1,0
170194,6,0,66,1,1,1,6,17,9,198,1,1
170249,3,13,63,1,1,1,6,17,0,0,0,0
170264,6,7,63,1,1,1,6,17,0,0,0,0
170275,6,11,61,1,1,1,6,17,5,0,1,0
170316,4,11,66,1,1,1,6,17,4,99,1,0
170354,4,0,66,1,1,1,6,17,5,0,1,0
170392,6,15,66,1,1,1,6,17,5,0,1,0
170433,6,10,66,1,1,1,6,17,4,198,1,1
170537,5,8,66,1,1,1,6,17,0,0,0,0
170539,2,20,66,1,1,1,6,17,0,198,0,1
170595,3,16,66,1,10,1,6,17,5,0,1,0
170627,1,21,66,1,1,1,6,17,0,99,0,0
170628,5,9,62,1,1,1,6,17,4,297,1,1
170648,4,13,62,1,1,1,6,17,0,99,0,0
170662,5,19,63,1,1,1,6,17,0,0,0,0
170777,6,16,66,1,10,1,6,17,0,0,0,0
170788,1,21,66,1,1,1,6,17,5,0,1,0
170802,3,13,71,1,1,1,6,17,0,0,0,0
170847,6,4,62,1,2,1,6,17,9,0,1,0
180023,6,3,66,1,4,1,6,18,4,0,1,0
180039,3,2,66,1,3,1,6,18,0,0,0,0
180046,6,14,66,1,1,1,6,18,0,0,0,0
180063,4,15,62,1,10,1,6,18,0,0,0,0
180125,3,21,66,1,5,1,6,18,4,0,1,0
180141,2,21,66,1,1,1,6,18,0,0,0,0
180164,7,11,63,1,1,1,6,18,0,0,0,0
180226,6,12,66,1,10,1,6,18,0,0,0,0
180234,4,17,66,1,1,1,6,18,0,0,0,0
180239,3,11,66,1,10,1,6,18,0,0,0,0
180267,3,11,63,1,10,1,6,18,0,0,0,0
180268,3,18,66,1,1,1,6,18,0,0,0,0
180280,6,15,62,1,1,1,6,18,0,0,0,0
180350,5,15,66,1,10,1,6,18,0,0,0,0
180351,6,10,66,1,10,1,6,18,0,1,0,1
180353,3,0,66,1,10,1,6,18,0,0,0,0
180355,3,6,66,1,1,1,6,18,0,0,0,0
180372,6,22,66,1,2,1,6,18,4,0,1,0
180437,2,22,66,1,1,1,6,18,0,0,0,0
180447,4,7,66,1,1,1,6,18,0,0,0,0
180463,4,5,66,1,1,1,6,18,0,0,0,0
180495,3,12,66,1,1,1,6,18,3,0,1,0
180515,4,6,66,1,2,1,6,18,0,0,0,0
180525,6,14,61,1,2,1,6,18,4,0,1,0
180526,3,8,66,1,1,1,6,18,0,0,0,0
180550,3,3,66,1,1,1,6,18,3,0,1,0
180564,3,12,66,1,1,1,6,18,0,10,0,1
180601,4,12,63,1,1,1,6,18,0,0,0,0
180602,6,23,66,1,1,1,6,18,0,0,0,0
180631,7,3,66,1,1,1,6,18,0,0,0,0
180637,5,7,63,1,1,1,6,18,8,16,1,1
180641,5,9,66,1,1,1,6,18,0,0,0,0
180661,3,14,66,1,1,1,6,18,3,0,1,0
180700,7,20,66,1,1,1,6,18,0,0,0,0
180712,5,5,66,1,1,1,6,18,0,0,0,0
180725,6,20,66,1,1,1,6,18,3,0,1,0
180738,6,8,66,1,1,1,6,18,3,0,1,0
180744,4,14,66,1,1,1,6,18,0,0,0,0
180748,2,7,66,1,10,1,6,18,0,12,0,1
190025,5,6,66,1,1,1,6,19,0,99,0,0
190030,2,16,63,1,1,1,6,19,0,99,0,0
190031,4,11,66,1,4,1,6,19,24,99,1,0
190047,6,8,66,1,5,1,6,19,4,99,1,0
190072,5,10,66,1,1,1,6,19,0,1,0,1
190073,6,22,66,1,1,1,6,19,0,0,0,0
190091,5,23,66,1,1,1,6,19,0,99,0,0
190092,6,8,66,1,1,1,6,19,0,99,0,0
190107,5,11,66,1,1,1,6,19,4,99,1,0
190113,5,9,66,1,1,1,6,19,0,0,0,0
190155,1,15,66,1,10,1,6,19,0,99,0,0
190213,5,13,66,1,1,1,6,19,0,99,0,0
190228,6,9,66,1,1,1,6,19,0,0,0,0
190254,1,20,66,1,2,1,6,19,0,0,0,0
200011,7,17,66,1,1,1,6,20,0,192,0,1
200012,1,10,63,1,1,1,6,20,0,99,0,0
200013,3,11,66,1,2,1,6,20,0,0,0,0
200030,6,10,63,1,1,1,6,20,0,93,0,1
200038,4,19,62,1,1,1,6,20,0,0,0,0
200051,3,8,66,1,1,1,6,20,0,96,0,1
200062,4,14,66,1,1,1,6,20,4,96,1,1
200070,2,13,66,1,1,1,6,20,0,192,0,1
200103,3,16,62,1,1,1,6,20,0,0,0,0
200141,6,13,63,1,1,1,6,20,0,93,0,1
200161,6,16,66,1,1,1,6,20,0,96,0,1
200165,3,1,66,1,1,1,6,20,0,12,0,1
200168,6,5,66,1,1,1,6,20,4,96,1,1
200183,7,12,66,1,1,1,6,20,0,0,0,0
200222,5,15,63,1,1,1,6,20,0,0,0,0
200241,6,8,66,1,1,1,6,20,0,93,0,1
200255,3,16,63,1,1,1,6,20,0,0,0,0
200259,6,18,63,1,2,1,6,20,0,0,0,0
200289,5,16,66,1,1,1,6,20,0,20,0,1
200324,2,15,66,1,1,1,6,20,9,99,1,0
210034,6,20,62,1,10,1,6,21,0,186,0,1
210049,5,9,66,1,10,1,6,21,0,93,0,1
210077,6,12,61,1,1,1,6,21,0,0,0,0
210081,4,11,66,1,4,1,6,21,4,93,1,1
210100,7,1,66,1,1,1,6,21,0,0,0,0
210139,3,8,63,1,10,1,6,21,0,93,0,1
210199,4,14,66,1,1,1,6,21,0,6,0,1
210203,6,15,63,1,1,1,6,21,4,0,1,0
210211,3,13,62,1,1,1,6,21,0,0,0,0
210240,3,14,63,1,1,1,6,21,0,0,0,0
210248,1,17,66,1,1,1,6,21,0,0,0,0
210302,4,13,66,1,1,1,6,21,0,93,0,1
210335,6,4,66,1,1,1,6,21,0,0,0,0
210342,6,20,66,1,1,1,6,21,0,93,0,1
210371,2,17,66,1,1,1,6,21,0,0,0,0
210403,2,5,66,1,1,1,6,21,0,0,0,0
210406,4,10,66,1,1,1,6,21,4,0,1,0
210506,6,7,63,1,1,1,6,21,0,93,0,1
210537,7,11,66,1,2,1,6,21,0,0,0,0
210579,2,18,67,1,2,1,6,21,0,0,0,0
210617,3,5,66,1,1,1,6,21,0,19,0,1
210644,3,13,66,1,1,1,6,21,0,93,0,1
210659,4,22,66,1,2,1,6,21,0,0,0,0
210680,3,7,62,1,1,1,6,21,0,93,0,1
210686,3,10,66,1,1,1,6,21,0,0,0,0
210695,2,2,66,1,1,1,6,21,5,96,1,1
220093,3,14,66,1,1,1,6,22,9,116,1,1
220127,4,16,66,1,10,1,6,22,0,93,0,1
220137,4,9,62,1,1,1,6,22,4,93,1,1
220209,4,15,66,1,1,1,6,22,0,99,0,0
220370,4,13,66,1,1,1,6,22,3,0,1,0
220379,2,13,63,1,1,1,6,22,0,0,0,0
220418,3,6,62,1,1,1,6,22,9,116,1,1
220430,2,7,66,1,1,1,6,22,9,0,1,0
220463,1,0,66,1,1,1,6,22,9,99,1,0
220501,2,12,66,1,1,1,6,22,18,17,1,1
220526,5,1,66,1,1,1,6,22,9,99,1,0
220567,7,10,66,1,2,1,6,22,9,17,1,1
220665,3,15,66,1,2,1,6,22,0,99,0,0
220669,5,22,66,1,1,1,6,22,8,26,1,1
230099,3,13,61,1,1,1,6,23,0,99,0,0
240057,4,1,66,1,1,1,6,24,0,0,0,0
240069,6,16,63,1,2,1,6,24,4,0,1,0
240074,3,22,66,1,1,1,6,24,0,93,0,1
240077,4,7,63,1,1,1,6,24,0,0,0,0
240089,5,15,63,1,10,1,6,24,0,0,0,0
240090,7,12,67,1,2,1,6,24,0,99,0,0
240109,5,19,62,1,1,1,6,24,0,99,0,0
240154,3,3,66,1,1,1,6,24,0,0,0,0
240161,4,13,63,1,1,1,6,24,0,198,0,1
240201,6,22,66,1,1,1,6,24,0,0,0,0
240202,5,1,66,1,1,1,6,24,8,214,1,1
240248,2,7,66,1,1,1,6,24,0,9,0,1
240271,7,4,66,1,1,1,6,24,0,0,0,0
240329,2,10,63,1,1,1,6,24,0,99,0,0
240342,6,4,66,1,1,1,6,24,0,93,0,1
240354,4,6,66,1,1,1,6,24,0,0,0,0
240403,3,9,63,1,1,1,6,24,0,93,0,1
250017,4,14,63,1,1,1,6,25,8,33,1,1
250019,4,13,63,1,1,1,6,25,0,99,0,0
250022,6,18,62,1,1,1,6,25,9,0,1,0
250023,2,14,63,1,1,1,6,25,0,93,0,1
250024,4,12,66,1,1,1,6,25,0,0,0,0
250060,5,23,63,1,1,1,6,25,0,194,0,1
250083,4,14,63,1,1,1,6,25,0,0,0,0
250115,2,15,61,1,1,1,6,25,0,0,0,0
250121,5,15,63,1,1,1,6,25,9,99,1,0
250158,4,4,66,1,2,1,6,25,3,99,1,0
250175,2,4,61,1,1,1,6,25,0,0,0,0
250179,3,18,66,1,1,1,6,25,9,99,1,0
250243,3,11,66,1,1,1,6,25,0,0,0,0
250262,6,4,62,1,10,1,6,25,3,99,1,0
260018,2,8,66,1,10,1,6,26,0,0,0,0
260026,2,16,63,1,1,1,6,26,0,0,0,0
260068,5,15,66,1,1,1,6,26,0,0,0,0
260084,7,10,63,1,3,1,6,26,4,0,1,0
260160,3,22,66,1,1,1,6,26,0,0,0,0
260316,5,2,62,1,10,1,6,26,0,0,0,0
260338,1,21,73,1,1,1,6,26,0,184,0,1
260366,4,12,66,1,1,1,6,26,0,198,0,1
260394,5,18,66,1,1,1,6,26,0,0,0,0
260403,3,10,63,1,1,1,6,26,0,99,0,0
260517,4,5,66,1,1,1,6,26,0,0,0,0
260524,5,3,66,1,2,1,6,26,5,0,1,0
260561,6,16,66,1,1,1,6,26,0,6,0,1
260660,6,15,66,1,1,1,6,26,0,0,0,0
260713,4,9,63,1,1,1,6,26,0,0,0,0
260721,3,12,61,1,1,1,6,26,0,98,0,1
260785,5,9,66,1,2,1,6,26,5,92,1,1
260788,5,14,63,1,10,1,6,26,0,99,0,0
260792,4,3,66,1,10,1,6,26,0,99,0,0
260797,7,19,66,1,1,1,6,26,0,0,0,0
260867,4,8,61,1,10,1,6,26,0,0,0,0
260890,6,0,66,1,1,1,6,26,0,0,0,0
260894,5,14,66,1,1,1,6,26,0,211,0,1
270026,4,8,66,1,10,1,6,27,4,0,1,0
270027,5,19,67,1,1,1,6,27,0,0,0,0
270035,3,9,66,1,4,1,6,27,4,0,1,0
270061,2,17,67,1,1,1,6,27,0,0,0,0
270090,6,3,67,1,1,1,6,27,0,0,0,0
270091,6,6,66,1,1,1,6,27,0,0,0,0
270098,6,12,62,1,10,1,6,27,0,1,0,1
270111,6,18,61,1,1,1,6,27,0,96,0,1
270172,3,8,66,1,1,1,6,27,0,0,0,0
270198,6,14,63,1,1,1,6,27,0,0,0,0
270206,1,16,67,1,1,1,6,27,5,99,1,0
270212,6,21,66,1,1,1,6,27,0,0,0,0
270220,4,17,67,1,2,1,6,27,0,96,0,1
270262,1,20,66,1,1,1,6,27,0,0,0,0
270281,2,7,66,1,10,1,6,27,5,99,1,0
270284,4,5,66,1,10,1,6,27,0,17,0,1
270305,5,13,61,1,1,1,6,27,0,195,0,1
270318,3,3,66,1,1,1,6,27,0,0,0,0
270319,4,20,66,1,10,1,6,27,8,33,1,1
270351,3,14,63,1,1,1,6,27,0,0,0,0
270354,2,13,66,1,1,1,6,27,4,17,1,1
280007,4,14,62,1,1,1,6,28,0,99,0,0
280018,4,5,73,1,1,1,6,28,0,96,0,1
280023,5,10,66,1,1,1,6,28,0,192,0,1
280034,1,13,63,1,1,1,6,28,0,96,0,1
280048,7,7,66,1,1,1,6,28,0,192,0,1
280064,3,14,66,1,1,1,6,28,0,96,0,1
280073,1,23,66,1,5,1,6,28,0,192,0,1
280075,3,7,62,1,10,1,6,28,0,192,0,1
280088,7,10,66,1,1,1,6,28,0,96,0,1
280099,3,18,66,1,1,1,6,28,0,192,0,1
280130,2,11,66,1,10,1,6,28,4,192,1,1
280131,2,22,62,1,10,1,6,28,0,192,0,1
280136,6,12,66,1,10,1,6,28,0,192,0,1
280147,6,8,62,1,1,1,6,28,0,192,0,1
280154,5,8,63,1,1,1,6,28,0,96,0,1
280155,5,14,66,1,1,1,6,28,0,96,0,1
280158,6,20,66,1,2,1,6,28,0,192,0,1
280182,3,0,66,1,1,1,6,28,0,96,0,1
280195,1,23,66,1,2,1,6,28,0,96,0,1
280217,2,15,66,1,10,1,6,28,0,192,0,1
280230,5,6,66,1,1,1,6,28,0,96,0,1
280250,4,12,62,1,10,1,6,28,0,288,0,1
280337,4,5,66,1,1,1,6,28,0,96,0,1
280342,5,12,66,1,1,1,6,28,0,192,0,1
280343,1,12,66,1,10,1,6,28,0,192,0,1
280381,6,12,66,1,1,1,6,28,0,96,0,1
280426,5,10,66,1,1,1,6,28,0,96,0,1
280427,6,17,66,1,1,1,6,28,0,192,0,1
280450,4,8,63,1,1,1,6,28,0,96,0,1
280458,2,14,66,1,1,1,6,28,0,288,0,1
280459,2,16,66,1,1,1,6,28,0,288,0,1
280483,7,19,66,1,10,1,6,28,0,96,0,1
280485,3,17,66,1,10,1,6,28,0,192,0,1
280499,5,0,66,1,10,1,6,28,0,96,0,1
280534,2,13,66,1,1,1,6,28,0,192,0,1
280543,4,15,66,1,1,1,6,28,0,192,0,1
280561,3,16,66,1,10,1,6,28,0,192,0,1
280575,3,3,66,1,1,1,6,28,0,96,0,1
290020,2,17,66,1,1,1,6,29,0,0,0,0
290021,4,12,63,1,1,1,6,29,4,0,1,0
290048,5,14,66,1,1,1,6,29,0,17,0,1
290054,1,4,66,1,1,1,6,29,0,0,0,0
290126,1,8,66,1,10,1,6,29,0,0,0,0
290132,1,13,66,1,1,1,6,29,0,0,0,0
290168,6,16,61,1,10,1,6,29,0,17,0,1
290178,2,12,63,1,1,1,6,29,0,0,0,0
290180,2,17,66,1,1,1,6,29,4,0,1,0
290223,5,10,63,1,1,1,6,29,0,0,0,0
290228,3,21,66,1,1,1,6,29,0,0,0,0
290247,3,2,66,1,1,1,6,29,0,0,0,0
290268,3,7,66,1,10,1,6,29,0,0,0,0
290269,5,6,63,1,1,1,6,29,0,17,0,1
290277,1,18,66,1,2,1,6,29,4,0,1,0
290295,4,16,67,1,10,1,6,29,0,17,0,1
290346,4,9,66,1,1,1,6,29,0,17,0,1
290352,1,2,63,1,10,1,6,29,0,7,0,1
290360,5,22,66,1,10,1,6,29,0,0,0,0
290387,1,23,67,1,1,1,6,29,8,16,1,1
290517,1,2,66,1,2,1,6,29,0,0,0,0
290525,5,16,73,1,10,1,6,29,0,0,0,0
290527,3,0,66,1,1,1,6,29,0,0,0,0
290542,3,18,63,1,1,1,6,29,0,0,0,0
290574,5,1,66,1,1,1,6,29,0,0,0,0
290581,2,13,63,1,1,1,6,29,0,0,0,0
290591,7,9,67,1,1,1,6,29,0,0,0,0
290607,7,1,66,1,1,1,6,29,0,0,0,0
290609,2,15,66,1,1,1,6,29,0,99,0,0
290621,4,23,66,1,1,1,6,29,0,0,0,0
290641,3,22,66,1,2,1,6,29,9,99,1,0
290670,5,8,67,1,1,1,6,29,0,0,0,0
290674,4,12,63,1,1,1,6,29,0,0,0,0
290679,5,6,63,1,1,1,6,29,0,17,0,1
290682,3,5,66,1,2,1,6,29,4,0,1,0
290691,2,15,61,1,1,1,6,29,0,0,0,0
290698,2,4,66,1,1,1,6,29,4,0,1,0
290760,2,18,66,1,1,1,6,29,0,0,0,0
290781,7,15,66,1,1,1,6,29,0,0,0,0
290813,2,23,66,1,1,1,6,29,0,0,0,0
300003,2,7,63,1,1,1,6,30,4,99,1,0
300011,2,20,66,1,1,1,6,30,0,6,0,1
300050,3,15,63,1,10,1,6,30,0,99,0,0
300053,5,17,66,1,1,1,6,30,0,99,0,0
300133,2,13,66,1,1,1,6,30,0,99,0,0
300140,3,18,63,1,1,1,6,30,0,0,0,0
300156,2,20,66,1,10,1,6,30,0,0,0,0
300166,5,14,63,1,1,1,6,30,9,99,1,0
300172,2,13,67,1,1,1,6,30,9,15,1,1
310006,2,6,63,1,1,1,6,31,0,0,0,0
310022,1,8,66,1,4,1,6,31,4,0,1,0
310023,6,7,66,1,1,1,6,31,0,0,0,0
310025,1,17,66,1,1,1,6,31,0,0,0,0
310038,3,9,66,1,1,1,6,31,0,0,0,0
310085,4,13,66,1,10,1,6,31,0,0,0,0
310101,3,17,66,1,1,1,6,31,0,0,0,0
310118,3,17,66,1,1,1,6,31,0,0,0,0
310128,1,9,66,1,1,1,6,31,0,0,0,0
310164,5,12,66,1,1,1,6,31,0,93,0,1
310170,5,8,62,1,2,1,6,31,0,0,0,0
310184,5,18,64,1,1,1,6,31,0,93,0,1
310194,2,13,66,1,1,1,6,31,0,0,0,0
310206,5,18,61,1,10,1,6,31,0,0,0,0
320017,6,10,66,1,1,1,6,32,4,0,1,0
320036,3,19,66,1,1,1,6,32,0,0,0,0
320043,2,9,66,1,1,1,6,32,4,99,1,0
320134,1,4,66,1,1,1,6,32,0,0,0,0
320158,4,9,62,1,1,1,6,32,0,93,0,1
320248,6,19,66,1,10,1,6,32,0,0,0,0
320253,1,18,66,1,1,1,6,32,0,99,0,0
330047,4,13,63,1,1,1,6,33,0,0,0,0
330095,5,14,63,1,1,1,6,33,8,16,1,1
340019,4,16,64,1,4,1,6,34,0,96,0,1
340048,6,20,63,1,1,1,6,34,0,0,0,0
340071,3,21,63,1,1,1,6,34,0,0,0,0
340079,1,23,66,1,1,1,6,34,8,16,1,1
340122,4,12,66,1,1,1,6,34,0,0,0,0
340128,3,13,66,1,1,1,6,34,3,0,1,0
340132,6,3,66,1,1,1,6,34,0,0,0,0
340134,5,5,61,1,1,1,6,34,0,93,0,1
340146,3,6,66,1,1,1,6,34,0,0,0,0
340184,2,14,66,1,1,1,6,34,0,0,0,0
340188,4,14,63,1,1,1,6,34,0,0,0,0
340189,5,10,66,1,1,1,6,34,0,93,0,1
340194,4,15,66,1,1,1,6,34,0,93,0,1
340229,2,6,66,1,1,1,6,34,5,93,1,1
340250,4,8,66,1,1,1,6,34,0,0,0,0
340261,3,7,63,1,1,1,6,34,0,0,0,0
340262,6,6,63,1,1,1,6,34,5,0,1,0
340268,3,18,62,1,1,1,6,34,0,0,0,0
340303,2,17,66,1,1,1,6,34,0,0,0,0
340321,3,10,63,1,1,1,6,34,0,0,0,0
340357,6,6,63,1,1,1,6,34,0,0,0,0
340384,3,6,63,1,1,1,6,34,0,0,0,0
340394,2,17,66,1,1,1,6,34,0,93,0,1
340399,2,19,64,1,2,1,6,34,0,0,0,0
340434,3,14,66,1,2,1,6,34,0,0,0,0
340444,6,17,64,1,2,1,6,34,0,0,0,0
340445,4,15,66,1,1,1,6,34,0,0,0,0
340484,4,9,66,1,1,1,6,34,0,0,0,0
350013,6,8,61,1,1,1,6,35,0,0,0,0
350017,3,1,66,1,1,1,6,35,0,186,0,1
350026,6,0,66,1,4,1,6,35,0,96,0,1
350039,7,0,66,1,1,1,6,35,0,93,0,1
350042,4,7,63,1,1,1,6,35,0,93,0,1
350085,1,5,63,1,1,1,6,35,0,0,0,0
350104,7,5,61,1,1,1,6,35,0,99,0,0
350111,2,14,62,1,1,1,6,35,3,96,1,1
350115,1,1,61,1,1,1,6,35,3,96,1,1
350118,1,21,67,1,1,1,6,35,0,93,0,1
350122,6,15,63,1,1,1,6,35,0,93,0,1
350129,5,5,66,1,1,1,6,35,0,93,0,1
350161,6,17,66,1,1,1,6,35,0,0,0,0
350184,4,10,67,1,1,1,6,35,0,93,0,1
350185,6,4,66,1,1,1,6,35,0,93,0,1
350192,7,2,62,1,1,1,6,35,0,0,0,0
350236,5,8,66,1,4,1,6,35,4,0,1,0
350238,6,6,66,1,1,1,6,35,5,0,1,0
350250,3,9,66,1,1,1,6,35,0,93,0,1
350268,2,14,66,1,1,1,6,35,0,0,0,0
350272,1,16,66,1,1,1,6,35,5,93,1,1
360059,2,22,62,1,1,1,6,36,0,17,0,1
360060,5,8,63,1,10,1,6,36,0,17,0,1
360067,1,16,66,1,1,1,6,36,0,0,0,0
360098,5,11,63,1,1,1,6,36,0,0,0,0
360104,1,20,61,1,10,1,6,36,0,99,0,0
360126,5,14,66,1,1,1,6,36,0,0,0,0
360145,4,8,66,1,1,1,6,36,0,0,0,0
360146,5,10,60,1,10,1,6,36,0,0,0,0
360163,5,20,66,1,1,1,6,36,0,0,0,0
360166,7,19,66,1,1,1,6,36,0,17,0,1
360232,6,19,66,1,1,1,6,36,0,0,0,0
360241,4,16,63,1,10,1,6,36,0,0,0,0
360245,3,20,66,1,1,1,6,36,0,17,0,1
360246,4,22,66,1,1,1,6,36,0,0,0,0
360251,2,8,66,1,1,1,6,36,0,0,0,0
360257,2,14,62,1,1,1,6,36,0,0,0,0
360265,6,6,63,1,1,1,6,36,8,16,1,1
360266,6,12,63,1,1,1,6,36,0,0,0,0
360291,3,4,63,1,1,1,6,36,0,0,0,0
360327,5,7,61,1,10,1,6,36,5,0,1,0
360342,6,3,66,1,10,1,6,36,0,0,0,0
360364,6,17,63,1,1,1,6,36,0,0,0,0
360366,2,10,63,1,1,1,6,36,0,0,0,0
360370,2,11,66,1,1,1,6,36,0,0,0,0
360379,4,8,66,1,1,1,6,36,0,0,0,0
360399,5,22,63,1,10,1,6,36,0,17,0,1
360424,6,12,63,1,1,1,6,36,0,0,0,0
360499,2,8,63,1,10,1,6,36,4,0,1,0
360520,6,7,66,1,1,1,6,36,0,0,0,0
360521,2,6,63,1,1,1,6,36,0,0,0,0
360531,4,15,63,1,1,1,6,36,0,17,0,1
360534,4,0,62,1,1,1,6,36,0,0,0,0
360575,5,19,61,1,1,1,6,36,0,0,0,0
360594,6,8,62,1,1,1,6,36,0,0,0,0
360603,6,15,66,1,1,1,6,36,0,0,0,0
360642,4,13,60,1,1,1,6,36,0,17,0,1
360688,2,5,63,1,1,1,6,36,0,0,0,0
360689,4,7,61,1,5,1,6,36,0,0,0,0
360711,2,13,66,1,1,1,6,36,0,0,0,0
360723,2,15,63,1,1,1,6,36,0,34,0,1
360732,3,10,63,1,1,1,6,36,0,0,0,0
360734,4,8,66,1,1,1,6,36,0,17,0,1
360750,3,20,61,1,1,1,6,36,0,0,0,0
360771,4,21,66,1,10,1,6,36,0,0,0,0
360817,5,8,63,1,10,1,6,36,0,17,0,1
360826,5,19,61,1,2,1,6,36,0,0,0,0
360897,4,5,63,1,2,1,6,36,0,0,0,0
360902,6,19,66,1,1,1,6,36,5,0,1,0
360906,6,23,66,1,10,1,6,36,5,0,1,0
360945,4,17,66,1,1,1,6,36,0,0,0,0
360951,3,13,66,1,1,1,6,36,0,0,0,0
360973,3,6,63,1,2,1,6,36,0,17,0,1
360976,3,13,63,1,2,1,6,36,0,17,0,1
360992,3,1,66,1,3,1,6,36,0,0,0,0
370032,3,14,66,1,1,1,6,37,0,0,0,0
370058,4,8,67,1,1,1,6,37,0,0,0,0
370066,4,8,63,1,1,1,6,37,0,0,0,0
370088,5,14,63,1,10,1,6,37,3,0,1,0
370095,2,21,66,1,10,1,6,37,0,0,0,0
370099,6,12,63,1,1,1,6,37,0,0,0,0
370139,5,7,66,1,1,1,6,37,0,93,0,1
370159,3,15,66,1,1,1,6,37,4,0,1,0
370164,4,1,66,1,5,1,6,37,4,0,1,0
370233,5,9,63,1,10,1,6,37,0,0,0,0
370251,6,13,63,1,1,1,6,37,0,0,0,0
370285,5,6,66,1,1,1,6,37,0,0,0,0
370289,6,15,66,1,1,1,6,37,0,0,0,0
370290,7,6,66,1,1,1,6,37,0,93,0,1
370295,3,10,61,1,10,1,6,37,0,93,0,1
370311,3,10,63,1,1,1,6,37,0,0,0,0
370322,3,16,66,1,10,1,6,37,0,0,0,0
370331,2,17,66,1,10,1,6,37,5,0,1,0
370338,6,11,66,1,1,1,6,37,3,93,1,1
370342,7,7,66,1,1,1,6,37,0,0,0,0
370343,4,10,66,1,1,1,6,37,0,93,0,1
370350,5,11,61,1,10,1,6,37,0,0,0,0
370352,2,13,61,1,1,1,6,37,0,0,0,0
370436,5,2,66,1,2,1,6,37,0,0,0,0
370475,2,15,66,1,1,1,6,37,0,0,0,0
370481,7,12,63,1,1,1,6,37,4,93,1,1
370486,3,14,63,1,1,1,6,37,4,0,1,0
370491,2,16,66,1,1,1,6,37,0,0,0,0
